Employee_ID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,YearsSinceLastPromotion
159,29,0,Non-Travel,1496,Research & Development,1.0,1,Technical Degree,208.0,4.0,Male,41.0,3.0,2,Manufacturing Director,3,Married,4319,26283,1,Y,No,13,0
160,51,0,Travel_Rarely,1169,Research & Development,7.0,4,Medical,211.0,2.0,Male,34.0,2.0,2,Manufacturing Director,3,Married,6132,13983,2,Y,No,17,0
161,58,0,Travel_Rarely,1145,Research & Development,9.0,3,Medical,214.0,2.0,Female,75.0,2.0,1,Research Scientist,2,Married,3346,11873,4,Y,Yes,20,0
162,40,0,Travel_Rarely,630,Sales,4.0,4,Marketing,215.0,3.0,Male,67.0,2.0,3,Sales Executive,4,Married,10855,8552,7,Y,No,11,2
163,34,0,Travel_Frequently,303,Sales,2.0,4,Marketing,216.0,3.0,Female,75.0,3.0,1,Sales Representative,3,Married,2231,11314,6,Y,No,18,1
164,22,0,Travel_Rarely,1256,Research & Development,19.0,1,Medical,217.0,3.0,Male,80.0,3.0,1,Research Scientist,4,Married,2323,11992,1,Y,No,24,2
165,27,0,Non-Travel,691,Research & Development,9.0,3,Medical,218.0,4.0,Male,57.0,3.0,1,Research Scientist,2,Divorced,2024,5970,6,Y,No,18,2
166,28,0,Travel_Rarely,440,Research & Development,21.0,3,Medical,221.0,3.0,Male,42.0,3.0,1,Research Scientist,4,Married,2713,6672,1,Y,No,11,0
167,57,0,Travel_Rarely,334,Research & Development,24.0,2,Life Sciences,223.0,3.0,Male,83.0,4.0,3,Healthcare Representative,4,Divorced,9439,23402,3,Y,Yes,16,1
168,27,0,Non-Travel,1450,Research & Development,3.0,3,Medical,224.0,3.0,Male,79.0,2.0,1,Research Scientist,3,Divorced,2566,25326,1,Y,Yes,15,0
169,50,0,Travel_Rarely,1452,Research & Development,11.0,3,Life Sciences,226.0,3.0,Female,53.0,3.0,5,Manager,2,Single,19926,17053,3,Y,No,15,4
170,41,0,Travel_Rarely,465,Research & Development,14.0,3,Life Sciences,227.0,1.0,Male,56.0,3.0,1,Research Scientist,3,Divorced,2451,4609,4,Y,No,12,1
171,30,0,Travel_Rarely,1339,Sales,5.0,3,Life Sciences,228.0,2.0,Female,41.0,3.0,3,Sales Executive,4,Married,9419,8053,2,Y,No,12,7
172,38,0,Travel_Rarely,702,Sales,1.0,4,Life Sciences,230.0,1.0,Female,59.0,2.0,2,Sales Executive,4,Single,8686,12930,4,Y,No,22,0
173,32,0,Travel_Rarely,120,Research & Development,6.0,5,Life Sciences,231.0,3.0,Male,43.0,3.0,1,Research Scientist,3,Single,3038,12430,3,Y,No,20,1
174,27,0,Travel_Rarely,1157,Research & Development,17.0,3,Technical Degree,233.0,3.0,Male,51.0,3.0,1,Research Scientist,2,Married,3058,13364,0,Y,Yes,16,1
175,19,1,Travel_Frequently,602,Sales,1.0,1,Technical Degree,235.0,3.0,Female,100.0,1.0,1,Sales Representative,1,Single,2325,20989,0,Y,No,21,0
176,36,0,Travel_Frequently,1480,Research & Development,3.0,2,Medical,238.0,4.0,Male,30.0,3.0,1,Laboratory Technician,2,Single,2088,15062,4,Y,No,12,7
177,30,0,Non-Travel,111,Research & Development,9.0,3,Medical,239.0,3.0,Male,66.0,3.0,2,Laboratory Technician,1,Divorced,3072,11012,1,Y,No,11,6
178,45,0,Travel_Rarely,1268,Sales,4.0,2,Life Sciences,240.0,3.0,Female,30.0,3.0,2,Sales Executive,1,Divorced,5006,6319,4,Y,Yes,11,0
179,56,0,Travel_Rarely,713,Research & Development,8.0,3,Life Sciences,241.0,3.0,Female,67.0,3.0,1,Research Scientist,1,Divorced,4257,13939,4,Y,Yes,18,2
180,33,0,Travel_Rarely,134,Research & Development,2.0,3,Life Sciences,242.0,3.0,Male,90.0,3.0,1,Research Scientist,4,Single,2500,10515,0,Y,No,14,0
181,19,1,Travel_Rarely,303,Research & Development,2.0,3,Life Sciences,243.0,2.0,Male,47.0,2.0,1,Laboratory Technician,4,Single,1102,9241,1,Y,No,22,1
182,46,0,Travel_Rarely,526,Sales,1.0,2,Marketing,244.0,2.0,Female,92.0,3.0,3,Sales Executive,1,Divorced,10453,2137,1,Y,No,25,15
183,38,0,Travel_Rarely,1380,Research & Development,9.0,2,Life Sciences,245.0,3.0,Female,75.0,3.0,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,2
184,31,0,Travel_Rarely,140,Research & Development,12.0,1,Medical,246.0,3.0,Female,95.0,3.0,1,Research Scientist,4,Married,3929,6984,8,Y,Yes,23,0
185,34,0,Travel_Rarely,629,Research & Development,27.0,2,Medical,247.0,4.0,Female,95.0,3.0,1,Research Scientist,2,Single,2311,5711,2,Y,No,15,1
186,41,1,Travel_Rarely,1356,Sales,20.0,2,Marketing,248.0,2.0,Female,70.0,3.0,1,Sales Representative,2,Single,3140,21728,1,Y,Yes,22,0
187,50,0,Travel_Rarely,328,Research & Development,1.0,3,Medical,249.0,3.0,Male,86.0,2.0,1,Laboratory Technician,3,Married,3690,3425,2,Y,No,15,0
188,53,0,Travel_Rarely,1084,Research & Development,13.0,2,Medical,250.0,4.0,Female,57.0,4.0,2,Manufacturing Director,1,Divorced,4450,26250,1,Y,No,11,1
189,33,0,Travel_Rarely,931,Research & Development,14.0,3,Medical,252.0,4.0,Female,72.0,3.0,1,Research Scientist,2,Married,2756,4673,1,Y,No,13,1
190,40,0,Travel_Rarely,989,Research & Development,4.0,1,Medical,253.0,4.0,Female,46.0,3.0,5,Manager,3,Married,19033,6499,1,Y,No,14,9
191,55,0,Travel_Rarely,692,Research & Development,14.0,4,Medical,254.0,3.0,Male,61.0,4.0,5,Research Director,2,Single,18722,13339,8,Y,No,11,2
192,34,0,Travel_Frequently,1069,Research & Development,2.0,1,Life Sciences,256.0,4.0,Male,45.0,2.0,2,Manufacturing Director,3,Married,9547,14074,1,Y,No,17,1
193,51,0,Travel_Rarely,313,Research & Development,3.0,3,Medical,258.0,4.0,Female,98.0,3.0,4,Healthcare Representative,2,Single,13734,7192,3,Y,No,18,1
194,52,0,Travel_Rarely,699,Research & Development,1.0,4,Life Sciences,259.0,3.0,Male,65.0,2.0,5,Manager,3,Married,19999,5678,0,Y,No,14,11
195,27,0,Travel_Rarely,894,Research & Development,9.0,3,Medical,260.0,4.0,Female,99.0,3.0,1,Research Scientist,2,Single,2279,11781,1,Y,No,16,0
196,35,1,Travel_Rarely,556,Research & Development,23.0,2,Life Sciences,261.0,2.0,Male,50.0,2.0,2,Manufacturing Director,3,Married,5916,15497,3,Y,Yes,13,0
197,43,0,Non-Travel,1344,Research & Development,7.0,3,Medical,262.0,4.0,Male,37.0,4.0,1,Research Scientist,4,Divorced,2089,5228,4,Y,No,14,2
198,45,0,Non-Travel,1195,Research & Development,2.0,2,Medical,264.0,1.0,Male,65.0,2.0,4,Manager,4,Married,16792,20462,9,Y,No,23,11
199,37,0,Travel_Rarely,290,Research & Development,21.0,3,Life Sciences,267.0,2.0,Male,65.0,4.0,1,Research Scientist,1,Married,3564,22977,1,Y,Yes,12,1
200,35,0,Travel_Frequently,138,Research & Development,2.0,3,Medical,269.0,2.0,Female,37.0,3.0,2,Laboratory Technician,2,Single,4425,15986,5,Y,No,11,1
201,42,0,Non-Travel,926,Research & Development,21.0,2,Medical,270.0,3.0,Female,36.0,3.0,2,Manufacturing Director,3,Divorced,5265,16439,2,Y,No,16,0
202,38,0,Travel_Rarely,1261,Research & Development,2.0,4,Life Sciences,271.0,4.0,Male,88.0,3.0,2,Manufacturing Director,3,Married,6553,7259,9,Y,No,14,0
203,38,0,Travel_Rarely,1084,Research & Development,29.0,3,Technical Degree,273.0,4.0,Male,54.0,3.0,2,Manufacturing Director,4,Married,6261,4185,3,Y,No,18,1
204,27,0,Travel_Frequently,472,Research & Development,1.0,1,Technical Degree,274.0,3.0,Male,60.0,2.0,2,Manufacturing Director,1,Married,4298,9679,5,Y,No,19,2
205,49,0,Non-Travel,1002,Research & Development,18.0,4,Life Sciences,275.0,4.0,Male,92.0,3.0,2,Manufacturing Director,4,Divorced,6804,23793,1,Y,Yes,15,1
206,34,0,Travel_Frequently,878,Research & Development,10.0,4,Medical,277.0,4.0,Male,43.0,3.0,1,Research Scientist,3,Divorced,3815,5972,1,Y,Yes,17,2
207,40,0,Travel_Rarely,905,Research & Development,19.0,2,Medical,281.0,3.0,Male,99.0,3.0,2,Laboratory Technician,4,Married,2741,16523,8,Y,Yes,15,3
208,38,1,Travel_Rarely,1180,Research & Development,29.0,1,Medical,282.0,2.0,Male,70.0,3.0,2,Healthcare Representative,1,Married,6673,11354,7,Y,Yes,19,0
209,29,1,Travel_Rarely,121,Sales,27.0,3,Marketing,283.0,2.0,Female,35.0,3.0,3,Sales Executive,4,Married,7639,24525,1,Y,No,22,1
210,22,0,Travel_Rarely,1136,Research & Development,5.0,3,Life Sciences,284.0,4.0,Male,60.0,4.0,1,Research Scientist,2,Divorced,2328,12392,1,Y,Yes,16,2
211,36,0,Travel_Frequently,635,Research & Development,18.0,1,Medical,286.0,2.0,Female,73.0,3.0,1,Laboratory Technician,4,Single,2153,7703,1,Y,No,13,1
212,40,0,Non-Travel,1151,Research & Development,9.0,5,Life Sciences,287.0,4.0,Male,63.0,2.0,2,Healthcare Representative,4,Married,4876,14242,9,Y,No,14,0
213,46,0,Travel_Rarely,644,Research & Development,1.0,4,Medical,288.0,4.0,Male,97.0,3.0,3,Healthcare Representative,1,Divorced,9396,12368,7,Y,No,16,0
214,32,1,Travel_Rarely,1045,Sales,4.0,4,Medical,291.0,4.0,Male,32.0,1.0,3,Sales Executive,4,Married,10400,25812,1,Y,No,11,9
215,30,0,Non-Travel,829,Research & Development,1.0,1,Life Sciences,292.0,3.0,Male,88.0,2.0,3,Manufacturing Director,3,Single,8474,20925,1,Y,No,22,5
216,27,0,Travel_Frequently,1242,Sales,20.0,3,Life Sciences,293.0,4.0,Female,90.0,3.0,2,Sales Executive,3,Single,9981,12916,1,Y,No,14,0
217,27,0,Travel_Frequently,1242,Sales,20.0,3,Life Sciences,293.0,4.0,Female,90.0,3.0,2,Sales Executive,3,Single,9981,12916,1,Y,No,14,0
218,27,0,Travel_Frequently,1242,Sales,20.0,3,Life Sciences,293.0,4.0,Female,90.0,3.0,2,Sales Executive,3,Single,9981,12916,1,Y,No,14,0
219,27,0,Travel_Frequently,1242,Sales,20.0,3,Life Sciences,293.0,4.0,Female,90.0,3.0,2,Sales Executive,3,Single,9981,12916,1,Y,No,14,0
220,51,0,Travel_Rarely,1469,Research & Development,8.0,4,Life Sciences,296.0,2.0,Male,81.0,2.0,3,Research Director,2,Married,12490,15736,5,Y,No,16,4
221,30,1,Travel_Rarely,1005,Research & Development,3.0,3,Technical Degree,297.0,4.0,Female,88.0,3.0,1,Research Scientist,1,Single,2657,8556,5,Y,Yes,11,0
222,41,0,Travel_Rarely,896,Sales,6.0,3,Life Sciences,298.0,4.0,Female,75.0,3.0,3,Manager,4,Single,13591,14674,3,Y,Yes,18,0
223,30,1,Travel_Frequently,334,Sales,26.0,4,Marketing,299.0,3.0,Female,52.0,2.0,2,Sales Executive,1,Single,6696,22967,5,Y,No,15,0
224,29,1,Travel_Rarely,992,Research & Development,1.0,3,Technical Degree,300.0,3.0,Male,85.0,3.0,1,Research Scientist,3,Single,2058,19757,0,Y,No,14,1
225,45,0,Non-Travel,1052,Sales,6.0,3,Medical,302.0,4.0,Female,57.0,2.0,3,Sales Executive,4,Single,8865,16840,6,Y,No,12,12
226,54,0,Travel_Rarely,1147,Sales,3.0,3,Marketing,303.0,4.0,Female,52.0,3.0,2,Sales Executive,1,Married,5940,17011,2,Y,No,14,0
227,36,0,Travel_Rarely,1396,Research & Development,5.0,2,Life Sciences,304.0,4.0,Male,62.0,3.0,2,Laboratory Technician,2,Single,5914,9945,8,Y,No,16,3
228,33,0,Travel_Rarely,147,Research & Development,4.0,4,Medical,305.0,3.0,Female,47.0,2.0,1,Research Scientist,2,Married,2622,13248,6,Y,No,21,1
229,37,0,Travel_Frequently,663,Research & Development,11.0,3,Other,306.0,2.0,Male,47.0,3.0,3,Research Director,4,Divorced,12185,10056,1,Y,Yes,14,0
230,38,0,Travel_Rarely,119,Sales,3.0,3,Life Sciences,307.0,1.0,Male,76.0,3.0,3,Sales Executive,3,Divorced,10609,9647,0,Y,No,12,5
231,31,0,Non-Travel,979,Research & Development,1.0,4,Medical,308.0,3.0,Male,90.0,1.0,2,Manufacturing Director,3,Married,4345,4381,0,Y,No,12,1
232,59,0,Travel_Rarely,142,Research & Development,3.0,3,Life Sciences,309.0,3.0,Male,70.0,2.0,1,Research Scientist,4,Married,2177,8456,3,Y,No,17,0
233,37,0,Travel_Frequently,319,Sales,4.0,4,Marketing,311.0,1.0,Male,41.0,3.0,1,Sales Representative,4,Divorced,2793,2539,4,Y,No,17,5
234,29,0,Travel_Frequently,1413,Sales,1.0,1,Medical,312.0,2.0,Female,42.0,3.0,3,Sales Executive,4,Married,7918,6599,1,Y,No,14,4
235,35,0,Travel_Frequently,944,Sales,1.0,3,Marketing,314.0,3.0,Female,92.0,3.0,3,Sales Executive,3,Single,8789,9096,1,Y,No,14,0
236,29,1,Travel_Rarely,896,Research & Development,18.0,1,Medical,315.0,3.0,Male,86.0,2.0,1,Research Scientist,4,Single,2389,14961,1,Y,Yes,13,0
237,52,0,Travel_Rarely,1323,Research & Development,2.0,3,Life Sciences,316.0,3.0,Female,89.0,2.0,1,Laboratory Technician,4,Single,3212,3300,7,Y,No,15,2
238,42,0,Travel_Rarely,532,Research & Development,4.0,2,Technical Degree,319.0,3.0,Male,58.0,3.0,5,Manager,4,Married,19232,4933,1,Y,No,11,11
239,59,0,Travel_Rarely,818,Human Resources,6.0,2,Medical,321.0,2.0,Male,52.0,3.0,1,Human Resources,3,Married,2267,25657,8,Y,No,17,2
240,50,0,Travel_Rarely,854,Sales,1.0,4,Medical,323.0,4.0,Female,68.0,3.0,5,Manager,4,Divorced,19517,24118,3,Y,No,11,0
241,33,1,Travel_Rarely,813,Research & Development,14.0,3,Medical,325.0,3.0,Male,58.0,3.0,1,Laboratory Technician,4,Married,2436,22149,5,Y,Yes,13,0
242,43,0,Travel_Rarely,1034,Sales,16.0,3,Marketing,327.0,4.0,Female,80.0,3.0,4,Manager,4,Married,16064,7744,5,Y,Yes,22,1
243,33,1,Travel_Rarely,465,Research & Development,2.0,2,Life Sciences,328.0,1.0,Female,39.0,3.0,1,Laboratory Technician,1,Married,2707,21509,7,Y,No,20,1
244,52,0,Non-Travel,771,Sales,2.0,4,Life Sciences,329.0,1.0,Male,79.0,2.0,5,Manager,3,Single,19068,21030,1,Y,Yes,18,15
245,32,0,Travel_Rarely,1401,Sales,4.0,2,Life Sciences,330.0,3.0,Female,56.0,3.0,1,Sales Representative,2,Married,3931,20990,2,Y,No,11,1
246,32,1,Travel_Rarely,515,Research & Development,1.0,3,Life Sciences,331.0,4.0,Male,62.0,2.0,1,Laboratory Technician,3,Single,3730,9571,0,Y,Yes,14,1
247,39,0,Travel_Rarely,1431,Research & Development,1.0,4,Medical,332.0,3.0,Female,96.0,3.0,1,Laboratory Technician,3,Divorced,2232,15417,7,Y,No,14,1
248,32,0,Non-Travel,976,Sales,26.0,4,Marketing,333.0,3.0,Male,100.0,3.0,2,Sales Executive,4,Married,4465,12069,0,Y,No,18,2
249,41,0,Travel_Rarely,1411,Research & Development,19.0,2,Life Sciences,334.0,3.0,Male,36.0,3.0,2,Research Scientist,1,Divorced,3072,19877,2,Y,No,16,0
250,40,0,Travel_Rarely,1300,Research & Development,24.0,2,Technical Degree,335.0,1.0,Male,62.0,3.0,2,Research Scientist,4,Divorced,3319,24447,1,Y,No,17,4
251,45,0,Travel_Rarely,252,Research & Development,1.0,3,Other,336.0,3.0,Male,70.0,4.0,5,Manager,4,Married,19202,15970,0,Y,No,11,1
252,31,0,Travel_Frequently,1327,Research & Development,3.0,4,Medical,337.0,2.0,Male,73.0,3.0,3,Research Director,3,Divorced,13675,13523,9,Y,No,12,2
253,33,0,Travel_Rarely,832,Research & Development,5.0,4,Life Sciences,338.0,3.0,Female,63.0,2.0,1,Research Scientist,4,Married,2911,14776,1,Y,No,13,0
254,34,0,Travel_Rarely,470,Research & Development,2.0,4,Life Sciences,339.0,4.0,Male,84.0,2.0,2,Manufacturing Director,1,Married,5957,23687,6,Y,No,13,5
255,37,0,Travel_Rarely,1017,Research & Development,1.0,2,Medical,340.0,3.0,Female,83.0,2.0,1,Research Scientist,1,Married,3920,18697,2,Y,No,14,0
256,45,0,Travel_Frequently,1199,Research & Development,7.0,4,Life Sciences,341.0,1.0,Male,77.0,4.0,2,Manufacturing Director,3,Married,6434,5118,4,Y,No,17,0
257,37,1,Travel_Frequently,504,Research & Development,10.0,3,Medical,342.0,1.0,Male,61.0,3.0,3,Manufacturing Director,3,Divorced,10048,22573,6,Y,No,11,0
258,39,0,Travel_Frequently,505,Research & Development,2.0,4,Technical Degree,343.0,3.0,Female,64.0,3.0,3,Healthcare Representative,3,Single,10938,6420,0,Y,No,25,11
259,29,0,Travel_Rarely,665,Research & Development,15.0,3,Life Sciences,346.0,3.0,Male,60.0,3.0,1,Research Scientist,4,Single,2340,22673,1,Y,No,19,1
260,42,0,Travel_Rarely,916,Research & Development,17.0,2,Life Sciences,347.0,4.0,Female,82.0,4.0,2,Research Scientist,1,Single,6545,23016,3,Y,Yes,13,0
261,29,0,Travel_Rarely,1247,Sales,20.0,2,Marketing,349.0,4.0,Male,45.0,3.0,2,Sales Executive,4,Divorced,6931,10732,2,Y,No,14,0
262,25,0,Travel_Rarely,685,Research & Development,1.0,3,Life Sciences,350.0,1.0,Female,62.0,3.0,2,Manufacturing Director,3,Married,4898,7505,0,Y,No,12,1
263,42,0,Travel_Rarely,269,Research & Development,2.0,3,Medical,351.0,4.0,Female,56.0,2.0,1,Laboratory Technician,1,Divorced,2593,8007,0,Y,Yes,11,7
264,40,0,Travel_Rarely,1416,Research & Development,2.0,2,Medical,352.0,1.0,Male,49.0,3.0,5,Research Director,3,Divorced,19436,5949,0,Y,No,19,3
265,51,0,Travel_Rarely,833,Research & Development,1.0,3,Life Sciences,353.0,3.0,Male,96.0,3.0,1,Research Scientist,4,Married,2723,23231,1,Y,No,11,0
266,31,1,Travel_Frequently,307,Research & Development,29.0,2,Medical,355.0,3.0,Male,71.0,2.0,1,Laboratory Technician,2,Single,3479,11652,0,Y,No,11,1
267,32,0,Travel_Frequently,1311,Research & Development,7.0,3,Life Sciences,359.0,2.0,Male,100.0,4.0,1,Laboratory Technician,2,Married,2794,26062,1,Y,No,20,0
268,38,0,Non-Travel,1327,Sales,2.0,2,Life Sciences,361.0,4.0,Male,39.0,2.0,2,Sales Executive,4,Married,5249,19682,3,Y,No,18,7
269,32,0,Travel_Rarely,128,Research & Development,2.0,1,Technical Degree,362.0,4.0,Male,84.0,2.0,2,Laboratory Technician,1,Single,2176,19737,4,Y,No,13,0
270,46,0,Travel_Rarely,488,Sales,2.0,3,Technical Degree,363.0,3.0,Female,75.0,1.0,4,Manager,2,Married,16872,14977,3,Y,Yes,12,7
271,28,1,Travel_Rarely,529,Research & Development,2.0,4,Life Sciences,364.0,1.0,Male,79.0,3.0,1,Laboratory Technician,3,Single,3485,14935,2,Y,No,11,0
272,29,0,Travel_Rarely,1210,Sales,2.0,3,Medical,366.0,1.0,Male,78.0,2.0,2,Sales Executive,2,Married,6644,3687,2,Y,No,19,0
273,31,0,Travel_Rarely,1463,Research & Development,23.0,3,Medical,367.0,2.0,Male,64.0,2.0,2,Healthcare Representative,4,Married,5582,14408,0,Y,No,21,7
274,25,0,Non-Travel,675,Research & Development,5.0,2,Life Sciences,369.0,2.0,Male,85.0,4.0,2,Healthcare Representative,1,Divorced,4000,18384,1,Y,No,12,1
275,45,0,Travel_Rarely,1385,Research & Development,20.0,2,Medical,372.0,3.0,Male,79.0,3.0,4,Healthcare Representative,4,Married,13496,7501,0,Y,Yes,14,4
276,36,0,Travel_Rarely,1403,Research & Development,6.0,3,Life Sciences,373.0,4.0,Male,47.0,3.0,1,Laboratory Technician,4,Married,3210,20251,0,Y,No,11,10
277,55,0,Travel_Rarely,452,Research & Development,1.0,3,Medical,374.0,4.0,Male,81.0,3.0,5,Manager,1,Single,19045,18938,0,Y,Yes,14,4
278,47,1,Non-Travel,666,Research & Development,29.0,4,Life Sciences,376.0,1.0,Male,88.0,3.0,3,Manager,2,Married,11849,10268,1,Y,Yes,12,9
279,28,0,Travel_Rarely,1158,Research & Development,9.0,3,Medical,377.0,4.0,Male,94.0,3.0,1,Research Scientist,4,Married,2070,2613,1,Y,No,23,0
280,37,0,Travel_Rarely,228,Sales,6.0,4,Medical,378.0,3.0,Male,98.0,3.0,2,Sales Executive,4,Married,6502,22825,4,Y,No,14,0
281,21,0,Travel_Rarely,996,Research & Development,3.0,2,Medical,379.0,4.0,Male,100.0,2.0,1,Research Scientist,3,Single,3230,10531,1,Y,No,17,1
282,37,0,Non-Travel,728,Research & Development,1.0,4,Medical,380.0,1.0,Female,80.0,3.0,3,Research Director,4,Divorced,13603,11677,2,Y,Yes,18,0
283,35,0,Travel_Rarely,1315,Research & Development,22.0,3,Life Sciences,381.0,2.0,Female,71.0,4.0,3,Manager,2,Divorced,11996,19100,7,Y,No,18,6
284,38,0,Travel_Rarely,322,Sales,7.0,2,Medical,382.0,1.0,Female,44.0,4.0,2,Sales Executive,1,Divorced,5605,19191,1,Y,Yes,24,7
285,26,0,Travel_Frequently,1479,Research & Development,1.0,3,Life Sciences,384.0,3.0,Female,84.0,3.0,2,Manufacturing Director,2,Divorced,6397,26767,1,Y,No,20,1
286,50,0,Travel_Rarely,797,Research & Development,4.0,1,Life Sciences,385.0,1.0,Male,96.0,3.0,5,Research Director,2,Divorced,19144,15815,3,Y,No,14,1
287,53,0,Travel_Rarely,1070,Research & Development,3.0,4,Medical,386.0,3.0,Male,45.0,3.0,4,Research Director,3,Married,17584,21016,3,Y,Yes,16,1
288,42,0,Travel_Rarely,635,Sales,1.0,1,Life Sciences,387.0,2.0,Male,99.0,3.0,2,Sales Executive,3,Married,4907,24532,1,Y,No,25,11
289,29,0,Travel_Frequently,442,Sales,2.0,2,Life Sciences,388.0,2.0,Male,44.0,3.0,2,Sales Executive,4,Single,4554,20260,1,Y,No,18,0
290,55,0,Travel_Rarely,147,Research & Development,20.0,2,Technical Degree,389.0,2.0,Male,37.0,3.0,2,Laboratory Technician,4,Married,5415,15972,3,Y,Yes,19,0
291,26,0,Travel_Frequently,496,Research & Development,11.0,2,Medical,390.0,1.0,Male,60.0,3.0,2,Healthcare Representative,1,Married,4741,22722,1,Y,Yes,13,3
292,37,0,Travel_Rarely,1372,Research & Development,1.0,3,Life Sciences,391.0,4.0,Female,42.0,3.0,1,Research Scientist,4,Single,2115,15881,1,Y,No,12,5
293,44,1,Travel_Frequently,920,Research & Development,24.0,3,Life Sciences,392.0,4.0,Male,43.0,3.0,1,Laboratory Technician,3,Divorced,3161,19920,3,Y,Yes,22,0
294,38,0,Travel_Rarely,688,Research & Development,23.0,4,Life Sciences,393.0,4.0,Male,82.0,3.0,2,Healthcare Representative,4,Divorced,5745,18899,9,Y,No,14,1
295,26,1,Travel_Rarely,1449,Research & Development,16.0,4,Medical,394.0,1.0,Male,45.0,3.0,1,Laboratory Technician,2,Divorced,2373,14180,2,Y,Yes,13,0
296,28,0,Travel_Rarely,1117,Research & Development,8.0,2,Life Sciences,395.0,4.0,Female,66.0,3.0,1,Research Scientist,4,Single,3310,4488,1,Y,No,21,0
297,49,0,Travel_Frequently,636,Research & Development,10.0,4,Life Sciences,396.0,3.0,Female,35.0,3.0,5,Research Director,1,Single,18665,25594,9,Y,Yes,11,1
298,36,0,Travel_Rarely,506,Research & Development,3.0,3,Technical Degree,397.0,3.0,Male,30.0,3.0,2,Research Scientist,2,Single,4485,26285,4,Y,No,12,7
299,31,0,Travel_Frequently,444,Sales,5.0,3,Marketing,399.0,4.0,Female,84.0,3.0,1,Sales Representative,2,Divorced,2789,3909,1,Y,No,11,2
300,26,1,Travel_Rarely,950,Sales,4.0,4,Marketing,401.0,4.0,Male,48.0,2.0,2,Sales Executive,4,Single,5828,8450,1,Y,Yes,12,7
301,37,0,Travel_Frequently,889,Research & Development,9.0,3,Medical,403.0,2.0,Male,53.0,3.0,1,Research Scientist,4,Married,2326,11411,1,Y,Yes,12,1
302,42,0,Travel_Frequently,555,Sales,26.0,3,Marketing,404.0,3.0,Female,77.0,3.0,4,Sales Executive,2,Married,13525,14864,5,Y,No,14,4
303,18,1,Travel_Rarely,230,Research & Development,3.0,3,Life Sciences,405.0,3.0,Male,54.0,3.0,1,Laboratory Technician,3,Single,1420,25233,1,Y,No,13,0
304,35,0,Travel_Rarely,1232,Sales,16.0,3,Marketing,406.0,3.0,Male,96.0,3.0,3,Sales Executive,2,Married,8020,5100,0,Y,No,15,6
305,36,0,Travel_Frequently,566,Research & Development,18.0,4,Life Sciences,407.0,3.0,Male,81.0,4.0,1,Laboratory Technician,4,Married,3688,7122,4,Y,No,18,0
306,51,0,Travel_Rarely,1302,Research & Development,2.0,3,Medical,408.0,4.0,Male,84.0,1.0,2,Manufacturing Director,2,Divorced,5482,16321,5,Y,No,18,1
307,41,0,Travel_Rarely,334,Sales,2.0,4,Life Sciences,410.0,4.0,Male,88.0,3.0,4,Manager,2,Single,16015,15896,1,Y,No,19,0
308,18,0,Travel_Rarely,812,Sales,10.0,3,Medical,411.0,4.0,Female,69.0,2.0,1,Sales Representative,3,Single,1200,9724,1,Y,No,12,0
309,28,0,Travel_Rarely,1476,Research & Development,16.0,2,Medical,412.0,2.0,Male,68.0,4.0,2,Healthcare Representative,1,Single,5661,4824,0,Y,No,19,0
310,31,0,Travel_Rarely,218,Sales,7.0,3,Technical Degree,416.0,2.0,Male,100.0,4.0,2,Sales Executive,4,Married,6929,12241,4,Y,No,11,7
311,39,0,Travel_Rarely,1132,Research & Development,1.0,3,Medical,417.0,3.0,Male,48.0,4.0,3,Healthcare Representative,4,Divorced,9613,10942,0,Y,No,17,3
312,36,0,Non-Travel,1105,Research & Development,24.0,4,Life Sciences,419.0,2.0,Female,47.0,3.0,2,Laboratory Technician,2,Married,5674,6927,7,Y,No,15,0
313,32,0,Travel_Rarely,906,Sales,7.0,3,Life Sciences,420.0,4.0,Male,91.0,2.0,2,Sales Executive,3,Married,5484,16985,1,Y,No,14,4
314,38,0,Travel_Rarely,849,Research & Development,25.0,2,Life Sciences,421.0,1.0,Female,81.0,2.0,3,Research Director,2,Married,12061,26707,3,Y,No,17,0
