Customer_Requested_Delivery_Date,Confirmed_Delivery_Date,Product_Code,Consignee_Code,Planned_Shipment_Date,Shipment_Date,Destination_Code,Order_Entry_Date,Order_Number,Department_Code,Manufacturing_Plant_Code,Transportation_Vehicle_Code,Order_Size_LBS,Delivery_Date
2022-03-25,2022-03-26,7652,770395,2022-03-15,2022-03-15,Boston,2022-03-12,12772151,A78,Erie,HD8,4300.3981,2022-04-12
2022-03-28,2022-03-28,7652,770395,2022-03-17,2022-03-17,Boston,2022-03-12,12772153,A78,Erie,HD8,4743.6579,2022-04-13
2022-03-30,2022-03-30,7652,770395,2022-03-18,2022-03-18,Boston,2022-03-12,12772154,A78,Erie,HD8,4728.1049,2022-04-16
2022-04-03,2022-04-06,23578,119597,2022-03-21,2022-03-21,Boston,2022-03-12,12771595,A78,Erie,HD8,4252.7671,2022-04-23
2022-04-17,2022-04-17,7645,242825,2022-04-04,2022-04-04,Boston,2022-03-12,12772715,A78,Erie,HD8,4311.0908,2022-05-04
2022-04-22,2022-04-22,2161,531764,2022-04-14,2022-04-14,Boston,2022-03-12,12772616,A78,Erie,HD8,4758.2388,2022-05-09
2022-04-26,2022-05-04,7645,242825,2022-04-21,2022-04-21,Boston,2022-03-12,12772743,A78,Erie,HD8,4290.6775,2022-05-26
2022-05-18,2022-05-18,20525,724158,2022-05-04,2022-05-04,Boston,2022-03-13,12774049,A78,Erie,HD8,4239.1582,2022-06-04
2022-04-02,2022-04-02,238405,297772,2022-03-15,2022-03-15,Boston,2022-03-13,12773794,A78,Erie,HD8,4293.5937,2022-04-19
2022-04-15,2022-04-15,2161,119597,2022-03-31,2022-03-31,Boston,2022-03-13,12773231,A78,Erie,HD8,4283.873,2022-05-05
2022-04-04,2022-04-04,65728,119597,2022-03-19,2022-03-19,Boston,2022-03-13,12773209,A78,Erie,HD8,4166.2537,2022-04-24
2022-04-08,2022-04-08,65728,119597,2022-03-23,2022-03-23,Boston,2022-03-13,12773204,A78,Erie,HD8,4192.4993,2022-04-29
2022-04-10,2022-04-10,65728,119597,2022-03-25,2022-03-25,Boston,2022-03-13,12773206,A78,Erie,HD8,4178.8904999999995,2022-04-27
2022-04-18,2022-04-18,2161,119597,2022-04-03,2022-04-03,Boston,2022-03-13,12773232,A78,Erie,HD8,4298.454000000001,2022-05-06
2022-04-16,2022-04-16,20525,688285,2022-04-02,2022-04-02,Boston,2022-03-14,12775697,A78,Erie,HD8,4117.0905,2022-05-03
2022-04-22,2022-04-22,97746,195514,2022-04-14,2022-04-14,Boston,2022-03-14,12774692,A78,Erie,HD8,4269.292100000001,2022-05-13
2022-04-12,2022-04-12,65728,119597,2022-03-27,2022-03-27,Boston,2022-03-15,12776603,A78,Erie,HD8,4254.7112,2022-04-30
2022-04-14,2022-04-14,65728,119597,2022-03-30,2022-03-30,Boston,2022-03-15,12776604,A78,Erie,HD8,4155.561,2022-05-03
2022-04-10,2022-04-10,65728,564173,2022-04-02,2022-04-02,Boston,2022-03-15,12776554,A78,Erie,HD8,4151.6727,2022-04-29
2022-04-06,2022-04-03,129698,18343,2022-03-27,2022-03-28,Boston,2022-03-15,12776500,A78,Erie,HD8,4783.5124,2022-04-20
2022-04-03,2022-04-03,129698,18343,2022-03-26,2022-03-26,Boston,2022-03-15,12776497,A78,Erie,HD8,4735.8814,2022-04-24
2022-04-03,2022-04-03,129698,18343,2022-03-26,2022-03-26,Boston,2022-03-15,12776499,A78,Erie,HD8,4732.965300000001,2022-04-19
2022-04-13,2022-04-13,2160,747675,2022-04-01,2022-04-01,Boston,2022-03-18,12778208,A78,Erie,HD8,4278.0407000000005,2022-05-02
2022-04-22,2022-04-22,2160,747675,2022-04-10,2022-04-10,Boston,2022-03-19,12781295,A78,Erie,HD8,1136.4668,2022-05-10
2022-03-31,2022-04-02,7652,707541,2022-03-21,2022-03-21,Boston,2022-03-19,12781442,A78,Erie,HD8,4293.5937,2022-04-19
2022-04-05,2022-04-05,7652,279967,2022-03-24,2022-03-24,Boston,2022-03-19,12781405,A78,Erie,HD8,4775.735900000001,2022-04-24
2022-04-16,2022-04-16,65728,119597,2022-04-01,2022-04-01,Boston,2022-03-19,12779623,A78,Erie,HD8,4184.7228000000005,2022-05-05
2022-04-18,2022-04-18,65728,119597,2022-04-03,2022-04-03,Boston,2022-03-19,12779589,A78,Erie,HD8,4167.2257,2022-05-08
2022-04-22,2022-04-22,65728,119597,2022-04-07,2022-04-07,Boston,2022-03-19,12779591,A78,Erie,HD8,4283.873,2022-05-11
2022-05-07,2022-05-07,24764,566101,2022-04-24,2022-04-24,Boston,2022-03-19,12780651,A78,Erie,HD8,4199.3037,2022-05-24
2022-04-25,2022-04-25,65728,119597,2022-04-10,2022-04-10,Boston,2022-03-19,12779592,A78,Erie,HD8,4150.7007,2022-05-14
2022-04-27,2022-04-27,65728,119597,2022-04-12,2022-04-12,Boston,2022-03-19,12779645,A78,Erie,HD8,4557.9943,2022-05-13
2022-04-22,2022-04-22,65728,564173,2022-04-14,2022-04-14,Boston,2022-03-19,12779579,A78,Erie,HD8,4197.359600000001,2022-05-11
2022-04-29,2022-04-29,65728,119597,2022-04-14,2022-04-14,Boston,2022-03-19,12779594,A78,Erie,HD8,4172.086,2022-05-20
2022-05-06,2022-05-06,7645,242825,2022-04-23,2022-04-23,Boston,2022-03-19,12780622,A78,Erie,HD8,4196.3876,2022-05-25
2022-07-08,2022-07-08,24764,522970,2022-06-25,2022-06-25,Boston,2022-03-19,12781506,A78,Erie,HD8,4769.9036,2022-07-25
2022-04-02,2022-04-03,238405,264278,2022-03-22,2022-03-22,Boston,2022-03-20,12782592,A78,Erie,HD8,4316.6068,2022-04-21
2022-04-18,2022-04-18,23578,119597,2022-04-03,2022-04-03,Boston,2022-03-20,12782114,A78,Erie,HD8,4314.0069,2022-05-07
2022-04-18,2022-04-18,23578,119597,2022-04-03,2022-04-03,Boston,2022-03-20,12782120,A78,Erie,HD8,4302.3422,2022-05-03
2022-04-18,2022-04-18,2161,119565,2022-04-05,2022-04-05,Boston,2022-03-20,12781998,A78,Erie,HD8,4744.63,2022-05-06
2022-04-22,2022-04-22,2161,119597,2022-04-07,2022-04-07,Boston,2022-03-20,12782097,A78,Erie,HD8,4275.1245,2022-05-12
2022-04-23,2022-04-23,2161,119565,2022-04-10,2022-04-10,Boston,2022-03-20,12781999,A78,Erie,HD8,4297.4819,2022-05-13
2022-04-25,2022-04-25,2161,119597,2022-04-10,2022-04-10,Boston,2022-03-20,12782098,A78,Erie,HD8,4741.7138,2022-05-13
2022-04-05,2022-04-06,7652,770395,2022-03-25,2022-03-25,Boston,2022-03-21,12784774,A78,Erie,HD8,4306.2305,2022-04-24
2022-04-08,2022-04-08,7652,770395,2022-03-27,2022-03-27,Boston,2022-03-21,12784779,A78,Erie,HD8,4296.7654,2022-04-25
2022-04-10,2022-04-10,7652,770395,2022-03-30,2022-03-30,Boston,2022-03-21,12784780,A78,Erie,HD8,4183.7508,2022-04-29
2022-04-13,2022-04-13,7652,770395,2022-04-02,2022-04-02,Boston,2022-03-22,12785413,A78,Erie,HD8,4163.3375,2022-05-02
2022-04-07,2022-04-07,97746,757269,2022-03-27,2022-03-27,Boston,2022-03-25,12788010,A78,Erie,HD8,4169.1698,2022-04-28
2022-04-24,2022-04-24,7650,880188,2022-04-10,2022-04-10,Boston,2022-03-25,12787974,A78,Erie,HD8,4176.9463000000005,2022-05-12
2022-04-17,2022-04-17,7652,770395,2022-04-06,2022-04-06,Boston,2022-03-26,12789776,A78,Erie,HD8,4780.5962,2022-05-06
2022-04-07,2022-04-09,7645,707541,2022-03-28,2022-03-28,Boston,2022-03-26,12790295,A78,Erie,HD8,4315.9511,2022-04-28
2022-04-10,2022-04-12,12561,356005,2022-03-28,2022-03-29,Boston,2022-03-27,1190526,A78,Erie,HD8,4279.9848,2022-04-30
2022-04-09,2022-04-09,45325,926668,2022-03-29,2022-03-29,Boston,2022-03-27,1190476,A78,Erie,HD8,4305.258400000001,2022-04-28
2022-04-14,2022-04-14,238405,264278,2022-04-03,2022-04-03,Boston,2022-04-01,12794786,A78,Erie,HD8,4750.4624,2022-05-02
2022-04-15,2022-04-15,7652,279967,2022-04-04,2022-04-04,Boston,2022-04-01,12795874,A78,Erie,HD8,4724.2167,2022-05-02
2022-04-18,2022-04-18,7652,279967,2022-04-07,2022-04-07,Boston,2022-04-01,12795875,A78,Erie,HD8,4748.5182,2022-05-06
2022-04-15,2022-04-15,238405,264278,2022-04-04,2022-04-04,Boston,2022-04-02,12796363,A78,Erie,HD8,4747.5462,2022-04-29
2022-04-20,2022-04-20,7652,770395,2022-04-09,2022-04-09,Boston,2022-04-02,12796830,A78,Erie,HD8,4758.2388,2022-05-07
2022-04-15,2022-04-15,64724,18343,2022-04-08,2022-04-08,Boston,2022-04-02,12797123,A78,Erie,HD8,4276.0966,2022-05-04
2022-05-17,2022-05-17,7645,242825,2022-05-04,2022-05-04,Boston,2022-04-02,12797140,A78,Erie,HD8,4192.4993,2022-06-06
2022-04-22,2022-04-22,238405,297772,2022-04-05,2022-04-05,Boston,2022-04-03,12798517,A78,Erie,HD8,4182.7787,2022-05-13
2022-04-22,2022-05-03,371803,145642,2022-04-23,2022-04-23,Boston,2022-04-03,12798673,A78,Erie,HD8,4745.602,2022-05-23
2022-06-17,2022-06-17,24820,18523,2022-06-04,2022-06-04,Boston,2022-04-03,12799159,A78,Erie,HD8,4209.0243,2022-07-09
2022-06-17,2022-06-17,24820,312361,2022-06-06,2022-06-06,Boston,2022-04-03,12797639,A78,Erie,HD8,4218.745,2022-07-06
2022-04-30,2022-04-30,2160,747675,2022-04-18,2022-04-18,Boston,2022-04-04,12800744,A78,Erie,HD8,4767.9595,2022-05-21
2022-04-24,2022-04-24,7652,942280,2022-04-13,2022-04-13,Boston,2022-04-04,12800551,A78,Erie,HD8,4708.6637,2022-05-11
2022-04-27,2022-04-27,92941,279855,2022-04-13,2022-04-13,Boston,2022-04-04,12799824,A78,Erie,HD8,4267.348,2022-05-14
2022-04-30,2022-04-30,7652,942280,2022-04-19,2022-04-19,Boston,2022-04-05,12801340,A78,Erie,HD8,4473.425,2022-05-16
2022-05-24,2022-05-24,7650,35051,2022-05-13,2022-05-13,Boston,2022-04-05,12801569,A78,Erie,HD8,4257.6274,2022-06-14
2022-05-24,2022-05-24,7650,35051,2022-05-13,2022-05-13,Boston,2022-04-05,12801570,A78,Erie,HD8,4249.8509,2022-06-10
2022-04-26,2022-04-26,2161,119565,2022-04-13,2022-04-13,Boston,2022-04-05,12801519,A78,Erie,HD8,4187.639,2022-05-14
2022-04-29,2022-04-29,2161,119597,2022-04-14,2022-04-14,Boston,2022-04-05,12801543,A78,Erie,HD8,4285.8171999999995,2022-05-18
2022-04-30,2022-04-30,2161,119565,2022-04-17,2022-04-17,Boston,2022-04-05,12801521,A78,Erie,HD8,4303.3143,2022-05-20
2022-05-03,2022-05-03,2161,119597,2022-04-18,2022-04-18,Boston,2022-04-05,12801545,A78,Erie,HD8,4230.4097,2022-05-21
2022-05-04,2022-05-04,2161,119565,2022-04-21,2022-04-21,Boston,2022-04-05,12801522,A78,Erie,HD8,4214.8567,2022-05-21
2022-05-06,2022-05-06,2161,119597,2022-04-21,2022-04-21,Boston,2022-04-05,12801547,A78,Erie,HD8,4231.3818,2022-05-23
2022-05-09,2022-05-09,2161,119597,2022-04-24,2022-04-24,Boston,2022-04-05,12801549,A78,Erie,HD8,4542.4413,2022-05-31
2022-05-08,2022-05-08,2161,119565,2022-04-25,2022-04-25,Boston,2022-04-05,12801523,A78,Erie,HD8,4283.873,2022-05-28
2022-05-12,2022-05-12,2161,119565,2022-04-29,2022-04-29,Boston,2022-04-05,12801524,A78,Erie,HD8,4315.9511,2022-05-27
2022-05-05,2022-05-14,7650,303615,2022-05-01,2022-05-01,Boston,2022-04-08,12802791,A78,Erie,HD8,4312.062800000001,2022-06-01
2022-05-07,2022-05-14,7650,303615,2022-05-01,2022-05-01,Boston,2022-04-08,12802862,A78,Erie,HD8,4591.0443000000005,2022-06-02
2022-04-29,2022-04-29,238405,297772,2022-04-12,2022-04-12,Boston,2022-04-09,12805227,A78,Erie,HD8,4519.43,2022-05-16
2022-04-29,2022-04-29,7650,723418,2022-04-18,2022-04-18,Boston,2022-04-09,12804278,A78,Erie,HD8,4313.0349,2022-05-18
2022-04-20,2022-04-22,7652,707541,2022-04-11,2022-04-11,Boston,2022-04-09,12805342,A78,Erie,HD8,4289.7054,2022-05-10
2022-04-25,2022-04-25,45325,673017,2022-04-12,2022-04-12,Boston,2022-04-09,12805377,A78,Erie,HD8,4167.2257,2022-05-13
2022-05-13,2022-05-13,2160,747675,2022-05-01,2022-05-01,Boston,2022-04-09,12804154,A78,Erie,HD8,4167.2257,2022-06-04
2022-05-20,2022-05-20,7652,451605,2022-05-12,2022-05-12,Boston,2022-04-09,12804981,A78,Erie,HD8,4734.9094000000005,2022-06-06
2022-05-23,2022-05-23,7652,451605,2022-05-15,2022-05-15,Boston,2022-04-09,12804984,A78,Erie,HD8,4757.2668,2022-06-10
2022-05-30,2022-05-30,7652,451605,2022-05-21,2022-05-21,Boston,2022-04-09,12804985,A78,Erie,HD8,4294.5657,2022-06-17
2022-05-08,2022-05-08,7652,942280,2022-04-27,2022-04-27,Boston,2022-04-09,12804261,A78,Erie,HD8,4184.7228000000005,2022-05-25
2022-05-06,2022-05-06,7652,451605,2022-04-28,2022-04-28,Boston,2022-04-09,12804977,A78,Erie,HD8,4167.2257,2022-05-23
2022-05-01,2022-05-01,6284,279855,2022-04-17,2022-04-17,Boston,2022-04-09,12804299,A78,Erie,HD8,4722.2726,2022-05-19
2022-05-04,2022-05-04,6284,279855,2022-04-20,2022-04-20,Boston,2022-04-09,12804303,A78,Erie,HD8,4760.183,2022-05-21
2022-05-07,2022-05-07,6284,279855,2022-04-23,2022-04-23,Boston,2022-04-09,12804305,A78,Erie,HD8,4261.5156,2022-05-25
2022-05-23,2022-05-23,6284,279855,2022-05-09,2022-05-09,Boston,2022-04-09,12804309,A78,Erie,HD8,4725.1888,2022-06-14
2022-05-29,2022-05-29,6284,279855,2022-05-14,2022-05-14,Boston,2022-04-09,12804310,A78,Erie,HD8,4728.1049,2022-06-20
2022-05-03,2022-05-03,65728,119597,2022-04-18,2022-04-18,Boston,2022-04-09,12804228,A78,Erie,HD8,4191.5271999999995,2022-05-22
2022-05-07,2022-05-07,65728,119597,2022-04-22,2022-04-22,Boston,2022-04-09,12804229,A78,Erie,HD8,4251.795,2022-05-24
2022-05-10,2022-05-10,65728,119597,2022-04-25,2022-04-25,Boston,2022-04-09,12804237,A78,Erie,HD8,4748.5182,2022-05-30
2022-05-13,2022-05-13,65728,119597,2022-04-28,2022-04-28,Boston,2022-04-09,12804231,A78,Erie,HD8,4746.5741,2022-05-30
2022-05-08,2022-05-08,65728,564173,2022-04-30,2022-04-30,Boston,2022-04-09,12804197,A78,Erie,HD8,4718.3843,2022-05-27
2022-05-17,2022-05-17,65728,119597,2022-05-02,2022-05-02,Boston,2022-04-09,12804233,A78,Erie,HD8,4250.823,2022-06-04
2022-05-08,2022-05-08,23578,119597,2022-04-23,2022-04-23,Boston,2022-04-09,12804210,A78,Erie,HD8,4191.5271999999995,2022-05-23
2022-05-08,2022-05-08,23578,119597,2022-04-23,2022-04-23,Boston,2022-04-09,12804208,A78,Erie,HD8,4271.2363000000005,2022-05-24
2022-06-01,2022-06-01,65728,119597,2022-05-21,2022-05-21,Boston,2022-04-09,12804242,A78,Erie,HD8,4151.6727,2022-06-22
2022-05-29,2022-06-03,7645,242825,2022-05-21,2022-05-21,Boston,2022-04-09,12804626,A78,Erie,HD8,4306.2305,2022-06-26
2022-05-02,2022-05-03,371803,145642,2022-04-23,2022-04-23,Boston,2022-04-10,12806837,A78,Erie,HD8,4294.5657,2022-05-20
2022-06-06,2022-06-06,20525,724158,2022-05-22,2022-05-22,Boston,2022-04-10,12806567,A78,Erie,HD8,4241.1024,2022-06-23
2022-05-04,2022-05-10,126454,311666,2022-04-27,2022-04-27,Boston,2022-04-11,12807164,A78,Erie,HD8,4716.4402,2022-05-29
2022-05-06,2022-05-09,126454,311666,2022-04-26,2022-04-26,Boston,2022-04-11,12807181,A78,Erie,HD8,4725.1888,2022-05-28
2022-05-07,2022-05-10,126454,311666,2022-04-27,2022-04-27,Boston,2022-04-11,12807808,A78,Erie,HD8,4188.6111,2022-05-25
2022-05-07,2022-05-10,126454,311666,2022-04-27,2022-04-27,Boston,2022-04-11,12807186,A78,Erie,HD8,4177.9184000000005,2022-05-27
2022-05-05,2022-05-14,126454,311666,2022-05-01,2022-05-01,Boston,2022-04-11,12807171,A78,Erie,HD8,4197.359600000001,2022-06-02
2022-05-08,2022-05-14,126454,311666,2022-05-01,2022-05-01,Boston,2022-04-11,12807190,A78,Erie,HD8,4129.3153,2022-06-03
2022-05-08,2022-05-14,126454,311666,2022-05-01,2022-05-01,Boston,2022-04-11,12807809,A78,Erie,HD8,4292.6215999999995,2022-06-04
2022-05-05,2022-05-16,126454,311666,2022-05-03,2022-05-03,Boston,2022-04-11,12807160,A78,Erie,HD8,4711.5799,2022-06-06
2022-05-06,2022-05-14,126454,311666,2022-05-01,2022-05-01,Boston,2022-04-11,12807178,A78,Erie,HD8,4559.9384,2022-06-04
2022-05-11,2022-05-11,24820,717159,2022-05-01,2022-05-01,Boston,2022-04-15,12811646,A78,Erie,HD8,4292.6215999999995,2022-06-01
2022-05-09,2022-05-09,126454,311666,2022-04-26,2022-04-26,Boston,2022-04-15,12811150,A78,Erie,HD8,4321.7834,2022-05-27
2022-05-09,2022-05-09,126454,311666,2022-04-26,2022-04-26,Boston,2022-04-15,12811222,A78,Erie,HD8,4192.4993,2022-05-26
2022-05-10,2022-05-14,126454,311666,2022-05-01,2022-05-01,Boston,2022-04-16,12812969,A78,Erie,HD8,4195.4155,2022-06-02
2022-04-28,2022-05-03,45325,347961,2022-04-19,2022-04-19,Boston,2022-04-17,12814898,A78,Erie,HD8,4260.5436,2022-05-24
2022-05-01,2022-05-08,24820,380710,2022-04-23,2022-04-23,Boston,2022-04-17,12813958,A78,Erie,HD8,4288.7334,2022-05-27
2022-05-15,2022-05-15,24820,380710,2022-04-30,2022-04-30,Boston,2022-04-17,12813961,A78,Erie,HD8,4197.359600000001,2022-06-01
2022-05-15,2022-05-15,24820,380710,2022-04-30,2022-04-30,Boston,2022-04-17,12813959,A78,Erie,HD8,4193.4714,2022-06-05
2022-07-03,2022-07-03,24820,380710,2022-06-18,2022-06-18,Boston,2022-04-17,12813962,A78,Erie,HD8,4250.823,2022-07-20
2022-05-06,2022-05-06,45325,673017,2022-04-23,2022-04-23,Boston,2022-04-19,12817184,A78,Erie,HD8,4274.1524,2022-05-23
2022-05-11,2022-05-14,126454,311666,2022-05-01,2022-05-01,Boston,2022-04-22,12819202,A78,Erie,HD8,4307.2025,2022-06-02
2022-05-02,2022-05-03,24764,18343,2022-04-25,2022-04-25,Boston,2022-04-23,12820914,A78,Erie,HD8,4757.2668,2022-05-20
2022-06-14,2022-06-14,7645,34215,2022-05-28,2022-05-28,Boston,2022-04-23,12821658,A78,Erie,HD8,4204.164000000001,2022-07-04
2022-05-08,2022-05-07,238405,264278,2022-04-26,2022-04-26,Boston,2022-04-24,12823074,A78,Erie,HD8,4218.745,2022-05-24
2022-06-14,2022-06-14,7645,242825,2022-06-01,2022-06-01,Boston,2022-04-24,12823759,A78,Erie,HD8,4286.7892,2022-07-04
2022-05-10,2022-05-10,238405,264278,2022-04-29,2022-04-29,Boston,2022-04-25,12824821,A78,Erie,HD8,4507.4471,2022-05-27
2022-05-14,2022-05-14,6284,279855,2022-04-30,2022-04-30,Boston,2022-04-25,12824610,A78,Erie,HD8,4724.2167,2022-06-02
2022-05-17,2022-05-17,6284,279855,2022-05-03,2022-05-03,Boston,2022-04-25,12824611,A78,Erie,HD8,4750.4624,2022-06-06
2022-06-07,2022-06-07,6284,279855,2022-05-24,2022-05-24,Boston,2022-04-25,12824614,A78,Erie,HD8,4285.8171999999995,2022-06-26
2022-04-28,2022-05-10,12562,895034,2022-04-30,2022-04-30,Boston,2022-04-25,12825612,A78,Erie,HD8,4278.0407000000005,2022-05-27
2022-05-08,2022-05-13,7645,707541,2022-05-04,2022-04-29,Boston,2022-04-25,12825632,A78,Erie,HD8,4225.5494,2022-06-01
2022-05-27,2022-05-29,23578,119597,2022-05-18,2022-05-20,Boston,2022-04-25,12824017,A78,Erie,HD8,4265.4039,2022-06-14
2022-05-23,2022-05-29,23578,119597,2022-05-18,2022-05-20,Boston,2022-04-25,12824018,A78,Erie,HD8,4188.6111,2022-06-16
2022-05-10,2022-05-10,45325,711842,2022-04-30,2022-04-30,Boston,2022-04-26,12826435,A78,Erie,HD8,4273.1804,2022-05-26
2022-05-10,2022-05-17,45325,891396,2022-04-30,2022-04-30,Boston,2022-04-26,12827007,A78,Erie,HD8,4165.2816,2022-06-03
2022-04-28,2022-05-06,45325,946697,2022-04-30,2022-04-30,Boston,2022-04-26,12827013,A78,Erie,HD8,4697.9711,2022-05-27
2022-05-10,2022-05-13,45325,628726,2022-04-30,2022-04-30,Boston,2022-04-26,1194151,A78,Erie,HD8,4235.27,2022-06-01
2022-05-10,2022-05-13,45325,628726,2022-04-30,2022-04-30,Boston,2022-04-26,1194140,A78,Erie,HD8,4219.717000000001,2022-05-30
2022-05-09,2022-05-09,129698,18343,2022-05-02,2022-05-02,Boston,2022-04-26,12825968,A78,Erie,HD8,4190.555200000001,2022-05-31
2022-05-09,2022-05-09,129698,18343,2022-05-02,2022-05-02,Boston,2022-04-26,12825969,A78,Erie,HD8,4169.1698,2022-05-27
2022-05-10,2022-05-10,129698,18343,2022-05-03,2022-05-03,Boston,2022-04-26,12825973,A78,Erie,HD8,4304.2863,2022-05-30
2022-05-10,2022-05-10,129698,18343,2022-05-03,2022-05-03,Boston,2022-04-26,12825972,A78,Erie,HD8,4743.6579,2022-05-31
2022-05-10,2022-05-10,129698,18343,2022-05-03,2022-05-03,Boston,2022-04-26,12825974,A78,Erie,HD8,4747.5462,2022-05-30
2022-05-11,2022-05-11,64724,279263,2022-05-01,2022-05-01,Boston,2022-04-29,12829186,A78,Erie,HD8,4237.2141,2022-05-31
2022-05-10,2022-05-10,64724,279263,2022-05-01,2022-05-01,Boston,2022-04-29,12829185,A78,Erie,HD8,4219.717000000001,2022-05-30
2022-05-14,2022-05-14,126454,311666,2022-05-01,2022-05-01,Boston,2022-04-29,12829131,A78,Erie,HD8,4171.1032000000005,2022-05-30
2022-05-20,2022-05-25,65728,119597,2022-05-14,2022-05-14,Boston,2022-04-29,12828743,A78,Erie,HD8,4765.0433,2022-06-13
2022-05-24,2022-05-25,65728,119597,2022-05-14,2022-05-14,Boston,2022-04-29,12828746,A78,Erie,HD8,4194.4434,2022-06-13
2022-05-23,2022-05-23,65728,564173,2022-05-15,2022-05-15,Boston,2022-04-29,12828363,A78,Erie,HD8,4147.9549,2022-06-08
2022-05-26,2022-05-26,65728,119597,2022-05-15,2022-05-15,Boston,2022-04-29,12828747,A78,Erie,HD8,4767.9595,2022-06-12
2022-05-14,2022-05-14,238405,264278,2022-05-03,2022-05-03,Boston,2022-05-01,12831465,A78,Erie,HD8,4259.5715,2022-05-31
2022-05-20,2022-05-20,2160,747675,2022-05-08,2022-05-08,Boston,2022-05-03,12834338,A78,Erie,HD8,4155.671,2022-06-06
2022-05-13,2022-05-14,129698,18343,2022-05-06,2022-05-07,Boston,2022-05-03,12835057,A78,Erie,HD8,4179.9216,2022-06-03
2022-06-04,2022-06-04,65728,119597,2022-05-23,2022-05-23,Boston,2022-05-03,12834340,A78,Erie,HD8,4235.036599999999,2022-06-24
2022-07-01,2022-07-01,20525,724158,2022-06-17,2022-06-18,Boston,2022-05-03,12834980,A78,Erie,HD8,4173.3078000000005,2022-07-18
2022-07-09,2022-07-09,7650,626940,2022-06-28,2022-06-28,Boston,2022-05-03,12834997,A78,Erie,HD8,3992.5306,2022-08-02
2022-05-28,2022-05-28,2160,747675,2022-05-15,2022-05-15,Boston,2022-05-06,12836995,A78,Erie,HD8,4175.5124,2022-06-16
2022-05-20,2022-05-20,238405,264278,2022-05-09,2022-05-09,Boston,2022-05-07,12838243,A78,Erie,HD8,4274.7194,2022-06-08
2022-05-23,2022-05-24,6284,198296,2022-05-10,2022-05-10,Boston,2022-05-07,12837907,A78,Erie,HD8,4210.786,2022-06-08
2022-05-22,2022-05-25,126454,311666,2022-05-11,2022-05-11,Boston,2022-05-07,12838492,A78,Erie,HD8,4318.8114000000005,2022-06-13
2022-05-23,2022-05-29,126454,311666,2022-05-16,2022-05-25,Boston,2022-05-07,12838498,A78,Erie,HD8,4257.0826,2022-06-19
2022-06-01,2022-06-01,6284,279855,2022-05-17,2022-05-17,Boston,2022-05-08,12840091,A78,Erie,HD8,4173.3078000000005,2022-06-18
2022-06-04,2022-06-04,24820,686417,2022-05-20,2022-05-20,Boston,2022-05-08,12840676,A78,Erie,HD8,4115.9882,2022-06-18
2022-05-21,2022-05-21,238405,264278,2022-05-10,2022-05-11,Boston,2022-05-09,12841634,A78,Erie,HD8,4160.0802,2022-06-11
2022-06-28,2022-06-30,7645,242825,2022-06-17,2022-06-18,Boston,2022-05-09,12841971,A78,Erie,HD8,4239.4458,2022-07-21
2022-07-09,2022-07-09,7645,242825,2022-06-25,2022-06-25,Boston,2022-05-09,12841292,A78,Erie,HD8,4146.8526,2022-07-26
2022-07-18,2022-07-18,7645,242825,2022-07-05,2022-07-05,Boston,2022-05-09,12841293,A78,Erie,HD8,4193.1492,2022-08-07
2022-06-05,2022-06-05,371803,145642,2022-05-25,2022-05-25,Boston,2022-05-13,12845073,A78,Erie,HD8,4177.717000000001,2022-06-27
2022-06-14,2022-06-14,103997,219749,2022-06-01,2022-06-01,Boston,2022-05-14,12846071,A78,Erie,HD8,4155.671,2022-07-06
2022-06-17,2022-06-17,103997,35097,2022-06-09,2022-06-09,Boston,2022-05-14,12846015,A78,Erie,HD8,4175.5124,2022-07-09
2022-05-23,2022-05-25,24764,18343,2022-05-16,2022-05-16,Boston,2022-05-14,12847327,A78,Erie,HD8,4171.1032000000005,2022-06-13
2022-05-23,2022-05-25,24764,18343,2022-05-16,2022-05-16,Boston,2022-05-14,12847328,A78,Erie,HD8,3994.7352,2022-06-11
2022-05-23,2022-05-25,24764,18343,2022-05-16,2022-05-16,Boston,2022-05-14,12847331,A78,Erie,HD8,4155.671,2022-06-15
2022-05-23,2022-05-25,24764,18343,2022-05-16,2022-05-16,Boston,2022-05-14,12847329,A78,Erie,HD8,4166.694,2022-06-12
2022-05-24,2022-05-25,7650,18343,2022-05-17,2022-05-17,Boston,2022-05-14,12847334,A78,Erie,HD8,3990.326,2022-06-11
2022-05-24,2022-05-25,7650,18343,2022-05-17,2022-05-17,Boston,2022-05-14,12847336,A78,Erie,HD8,4071.8962,2022-06-12
2022-05-24,2022-05-25,7650,18343,2022-05-17,2022-05-17,Boston,2022-05-14,12847335,A78,Erie,HD8,4215.1952,2022-06-13
2022-05-24,2022-05-25,7650,18343,2022-05-17,2022-05-17,Boston,2022-05-14,12847337,A78,Erie,HD8,4025.5996000000005,2022-06-11
2022-05-23,2022-05-25,24764,18343,2022-05-16,2022-05-16,Boston,2022-05-14,12847330,A78,Erie,HD8,4179.9216,2022-06-10
2022-05-23,2022-05-25,24764,18343,2022-05-16,2022-05-16,Boston,2022-05-14,12847326,A78,Erie,HD8,4171.1032000000005,2022-06-12
2022-06-28,2022-06-28,2161,531764,2022-06-20,2022-06-20,Boston,2022-05-14,12846108,A78,Erie,HD8,4199.763,2022-07-19
