Airline,Source,Destination,Total_Stops,Price,Year,Total_duration,Dep_time_of_day,Arrival_time_of_day
SpiceJet,Banglore,Delhi,0,3919,2019,170,Morning,Afternoon
IndiGo,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
Air India,Banglore,New Delhi,0,10741,2019,165,Evening,Evening
Air India,Kolkata,Banglore,2,11432,2019,765,Afternoon,Night
Jet Airways,Banglore,New Delhi,1,11087,2019,950,Evening,Morning
Jet Airways,Delhi,Cochin,2,13292,2019,1620,Morning,Afternoon
GoAir,Banglore,New Delhi,0,7631,2019,175,Morning,Morning
Air India,Delhi,Cochin,2,13381,2019,1490,Morning,Morning
Jet Airways,Kolkata,Banglore,1,13731,2019,520,Evening,Night
Air India,Delhi,Cochin,2,11911,2019,1545,Night,Morning
IndiGo,Banglore,Delhi,0,4591,2019,170,Night,Night
Multiple carriers,Delhi,Cochin,1,14848,2019,375,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,8266,2019,630,Morning,Evening
Air India,Delhi,Cochin,2,12392,2019,1560,Evening,Evening
Jet Airways,Kolkata,Banglore,1,13044,2019,1025,Evening,Afternoon
Jet Airways,Delhi,Cochin,1,12898,2019,1280,Morning,Night
Jet Airways,Delhi,Cochin,1,12242,2019,335,Night,Night
IndiGo,Banglore,Delhi,0,3943,2019,170,Morning,Afternoon
Vistara,Kolkata,Banglore,1,11105,2019,1550,Evening,Night
Jet Airways,Kolkata,Banglore,1,14388,2019,730,Evening,Morning
Jet Airways,Delhi,Cochin,2,13014,2019,1025,Evening,Afternoon
Multiple carriers,Delhi,Cochin,1,15411,2019,510,Morning,Evening
Jet Airways,Delhi,Cochin,1,16289,2019,1385,Evening,Evening
IndiGo,Delhi,Cochin,1,6442,2019,560,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,10844,2019,475,Morning,Afternoon
Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Morning,Morning
IndiGo,Banglore,Delhi,0,6906,2019,170,Night,Night
SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,14714,2019,600,Morning,Evening
Vistara Premium economy,Banglore,New Delhi,0,11793,2019,155,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,14323,2019,465,Morning,Evening
SpiceJet,Banglore,Delhi,0,3971,2019,175,Evening,Night
Vistara,Kolkata,Banglore,1,8452,2019,1580,Evening,Night
Vistara,Banglore,Delhi,0,5403,2019,160,Morning,Morning
Multiple carriers,Delhi,Cochin,1,13727,2019,660,Morning,Evening
Air India,Kolkata,Banglore,2,12639,2019,1165,Morning,Night
Jet Airways,Banglore,Delhi,0,5198,2019,175,Afternoon,Evening
Vistara,Banglore,Delhi,0,4878,2019,165,Evening,Night
Jet Airways,Delhi,Cochin,1,12373,2019,1395,Evening,Evening
Multiple carriers,Delhi,Cochin,1,8552,2019,540,Morning,Afternoon
Vistara,Delhi,Cochin,0,6741,2019,190,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,6481,2019,385,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,7354,2019,520,Morning,Evening
Air India,Banglore,Delhi,0,5228,2019,170,Evening,Night
Jet Airways,Kolkata,Banglore,1,10844,2019,740,Morning,Evening
IndiGo,Delhi,Cochin,1,6347,2019,320,Morning,Afternoon
Air India,Banglore,New Delhi,1,5013,2019,240,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,9663,2019,585,Evening,Night
IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
Air India,Delhi,Cochin,2,13381,2019,1580,Afternoon,Evening
SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,9663,2019,585,Evening,Night
Jet Airways,Kolkata,Banglore,1,7064,2019,1495,Evening,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,715,Morning,Evening
Air India,Delhi,Cochin,2,13013,2019,500,Morning,Evening
Jet Airways,Delhi,Cochin,2,15339,2019,1045,Evening,Afternoon
GoAir,Banglore,Delhi,0,4937,2019,170,Morning,Afternoon
IndiGo,Delhi,Cochin,1,6818,2019,425,Night,Afternoon
Air India,Delhi,Cochin,2,10441,2019,1275,Night,Evening
Jet Airways,Delhi,Cochin,1,5177,2019,300,Afternoon,Evening
IndiGo,Chennai,Kolkata,0,3858,2019,145,Morning,Afternoon
IndiGo,Kolkata,Banglore,1,6534,2019,315,Evening,Night
Multiple carriers,Delhi,Cochin,1,6795,2019,910,Morning,Night
Multiple carriers,Delhi,Cochin,1,9736,2019,705,Morning,Evening
Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Night
SpiceJet,Delhi,Cochin,1,4957,2019,295,Evening,Night
IndiGo,Banglore,New Delhi,0,7648,2019,165,Morning,Morning
SpiceJet,Kolkata,Banglore,0,3873,2019,150,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,14388,2019,585,Evening,Night
IndiGo,Kolkata,Banglore,0,5618,2019,160,Evening,Evening
Multiple carriers,Delhi,Cochin,1,7408,2019,390,Evening,Night
Air Asia,Delhi,Cochin,1,13774,2019,330,Afternoon,Night
Vistara,Banglore,Delhi,0,4668,2019,160,Morning,Morning
Air India,Delhi,Cochin,1,8669,2019,925,Night,Evening
IndiGo,Delhi,Cochin,1,6316,2019,570,Afternoon,Night
Jet Airways,Delhi,Cochin,1,12583,2019,365,Night,Night
Vistara,Banglore,New Delhi,0,7923,2019,160,Afternoon,Evening
GoAir,Delhi,Cochin,1,7378,2019,350,Morning,Afternoon
Vistara,Banglore,Delhi,0,4878,2019,165,Evening,Night
Jet Airways,Kolkata,Banglore,1,10844,2019,1640,Afternoon,Evening
Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
SpiceJet,Delhi,Cochin,1,6297,2019,315,Morning,Morning
Jet Airways,Kolkata,Banglore,1,8529,2019,960,Evening,Afternoon
Multiple carriers,Delhi,Cochin,1,13727,2019,420,Afternoon,Evening
SpiceJet,Kolkata,Banglore,1,6643,2019,520,Morning,Evening
Multiple carriers,Delhi,Cochin,1,10197,2019,540,Morning,Evening
SpiceJet,Kolkata,Banglore,0,4911,2019,140,Night,Night
IndiGo,Chennai,Kolkata,0,6482,2019,140,Night,Morning
IndiGo,Kolkata,Banglore,1,3717,2019,265,Evening,Night
IndiGo,Chennai,Kolkata,0,3597,2019,140,Afternoon,Afternoon
Air India,Banglore,New Delhi,2,10846,2019,665,Morning,Night
Air India,Banglore,New Delhi,1,14069,2019,1015,Night,Night
Jet Airways,Delhi,Cochin,1,5177,2019,825,Night,Afternoon
Air India,Delhi,Cochin,2,14641,2019,1545,Night,Morning
IndiGo,Delhi,Cochin,1,6442,2019,835,Morning,Night
Air India,Delhi,Cochin,1,5704,2019,315,Evening,Night
Jet Airways,Kolkata,Banglore,1,9663,2019,1155,Afternoon,Morning
Jet Airways,Delhi,Cochin,1,14714,2019,450,Evening,Night
Jet Airways,Delhi,Cochin,1,5406,2019,540,Morning,Evening
Vistara,Kolkata,Banglore,1,8610,2019,1440,Evening,Evening
Jet Airways,Delhi,Cochin,2,14237,2019,1090,Evening,Afternoon
IndiGo,Banglore,Delhi,0,4823,2019,175,Morning,Morning
IndiGo,Mumbai,Hyderabad,0,2227,2019,90,Evening,Evening
Jet Airways,Delhi,Cochin,1,12373,2019,1280,Morning,Night
Air India,Delhi,Cochin,1,8372,2019,375,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,17024,2019,870,Afternoon,Night
Air India,Mumbai,Hyderabad,0,3100,2019,80,Evening,Night
Jet Airways,Delhi,Cochin,1,14053,2019,775,Morning,Evening
IndiGo,Chennai,Kolkata,0,3540,2019,145,Night,Morning
Vistara,Kolkata,Banglore,1,9345,2019,1350,Evening,Evening
Jet Airways,Delhi,Cochin,2,10368,2019,1375,Night,Night
SpiceJet,Mumbai,Hyderabad,0,5755,2019,85,Morning,Morning
Jet Airways,Banglore,New Delhi,1,7832,2019,435,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,14388,2019,740,Morning,Evening
Air India,Delhi,Cochin,2,8839,2019,1210,Afternoon,Morning
Air India,Delhi,Cochin,2,22096,2019,1275,Night,Evening
Vistara,Chennai,Kolkata,0,3687,2019,135,Morning,Morning
Multiple carriers,Delhi,Cochin,1,9627,2019,630,Morning,Evening
Multiple carriers,Delhi,Cochin,1,13542,2019,845,Morning,Night
IndiGo,Banglore,Delhi,0,4423,2019,170,Night,Morning
IndiGo,Delhi,Cochin,2,8899,2019,985,Night,Evening
SpiceJet,Delhi,Cochin,1,5583,2019,315,Morning,Morning
Air Asia,Delhi,Cochin,1,6752,2019,830,Afternoon,Morning
SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Morning
Jet Airways,Banglore,New Delhi,1,7832,2019,435,Morning,Afternoon
Air India,Kolkata,Banglore,2,10991,2019,1625,Night,Morning
Jet Airways,Delhi,Cochin,1,12898,2019,1655,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,12898,2019,300,Afternoon,Evening
GoAir,Banglore,Delhi,0,3398,2019,170,Morning,Afternoon
Air India,Delhi,Cochin,0,5201,2019,170,Night,Morning
Air India,Kolkata,Banglore,2,13873,2019,920,Morning,Night
Air India,Delhi,Cochin,1,7384,2019,320,Evening,Night
Jet Airways,Delhi,Cochin,1,10262,2019,610,Evening,Night
Jet Airways,Kolkata,Banglore,1,10031,2019,1655,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,12384,2019,575,Morning,Evening
Jet Airways,Kolkata,Banglore,1,7757,2019,1690,Afternoon,Evening
Jet Airways,Banglore,New Delhi,1,17261,2019,840,Evening,Morning
SpiceJet,Chennai,Kolkata,0,7298,2019,155,Morning,Afternoon
Jet Airways,Banglore,Delhi,0,7229,2019,175,Afternoon,Evening
IndiGo,Kolkata,Banglore,0,4174,2019,155,Night,Morning
IndiGo,Kolkata,Banglore,1,5699,2019,280,Evening,Night
Air India,Kolkata,Banglore,0,4880,2019,150,Afternoon,Afternoon
Air India,Delhi,Cochin,1,15284,2019,675,Morning,Evening
Jet Airways,Kolkata,Banglore,1,13759,2019,475,Morning,Afternoon
Vistara,Kolkata,Banglore,1,16092,2019,530,Morning,Evening
IndiGo,Mumbai,Hyderabad,0,4392,2019,85,Morning,Morning
Jet Airways,Delhi,Cochin,1,10262,2019,940,Evening,Afternoon
SpiceJet,Kolkata,Banglore,0,3841,2019,155,Morning,Morning
GoAir,Banglore,Delhi,0,5048,2019,175,Morning,Morning
Air India,Kolkata,Banglore,1,11096,2019,805,Morning,Evening
IndiGo,Delhi,Cochin,1,5073,2019,275,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,19828,2019,1110,Morning,Night
Vistara,Chennai,Kolkata,0,3739,2019,135,Morning,Morning
Jet Airways,Banglore,Delhi,0,7229,2019,185,Evening,Night
Vistara,Kolkata,Banglore,1,8610,2019,1550,Evening,Evening
Vistara,Delhi,Cochin,0,6216,2019,190,Afternoon,Evening
Air India,Banglore,Delhi,0,6961,2019,170,Afternoon,Afternoon
Jet Airways,Kolkata,Banglore,1,10703,2019,690,Morning,Evening
Jet Airways,Kolkata,Banglore,1,14151,2019,395,Evening,Night
Jet Airways,Kolkata,Banglore,1,8586,2019,1655,Morning,Morning
IndiGo,Kolkata,Banglore,0,4488,2019,155,Evening,Night
Multiple carriers,Delhi,Cochin,1,7408,2019,450,Evening,Night
Jet Airways,Delhi,Cochin,0,5443,2019,195,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,10539,2019,575,Morning,Evening
Multiple carriers,Delhi,Cochin,1,7723,2019,750,Afternoon,Night
Multiple carriers,Delhi,Cochin,1,15411,2019,680,Morning,Evening
Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Night
Jet Airways,Mumbai,Hyderabad,0,4050,2019,90,Night,Night
Jet Airways,Kolkata,Banglore,1,14151,2019,1570,Evening,Evening
SpiceJet,Delhi,Cochin,1,4957,2019,295,Evening,Night
Air India,Banglore,New Delhi,0,7591,2019,165,Evening,Night
Jet Airways,Kolkata,Banglore,1,11134,2019,520,Afternoon,Night
IndiGo,Delhi,Cochin,1,6600,2019,425,Night,Afternoon
Air India,Banglore,New Delhi,0,4966,2019,165,Evening,Night
Air India,Delhi,Cochin,2,15481,2019,1490,Morning,Morning
SpiceJet,Kolkata,Banglore,0,5515,2019,140,Night,Night
Jet Airways,Delhi,Cochin,1,14714,2019,660,Morning,Evening
GoAir,Delhi,Cochin,1,4959,2019,540,Morning,Evening
Jet Airways,Banglore,Delhi,0,7229,2019,175,Morning,Afternoon
Air India,Delhi,Cochin,0,6094,2019,185,Evening,Evening
Air Asia,Kolkata,Banglore,0,4409,2019,155,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,9794,2019,780,Morning,Evening
Jet Airways,Mumbai,Hyderabad,0,5678,2019,85,Night,Night
IndiGo,Delhi,Cochin,1,6442,2019,455,Morning,Afternoon
Vistara,Banglore,Delhi,0,4878,2019,160,Morning,Morning
Jet Airways,Kolkata,Banglore,1,12446,2019,775,Evening,Morning
Jet Airways,Delhi,Cochin,2,16704,2019,1760,Night,Night
Jet Airways,Banglore,New Delhi,1,9134,2019,300,Night,Morning
Jet Airways,Kolkata,Banglore,1,8586,2019,520,Evening,Night
Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
Jet Airways,Banglore,Delhi,0,6144,2019,180,Morning,Morning
Air India,Banglore,Delhi,0,6961,2019,165,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,10844,2019,730,Afternoon,Night
IndiGo,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
SpiceJet,Banglore,New Delhi,1,7139,2019,475,Morning,Evening
Jet Airways,Delhi,Cochin,2,10368,2019,1615,Morning,Afternoon
Air India,Delhi,Cochin,1,5117,2019,765,Evening,Morning
Multiple carriers,Delhi,Cochin,1,9211,2019,455,Morning,Evening
SpiceJet,Kolkata,Banglore,0,4174,2019,150,Evening,Evening
Multiple carriers,Delhi,Cochin,1,10786,2019,705,Morning,Evening
Jet Airways,Banglore,New Delhi,1,9134,2019,1420,Morning,Morning
Jet Airways,Delhi,Cochin,2,13376,2019,830,Afternoon,Night
Air India,Banglore,New Delhi,1,6955,2019,770,Night,Morning
Jet Airways,Kolkata,Banglore,1,10844,2019,590,Morning,Evening
Air Asia,Kolkata,Banglore,0,3807,2019,150,Evening,Night
Jet Airways,Kolkata,Banglore,1,9663,2019,1315,Afternoon,Afternoon
Jet Airways,Delhi,Cochin,1,12373,2019,1570,Night,Night
SpiceJet,Banglore,Delhi,0,4991,2019,175,Evening,Night
Air India,Delhi,Cochin,1,6745,2019,1215,Night,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,1210,Night,Evening
Jet Airways,Delhi,Cochin,1,6540,2019,655,Evening,Night
SpiceJet,Kolkata,Banglore,0,3873,2019,150,Evening,Evening
Jet Airways,Delhi,Cochin,1,15554,2019,1270,Evening,Evening
IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Night
Jet Airways,Delhi,Cochin,1,7438,2019,1240,Night,Evening
Air Asia,Banglore,Delhi,0,6181,2019,170,Night,Morning
Multiple carriers,Delhi,Cochin,1,9424,2019,390,Evening,Night
Air India,Banglore,New Delhi,2,12725,2019,1800,Evening,Night
Air India,Banglore,New Delhi,1,6046,2019,790,Morning,Evening
SpiceJet,Banglore,Delhi,0,3971,2019,175,Evening,Night
Jet Airways,Kolkata,Banglore,1,12692,2019,1080,Evening,Afternoon
IndiGo,Delhi,Cochin,1,7451,2019,480,Afternoon,Night
Jet Airways,Banglore,New Delhi,1,13817,2019,525,Night,Morning
Jet Airways,Kolkata,Banglore,1,10703,2019,750,Morning,Night
Jet Airways,Banglore,New Delhi,1,13817,2019,800,Evening,Morning
Jet Airways,Kolkata,Banglore,1,13941,2019,450,Evening,Night
Air India,Banglore,New Delhi,1,10246,2019,1155,Evening,Afternoon
IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Evening
Air Asia,Kolkata,Banglore,1,6810,2019,720,Night,Morning
Jet Airways,Banglore,Delhi,0,5198,2019,180,Morning,Morning
Vistara,Banglore,Delhi,0,5613,2019,170,Evening,Night
IndiGo,Mumbai,Hyderabad,0,4784,2019,85,Evening,Night
Jet Airways,Delhi,Cochin,1,5406,2019,1385,Evening,Evening
Air India,Banglore,Delhi,0,5228,2019,170,Afternoon,Afternoon
Jet Airways,Delhi,Cochin,1,12898,2019,1325,Evening,Evening
Air India,Chennai,Kolkata,0,4667,2019,135,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,14781,2019,345,Afternoon,Evening
Vistara,Banglore,Delhi,0,5403,2019,170,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,9899,2019,570,Afternoon,Night
Jet Airways,Delhi,Cochin,2,13029,2019,535,Evening,Night
Vistara,Kolkata,Banglore,1,9187,2019,1065,Evening,Morning
IndiGo,Banglore,Delhi,0,4823,2019,170,Evening,Night
Air India,Delhi,Cochin,2,8665,2019,1305,Evening,Evening
IndiGo,Delhi,Cochin,1,14871,2019,755,Morning,Evening
IndiGo,Mumbai,Hyderabad,0,4049,2019,90,Morning,Morning
Air India,Chennai,Kolkata,0,4667,2019,135,Morning,Afternoon
IndiGo,Kolkata,Banglore,1,4226,2019,235,Evening,Night
Air India,Banglore,New Delhi,0,7591,2019,165,Morning,Morning
Jet Airways,Banglore,New Delhi,1,19225,2019,450,Night,Afternoon
Jet Airways,Delhi,Cochin,1,12898,2019,1040,Evening,Afternoon
IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Afternoon,Afternoon
SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Afternoon,Afternoon
Air India,Kolkata,Banglore,2,12835,2019,1830,Afternoon,Night
Multiple carriers,Delhi,Cochin,1,14533,2019,675,Morning,Evening
Vistara,Banglore,Delhi,0,4668,2019,170,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,11822,2019,1145,Evening,Afternoon
Jet Airways,Delhi,Cochin,1,6017,2019,395,Evening,Night
Jet Airways,Delhi,Cochin,1,14714,2019,450,Morning,Evening
SpiceJet,Chennai,Kolkata,0,3597,2019,135,Morning,Morning
Air Asia,Banglore,Delhi,0,3383,2019,165,Morning,Afternoon
Air India,Kolkata,Banglore,2,11642,2019,765,Afternoon,Night
Vistara,Banglore,Delhi,0,5403,2019,170,Evening,Night
Air India,Delhi,Cochin,2,14221,2019,1595,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,8586,2019,775,Evening,Morning
IndiGo,Mumbai,Hyderabad,0,4049,2019,90,Morning,Morning
Jet Airways,Delhi,Cochin,1,10262,2019,520,Evening,Night
Multiple carriers,Delhi,Cochin,1,7888,2019,840,Morning,Evening
Air India,Delhi,Cochin,2,8236,2019,1410,Evening,Evening
Air India,Delhi,Cochin,2,12961,2019,1795,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,8586,2019,1330,Morning,Night
IndiGo,Kolkata,Banglore,1,5279,2019,290,Morning,Afternoon
GoAir,Banglore,Delhi,0,3419,2019,165,Evening,Night
Jet Airways,Delhi,Cochin,2,13292,2019,810,Night,Evening
Jet Airways,Kolkata,Banglore,1,13067,2019,800,Evening,Morning
IndiGo,Chennai,Kolkata,0,3597,2019,140,Afternoon,Afternoon
Jet Airways,Delhi,Cochin,1,15554,2019,715,Morning,Evening
IndiGo,Delhi,Cochin,1,6027,2019,310,Evening,Night
Jet Airways,Kolkata,Banglore,1,14781,2019,705,Morning,Evening
IndiGo,Banglore,Delhi,0,3943,2019,180,Evening,Night
GoAir,Delhi,Cochin,1,5842,2019,370,Morning,Afternoon
IndiGo,Chennai,Kolkata,0,4326,2019,140,Night,Morning
Multiple carriers,Delhi,Cochin,1,8937,2019,645,Morning,Evening
Air India,Chennai,Kolkata,0,3670,2019,135,Morning,Afternoon
IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
Jet Airways,Mumbai,Hyderabad,0,2071,2019,90,Evening,Evening
Multiple carriers,Delhi,Cochin,1,6093,2019,455,Afternoon,Night
Vistara,Kolkata,Banglore,1,11682,2019,1595,Evening,Night
IndiGo,Banglore,New Delhi,1,7774,2019,285,Night,Morning
Jet Airways,Kolkata,Banglore,1,13067,2019,1285,Evening,Afternoon
IndiGo,Delhi,Cochin,1,7514,2019,515,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,6838,2019,510,Evening,Night
IndiGo,Chennai,Kolkata,0,3858,2019,135,Afternoon,Afternoon
Multiple carriers,Delhi,Cochin,1,6795,2019,760,Afternoon,Night
Jet Airways,Delhi,Cochin,2,16263,2019,505,Evening,Night
Air India,Kolkata,Banglore,1,8576,2019,1540,Afternoon,Evening
Air India,Banglore,Delhi,0,5228,2019,165,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,16704,2019,1760,Night,Night
IndiGo,Kolkata,Banglore,0,8872,2019,160,Evening,Night
GoAir,Banglore,Delhi,0,3898,2019,170,Morning,Afternoon
SpiceJet,Chennai,Kolkata,0,3332,2019,140,Evening,Evening
Jet Airways,Kolkata,Banglore,1,5608,2019,435,Morning,Evening
Jet Airways,Kolkata,Banglore,1,13941,2019,1215,Morning,Night
Multiple carriers,Delhi,Cochin,1,9100,2019,705,Morning,Evening
Vistara,Banglore,Delhi,0,4878,2019,155,Evening,Evening
IndiGo,Delhi,Cochin,1,6416,2019,810,Morning,Evening
SpiceJet,Mumbai,Hyderabad,0,2017,2019,90,Night,Morning
Jet Airways,Delhi,Cochin,2,10976,2019,1475,Evening,Evening
Jet Airways,Kolkata,Banglore,1,10031,2019,1235,Evening,Afternoon
IndiGo,Kolkata,Banglore,0,4462,2019,170,Night,Morning
IndiGo,Delhi,Cochin,1,5073,2019,275,Morning,Afternoon
IndiGo,Chennai,Kolkata,0,4326,2019,140,Night,Morning
Multiple carriers Premium economy,Delhi,Cochin,1,10161,2019,705,Morning,Evening
IndiGo,Mumbai,Hyderabad,0,3175,2019,90,Afternoon,Evening
Vistara,Kolkata,Banglore,1,12312,2019,770,Evening,Morning
Jet Airways,Delhi,Cochin,2,12604,2019,1470,Evening,Evening
Multiple carriers,Delhi,Cochin,1,10877,2019,690,Morning,Evening
IndiGo,Kolkata,Banglore,1,4226,2019,240,Morning,Morning
Jet Airways,Delhi,Cochin,1,5406,2019,660,Morning,Evening
IndiGo,Delhi,Cochin,1,8618,2019,325,Night,Morning
IndiGo,Kolkata,Banglore,0,4174,2019,155,Evening,Evening
GoAir,Delhi,Cochin,1,10651,2019,310,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,5963,2019,610,Evening,Night
Jet Airways,Delhi,Cochin,2,10368,2019,1615,Morning,Afternoon
IndiGo,Mumbai,Hyderabad,1,7681,2019,435,Afternoon,Night
Multiple carriers,Delhi,Cochin,1,7485,2019,490,Afternoon,Evening
Jet Airways,Banglore,Delhi,0,4544,2019,175,Afternoon,Evening
SpiceJet,Kolkata,Banglore,1,4649,2019,315,Afternoon,Evening
Vistara,Chennai,Kolkata,0,11982,2019,140,Evening,Evening
Jet Airways,Mumbai,Hyderabad,0,4995,2019,85,Morning,Morning
IndiGo,Kolkata,Banglore,1,5069,2019,290,Morning,Afternoon
SpiceJet,Kolkata,Banglore,0,3873,2019,140,Night,Night
SpiceJet,Kolkata,Banglore,0,3873,2019,140,Night,Night
Air India,Delhi,Cochin,1,8907,2019,795,Morning,Night
Jet Airways,Kolkata,Banglore,1,10844,2019,1150,Evening,Afternoon
Jet Airways,Kolkata,Banglore,1,10844,2019,1360,Evening,Evening
Jet Airways,Kolkata,Banglore,1,9663,2019,890,Evening,Afternoon
Jet Airways,Delhi,Cochin,2,13292,2019,910,Evening,Afternoon
Jet Airways,Delhi,Cochin,2,14441,2019,425,Night,Afternoon
Jet Airways,Mumbai,Hyderabad,0,4050,2019,85,Night,Night
IndiGo,Banglore,New Delhi,0,6144,2019,175,Evening,Night
IndiGo,Delhi,Cochin,1,14871,2019,480,Morning,Afternoon
Air Asia,Banglore,Delhi,0,4483,2019,165,Morning,Afternoon
IndiGo,Delhi,Cochin,1,6979,2019,895,Morning,Night
Jet Airways,Mumbai,Hyderabad,0,8040,2019,90,Morning,Morning
IndiGo,Delhi,Cochin,1,7048,2019,975,Morning,Night
SpiceJet,Banglore,Delhi,0,3573,2019,170,Morning,Afternoon
IndiGo,Delhi,Cochin,1,5054,2019,300,Afternoon,Evening
Air India,Delhi,Cochin,1,8582,2019,1335,Evening,Evening
Air Asia,Delhi,Cochin,1,8759,2019,330,Morning,Afternoon
IndiGo,Delhi,Cochin,1,6442,2019,515,Morning,Afternoon
Air India,Delhi,Cochin,1,8879,2019,925,Night,Evening
Jet Airways,Kolkata,Banglore,1,10031,2019,1260,Evening,Evening
Jet Airways,Delhi,Cochin,2,10368,2019,810,Night,Evening
IndiGo,Banglore,Delhi,0,3943,2019,170,Afternoon,Afternoon
IndiGo,Delhi,Cochin,1,14871,2019,405,Night,Morning
Jet Airways,Mumbai,Hyderabad,0,4995,2019,90,Morning,Morning
Multiple carriers,Delhi,Cochin,1,10791,2019,520,Morning,Evening
SpiceJet,Mumbai,Hyderabad,0,2753,2019,90,Night,Morning
IndiGo,Banglore,Delhi,0,4423,2019,170,Morning,Afternoon
Air Asia,Kolkata,Banglore,0,4409,2019,155,Morning,Afternoon
Air India,Kolkata,Banglore,1,6117,2019,965,Evening,Morning
Jet Airways,Delhi,Cochin,2,15129,2019,1430,Evening,Evening
Vistara,Kolkata,Banglore,1,9345,2019,1625,Evening,Night
Vistara,Kolkata,Banglore,1,8085,2019,975,Morning,Night
Jet Airways,Delhi,Cochin,1,15554,2019,925,Afternoon,Night
