,loan_amnt,funded_amnt,term,int_rate,installment,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,open_acc,total_acc,total_pymnt,repay_fail
243,10750,10750,60 months,15.23,257.05,RENT,36960.0,Fully Paid,car,CA,18.44,11,28,15041.85001,0
244,1000,1000,36 months,13.49,33.94,RENT,18000.0,Charged Off,medical,AR,17.6,6,20,703.21,1
245,2000,2000,60 months,10.99,43.48,RENT,16000.0,Fully Paid,other,FL,23.18,6,8,2489.077078,0
246,10000,10000,36 months,8.94,317.72,MORTGAGE,88000.0,Fully Paid,credit_card,NJ,15.35,9,29,11438.57285,0
247,12000,12000,36 months,8.49,378.76,MORTGAGE,97000.0,Fully Paid,debt_consolidation,NY,13.29,18,55,12753.65515,0
249,24800,24800,36 months,12.53,829.97,MORTGAGE,87000.0,Fully Paid,debt_consolidation,PA,5.9,5,21,29879.78251,0
250,7200,7200,60 months,17.27,179.99,RENT,103000.0,Current,debt_consolidation,NY,10.53,11,21,9695.8,0
251,8000,8000,36 months,10.74,260.93,MORTGAGE,40000.0,Fully Paid,debt_consolidation,MA,13.02,9,24,9393.72053,0
252,4500,4500,36 months,6.62,138.17,RENT,70000.0,Fully Paid,credit_card,NJ,24.36,12,24,4973.980001,0
253,2200,2200,36 months,7.49,68.43,MORTGAGE,45000.0,Charged Off,credit_card,CA,10.98,9,15,1119.38,1
254,10000,10000,36 months,10.59,325.45,MORTGAGE,63000.0,Fully Paid,credit_card,AL,14.7,10,20,11674.7247,0
255,7500,7500,60 months,14.79,177.6,RENT,25000.0,Charged Off,credit_card,NV,14.69,11,20,7390.84,1
256,17000,17000,36 months,12.87,571.77,RENT,41400.0,Fully Paid,other,CA,18.03,4,15,20584.0758,0
257,18000,18000,60 months,11.49,395.78,RENT,43264.0,Fully Paid,debt_consolidation,CA,18.42,6,13,23737.05001,0
258,15000,15000,60 months,11.11,326.96,MORTGAGE,44300.0,Fully Paid,credit_card,MN,17.31,7,18,18683.68548,0
260,9500,9500,36 months,11.99,315.5,MORTGAGE,35004.0,Fully Paid,debt_consolidation,MN,11.28,9,16,10273.79695,0
261,18000,18000,60 months,12.99,409.47,MORTGAGE,60000.0,Charged Off,debt_consolidation,FL,19.66,9,23,20064.04,1
263,9600,7200,36 months,11.03,235.83,MORTGAGE,62892.0,Fully Paid,debt_consolidation,TX,21.83,14,21,8489.472347,0
264,13050,13050,36 months,11.48,430.24,RENT,63000.0,Fully Paid,debt_consolidation,NJ,13.33,8,16,14736.89505,0
265,6000,6000,60 months,13.23,137.23,OWN,67000.0,Fully Paid,car,CA,18.56,18,33,7683.857185,0
266,16000,16000,60 months,17.99,406.21,RENT,75000.0,Fully Paid,debt_consolidation,IL,21.22,11,54,17625.37142,0
267,8400,8400,60 months,17.19,209.63,OWN,48000.0,Does not meet the credit policy. Status:Charged Off,major_purchase,PA,17.18,10,25,6078.54,1
268,17000,17000,60 months,17.14,423.78,RENT,62000.0,Charged Off,debt_consolidation,NJ,14.63,14,26,11865.32,1
269,3400,3400,36 months,6.92,104.86,RENT,40000.0,Fully Paid,credit_card,NV,7.29,5,14,3695.49801,0
270,4025,4025,36 months,7.49,125.19,MORTGAGE,106000.0,Fully Paid,home_improvement,CA,15.44,7,13,4491.126766,0
271,30000,30000,36 months,9.91,966.75,MORTGAGE,110000.0,Fully Paid,debt_consolidation,LA,23.64,17,47,34685.45601,0
272,4200,4200,36 months,7.49,130.63,OWN,21600.0,Fully Paid,debt_consolidation,CA,8.61,4,10,4699.913617,0
273,12000,12000,36 months,6.17,365.99,RENT,38001.6,Fully Paid,debt_consolidation,PA,14.05,9,21,13164.6757,0
274,4600,4600,36 months,15.68,161.01,RENT,75000.0,Does not meet the credit policy. Status:Charged Off,other,IL,8.0,21,53,0.0,1
275,23500,23450,60 months,16.82,580.53,MORTGAGE,112000.0,Fully Paid,debt_consolidation,MO,18.16,9,20,34824.98832,0
276,20000,20000,36 months,14.27,686.18,MORTGAGE,70000.0,Fully Paid,credit_card,TX,6.21,6,14,24002.34106,0
277,15000,15000,36 months,12.84,504.27,MORTGAGE,70400.0,Fully Paid,educational,CT,11.42,17,38,15317.56759,0
278,12000,12000,60 months,15.58,289.15,RENT,55000.0,Fully Paid,major_purchase,FL,7.35,3,5,17348.59894,0
280,17400,17400,36 months,16.07,612.38,MORTGAGE,100000.0,Fully Paid,debt_consolidation,NJ,9.9,17,56,22047.58093,0
281,10000,10000,36 months,6.03,304.36,MORTGAGE,80000.0,Fully Paid,debt_consolidation,MA,12.99,7,17,10840.60453,0
282,20000,20000,36 months,12.68,670.81,RENT,62400.0,Fully Paid,debt_consolidation,HI,22.0,12,26,23957.17615,0
283,15000,15000,36 months,11.58,495.21,MORTGAGE,69000.0,Fully Paid,credit_card,MI,21.86,15,39,15145.29,0
284,19750,19750,36 months,11.14,647.87,RENT,30000.0,Fully Paid,debt_consolidation,IL,2.0,8,23,23062.81782,0
286,11200,11200,60 months,16.89,277.69,MORTGAGE,69996.0,Fully Paid,home_improvement,NY,5.01,8,21,16510.62003,0
288,5000,5000,36 months,8.59,158.06,MORTGAGE,59520.0,Fully Paid,vacation,MA,20.32,8,17,5689.928633,0
291,14000,14000,60 months,17.27,349.98,RENT,52000.0,Charged Off,car,NC,5.35,4,8,15399.79,1
292,10000,10000,36 months,7.66,311.8,OWN,64000.0,Fully Paid,debt_consolidation,OH,18.19,7,18,11075.09645,0
293,13200,13200,60 months,10.99,286.94,RENT,42000.0,Fully Paid,debt_consolidation,NJ,7.31,8,16,17209.02001,0
294,3200,3200,36 months,9.63,102.71,RENT,38000.0,Fully Paid,credit_card,FL,11.27,14,25,3635.847815,0
295,10000,10000,36 months,9.91,322.25,RENT,107000.0,Fully Paid,debt_consolidation,CA,8.22,6,22,11574.8003,0
296,6000,6000,60 months,12.68,135.54,MORTGAGE,43000.0,Fully Paid,credit_card,NY,12.64,25,41,8132.199215,0
297,26000,26000,36 months,10.99,851.09,RENT,52000.0,Fully Paid,credit_card,MN,15.16,8,22,29107.24135,0
298,3000,3000,36 months,19.03,110.02,RENT,24000.0,Charged Off,other,NY,13.25,2,4,1125.32,1
299,3700,3700,36 months,9.32,118.21,OWN,15000.0,Fully Paid,house,PA,5.52,11,16,4151.898835,0
300,4000,4000,36 months,13.49,135.73,OWN,107000.0,Fully Paid,credit_card,FL,2.09,9,42,4735.133401,0
301,2075,2075,36 months,17.58,74.58,RENT,20000.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,TX,18.36,6,10,310.84,1
302,15000,15000,36 months,13.92,512.06,MORTGAGE,102058.0,Fully Paid,home_improvement,MD,13.1,16,24,18434.20982,0
303,2400,2400,36 months,12.49,80.28,MORTGAGE,41380.0,Does not meet the credit policy. Status:Charged Off,home_improvement,MD,20.56,10,17,1309.19,1
304,12000,12000,60 months,17.27,299.98,RENT,36048.0,Fully Paid,debt_consolidation,MT,20.51,10,18,15075.09841,0
305,6800,6800,36 months,6.03,206.97,MORTGAGE,45000.0,Fully Paid,debt_consolidation,MO,17.79,8,25,7240.276582,0
306,15000,15000,36 months,13.48,508.87,RENT,28896.0,Fully Paid,debt_consolidation,NY,6.73,4,19,18164.16467,0
307,5000,5000,36 months,8.88,158.72,RENT,72467.0,Fully Paid,major_purchase,DC,15.27,11,24,5714.443938,0
308,15850,15850,60 months,18.64,408.03,MORTGAGE,43000.0,Current,other,TX,23.44,9,12,22831.36,0
309,25000,16350,60 months,10.36,350.3,RENT,108000.0,Fully Paid,debt_consolidation,NY,21.38,16,24,20476.02754,0
310,7000,7000,36 months,14.91,242.35,RENT,32000.0,Fully Paid,debt_consolidation,CA,8.93,4,11,8707.376615,0
311,3000,3000,36 months,10.65,97.72,RENT,40000.0,Charged Off,debt_consolidation,AZ,8.58,6,28,2635.84,1
312,5000,5000,36 months,13.92,170.69,MORTGAGE,118000.0,Fully Paid,debt_consolidation,PA,21.98,12,30,6231.784385,0
313,10000,7975,60 months,12.98,181.38,RENT,68640.0,Fully Paid,debt_consolidation,CA,13.13,7,27,10015.78507,0
314,16000,16000,60 months,14.17,373.71,RENT,50000.0,Fully Paid,debt_consolidation,GA,20.81,7,14,22074.93,0
315,10000,10000,36 months,13.57,339.69,RENT,46585.0,Fully Paid,debt_consolidation,CA,21.17,15,22,12249.57021,0
316,18000,18000,36 months,7.51,560.0,MORTGAGE,115000.0,Fully Paid,credit_card,CA,15.99,14,38,20159.78268,0
317,6000,6000,60 months,10.74,129.68,MORTGAGE,44000.0,Fully Paid,medical,OH,6.41,4,12,7226.242254,0
319,12000,12000,36 months,18.61,437.51,MORTGAGE,110000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NM,28.21,27,52,15750.34297,0
320,6000,6000,60 months,11.99,133.44,OWN,25200.0,Fully Paid,car,NJ,24.76,4,7,8006.103471,0
321,2200,2200,36 months,11.72,72.78,RENT,39270.0,Fully Paid,other,NY,17.2,4,6,2558.352222,0
322,17500,17500,36 months,7.9,547.58,MORTGAGE,40000.0,Fully Paid,credit_card,FL,11.43,4,15,19712.85752,0
324,5000,5000,36 months,8.9,158.77,RENT,76000.0,Fully Paid,debt_consolidation,NM,3.68,6,13,5712.062422,0
325,20000,20000,36 months,13.92,682.74,MORTGAGE,110000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,18.57,17,30,24578.81684,0
326,1900,1900,36 months,7.51,59.12,MORTGAGE,72000.0,Fully Paid,debt_consolidation,PA,19.27,12,20,2129.134078,0
327,10000,10000,60 months,13.98,232.58,RENT,36320.0,Fully Paid,car,WA,2.25,7,7,10804.05872,0
328,25000,19450,60 months,13.98,452.37,RENT,90000.0,Does not meet the credit policy. Status:Charged Off,credit_card,MN,20.24,8,23,2711.1,1
329,21725,21725,60 months,12.99,494.2,MORTGAGE,76000.0,Fully Paid,major_purchase,CA,14.67,10,26,22422.13456,0
330,13000,13000,36 months,10.62,423.27,RENT,52809.12,Fully Paid,debt_consolidation,MN,7.45,8,25,14633.17678,0
331,16800,16800,36 months,7.51,522.67,OWN,69500.0,Fully Paid,debt_consolidation,CT,22.8,13,27,18671.91986,0
332,13000,13000,36 months,14.18,445.45,RENT,36000.0,Does not meet the credit policy. Status:Charged Off,debt_consolidation,TX,18.93,10,14,3572.97,1
333,12000,8000,36 months,6.54,245.34,MORTGAGE,60000.0,Fully Paid,other,FL,15.16,9,24,8832.338367,0
335,25000,25000,36 months,17.93,902.94,RENT,90000.0,Fully Paid,debt_consolidation,TX,20.97,17,39,32378.34667,0
336,15000,15000,36 months,16.0,527.36,RENT,96000.0,Fully Paid,debt_consolidation,NY,11.13,13,26,18985.56107,0
337,7000,7000,36 months,5.79,212.29,MORTGAGE,90000.0,Fully Paid,vacation,NY,6.36,8,15,7642.367023,0
338,6000,6000,36 months,11.83,198.81,MORTGAGE,59000.0,Fully Paid,debt_consolidation,CA,20.4,11,13,6433.937566,0
339,9800,9800,36 months,8.59,309.78,RENT,60000.0,Fully Paid,major_purchase,FL,14.46,6,13,11152.22292,0
340,10000,10000,36 months,11.83,331.34,RENT,56004.0,Fully Paid,other,NM,13.05,4,8,11928.19764,0
341,24000,24000,36 months,8.9,762.08,MORTGAGE,85000.0,Fully Paid,credit_card,WA,13.85,20,45,27434.77001,0
342,2500,2500,36 months,16.82,88.91,MORTGAGE,20004.0,Fully Paid,home_improvement,FL,17.34,5,9,3200.87112,0
343,23000,23000,60 months,18.39,588.94,RENT,52400.0,Fully Paid,debt_consolidation,NY,14.66,5,20,29844.5463,0
344,20000,20000,36 months,10.62,651.2,MORTGAGE,29000.0,Fully Paid,debt_consolidation,AL,12.58,5,15,23444.21253,0
345,10000,10000,36 months,12.61,335.07,MORTGAGE,132000.0,Charged Off,debt_consolidation,CO,20.88,17,27,5360.52,1
346,28000,28000,60 months,10.65,603.92,RENT,80000.0,Fully Paid,credit_card,CA,14.05,6,18,31968.1635,0
347,6300,6300,36 months,11.11,206.59,MORTGAGE,27500.0,Fully Paid,debt_consolidation,MI,15.01,8,19,7024.836487,0
348,9600,9600,60 months,16.4,235.5,RENT,37000.0,Fully Paid,credit_card,NC,18.19,8,13,14127.65002,0
349,8000,8000,60 months,17.14,199.43,RENT,65000.0,Fully Paid,credit_card,CA,16.71,6,20,11965.17254,0
350,4200,4200,60 months,15.95,102.03,RENT,36000.0,Charged Off,debt_consolidation,CA,19.78,4,11,5150.4,1
351,4725,4725,60 months,12.42,106.12,OWN,37500.0,Fully Paid,small_business,FL,25.66,10,21,5471.628976,0
352,8000,8000,36 months,13.61,271.91,RENT,19200.0,Fully Paid,debt_consolidation,PA,14.5,9,11,9298.956323,0
353,4600,4600,36 months,8.59,145.41,RENT,51996.0,Fully Paid,debt_consolidation,NJ,11.91,14,28,5233.872753,0
354,26000,26000,60 months,19.03,674.89,RENT,72000.0,Charged Off,debt_consolidation,MD,22.22,9,21,30039.18,1
355,9600,9600,60 months,15.95,233.2,MORTGAGE,37000.0,Fully Paid,debt_consolidation,OH,19.36,10,19,13727.60352,0
356,15000,15000,36 months,11.72,496.22,MORTGAGE,66000.0,Fully Paid,debt_consolidation,MN,2.42,3,12,17863.54136,0
357,3500,3500,36 months,13.49,118.76,RENT,65000.0,Fully Paid,debt_consolidation,FL,22.15,17,40,4176.743288,0
359,20000,20000,36 months,9.25,638.33,RENT,92407.0,Fully Paid,medical,FL,0.43,3,12,20594.20547,0
360,16000,16000,60 months,11.71,353.58,MORTGAGE,84855.0,Fully Paid,home_improvement,MD,6.56,9,16,18256.41891,0
361,21750,21750,60 months,12.42,488.45,OWN,43500.0,Charged Off,debt_consolidation,AL,21.88,12,33,11017.25,1
362,24000,24000,60 months,14.65,566.56,MORTGAGE,100000.0,Charged Off,credit_card,NJ,18.85,6,29,8046.03,1
363,21000,21000,36 months,12.69,704.45,MORTGAGE,135000.0,Fully Paid,debt_consolidation,OH,8.52,11,24,24295.03896,0
365,2400,2400,36 months,10.0,77.45,RENT,57110.0,Fully Paid,debt_consolidation,CA,1.55,3,4,2536.663394,0
366,20000,17275,36 months,11.99,573.7,MORTGAGE,57000.0,Fully Paid,debt_consolidation,GA,13.79,12,16,20652.97158,0
367,4200,4200,60 months,11.86,93.13,RENT,24000.0,Fully Paid,debt_consolidation,IL,21.0,3,8,5587.790003,0
368,12000,12000,36 months,14.26,411.67,RENT,42000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,IL,9.14,15,33,14821.34417,0
369,16000,16000,60 months,10.99,347.8,MORTGAGE,65000.0,Fully Paid,debt_consolidation,PA,20.38,10,43,20912.02638,0
370,2500,2500,36 months,9.25,79.8,MORTGAGE,35000.0,Fully Paid,debt_consolidation,CT,6.62,11,17,2872.577288,0
371,8000,8000,36 months,5.79,242.62,RENT,54996.0,Fully Paid,debt_consolidation,PA,8.95,7,14,8734.215273,0
372,21000,21000,36 months,11.71,694.6,MORTGAGE,108000.0,Fully Paid,debt_consolidation,TX,13.76,9,21,25005.40184,0
373,25000,15725,36 months,10.36,510.07,RENT,75000.0,Fully Paid,debt_consolidation,CA,18.86,14,37,18167.51969,0
374,4375,4375,36 months,5.42,131.95,OWN,17760.0,Fully Paid,debt_consolidation,AZ,20.2,9,24,4488.362028,0
375,10000,10000,36 months,12.87,336.34,RENT,62400.0,Fully Paid,medical,NY,13.63,5,22,11504.66569,0
376,16875,16875,36 months,6.54,517.51,RENT,72000.0,Fully Paid,debt_consolidation,CA,9.8,12,17,18438.86273,0
377,11000,11000,36 months,15.62,384.67,RENT,58000.0,Fully Paid,debt_consolidation,CA,24.89,5,21,13847.97691,0
378,16000,16000,60 months,16.32,391.82,MORTGAGE,140004.0,Does not meet the credit policy. Status:Fully Paid,small_business,KY,12.95,10,28,23642.15571,0
379,13000,13000,36 months,11.58,429.18,RENT,58000.0,Fully Paid,debt_consolidation,FL,9.43,10,15,14713.92546,0
380,8000,8000,36 months,13.35,270.91,MORTGAGE,34000.0,Fully Paid,credit_card,NC,16.62,13,39,9753.422198,0
381,6000,6000,36 months,7.9,187.75,RENT,25200.0,Fully Paid,small_business,PA,18.86,9,18,6758.656936,0
382,12000,12000,36 months,14.22,411.42,RENT,48000.0,Does not meet the credit policy. Status:Charged Off,other,CA,0.2,14,56,3181.14,1
383,3200,3200,36 months,10.25,103.64,RENT,85000.0,Fully Paid,other,CA,2.51,2,10,3728.04931,0
384,16000,16000,36 months,14.59,551.44,RENT,65000.0,Fully Paid,debt_consolidation,CA,9.47,9,31,19099.78132,0
385,5000,5000,36 months,6.03,152.18,MORTGAGE,65000.0,Fully Paid,debt_consolidation,GA,4.21,7,27,5443.597413,0
388,15000,15000,36 months,7.49,466.53,MORTGAGE,105804.0,Fully Paid,other,TX,2.65,5,14,16794.8561,0
389,7500,7500,36 months,14.84,259.41,RENT,30000.0,Fully Paid,debt_consolidation,GA,13.48,8,15,9339.171331,0
390,5000,5000,36 months,15.96,175.69,RENT,90000.0,Fully Paid,debt_consolidation,CA,13.29,5,18,6280.721862,0
391,9000,9000,36 months,7.49,279.92,MORTGAGE,96000.0,Fully Paid,home_improvement,IL,8.05,5,19,9691.967146,0
392,1925,1925,36 months,10.59,62.65,MORTGAGE,54996.0,Fully Paid,other,MO,22.1,10,26,2207.297029,0
393,8000,8000,36 months,13.49,271.45,OWN,30000.0,Fully Paid,debt_consolidation,CA,14.48,11,21,9771.92,0
394,26000,26000,60 months,15.99,632.14,MORTGAGE,83100.0,Fully Paid,debt_consolidation,WI,22.89,12,31,33155.13937,0
395,8000,8000,60 months,10.0,169.98,OWN,16800.0,Fully Paid,medical,CA,5.36,4,7,9557.042743,0
396,18000,18000,36 months,12.68,603.73,MORTGAGE,74000.0,Fully Paid,debt_consolidation,NV,10.39,6,12,21641.66064,0
397,15400,15400,60 months,17.51,386.97,MORTGAGE,76092.0,Fully Paid,home_improvement,NV,9.21,6,24,19052.76672,0
398,3000,3000,60 months,13.98,69.78,MORTGAGE,39600.0,Fully Paid,car,AL,13.61,7,25,4186.252976,0
400,3000,3000,36 months,9.91,96.68,RENT,45600.0,Fully Paid,major_purchase,CA,8.0,5,25,3463.871133,0
401,20000,20000,60 months,14.27,468.17,OWN,57000.0,Current,debt_consolidation,MA,17.35,6,17,25696.7,0
402,1500,1500,36 months,7.88,46.93,MORTGAGE,65004.0,Fully Paid,major_purchase,TX,4.14,10,22,1687.479139,0
403,1500,1500,36 months,11.49,49.46,RENT,80000.0,Fully Paid,home_improvement,VA,9.88,7,10,1777.633466,0
404,10000,10000,36 months,12.42,334.16,RENT,60000.0,Fully Paid,debt_consolidation,CA,13.58,8,18,11343.35454,0
405,2600,2600,36 months,6.03,79.14,MORTGAGE,50000.0,Fully Paid,vacation,MD,21.34,11,26,2679.464877,0
406,5500,5500,60 months,13.23,125.8,MORTGAGE,24000.0,Charged Off,credit_card,CA,22.75,14,31,1889.81,1
407,4500,4500,36 months,6.76,138.47,MORTGAGE,32000.0,Fully Paid,debt_consolidation,WV,14.74,7,28,4642.594456,0
408,7500,7500,36 months,5.42,226.2,MORTGAGE,45600.0,Fully Paid,vacation,CO,3.21,6,25,8107.390463,0
409,4725,4725,36 months,6.54,144.91,RENT,27600.0,Fully Paid,debt_consolidation,CA,13.61,5,20,5056.5936,0
410,28000,28000,36 months,15.62,979.16,MORTGAGE,110000.0,Fully Paid,credit_card,CA,11.64,9,37,33035.22135,0
411,11850,8050,36 months,6.54,246.88,MORTGAGE,35000.0,Fully Paid,debt_consolidation,TX,17.97,7,20,8887.651984,0
413,8150,8150,36 months,12.87,274.12,RENT,56000.0,Fully Paid,debt_consolidation,TX,23.57,11,36,9874.433352,0
415,20000,20000,36 months,13.48,678.49,MORTGAGE,100000.0,Fully Paid,debt_consolidation,VA,20.5,18,33,24426.29028,0
416,30000,30000,36 months,6.62,921.11,MORTGAGE,61500.0,Charged Off,small_business,FL,15.4,8,25,19230.57,1
417,8000,8000,36 months,6.54,245.34,RENT,100000.0,Fully Paid,house,CT,22.42,9,20,8676.581911,0
418,12350,12350,60 months,14.27,289.1,RENT,59000.0,Charged Off,medical,NV,22.72,14,22,4046.14,1
419,9000,9000,36 months,7.51,280.0,RENT,20000.0,Fully Paid,debt_consolidation,RI,15.96,8,15,10080.12715,0
421,9500,9500,36 months,15.33,330.87,RENT,27000.0,Fully Paid,debt_consolidation,NY,12.0,5,7,10859.41615,0
422,7750,7750,60 months,17.56,194.95,MORTGAGE,70000.0,Fully Paid,credit_card,CT,21.34,8,27,11710.00002,0
423,25000,25000,36 months,7.51,777.78,MORTGAGE,56900.0,Fully Paid,debt_consolidation,NJ,15.48,10,31,27865.93189,0
424,6500,6500,36 months,13.99,222.13,RENT,51012.0,Fully Paid,debt_consolidation,CA,13.81,15,25,8116.882228,0
425,4000,4000,36 months,6.99,123.5,MORTGAGE,63000.0,Fully Paid,major_purchase,FL,8.5,4,20,4445.604738,0
426,4800,4800,36 months,10.36,155.7,RENT,40000.0,Fully Paid,credit_card,MI,14.67,7,11,5577.905762,0
427,15000,15000,36 months,9.91,483.38,RENT,50000.0,Fully Paid,other,WI,18.7,10,22,17401.44,0
428,8400,8400,36 months,7.51,261.32,MORTGAGE,84000.0,Fully Paid,credit_card,OK,8.36,8,15,9407.735586,0
429,12000,12000,60 months,13.99,279.16,MORTGAGE,91000.0,Fully Paid,home_improvement,GA,8.58,9,42,13919.10712,0
430,19750,14050,60 months,13.23,321.34,MORTGAGE,78000.0,Fully Paid,credit_card,NV,24.6,7,22,19017.51708,0
431,15000,15000,36 months,14.59,516.98,RENT,85000.0,Fully Paid,debt_consolidation,NY,18.23,23,63,18611.89518,0
432,10000,10000,36 months,15.33,348.29,MORTGAGE,65000.0,Fully Paid,educational,WA,4.23,9,21,10942.22964,0
433,15000,15000,36 months,10.99,491.03,MORTGAGE,63000.0,Fully Paid,credit_card,OH,11.5,10,34,17677.92868,0
434,3000,3000,36 months,9.32,95.85,RENT,54000.0,Charged Off,credit_card,FL,6.6,16,30,1718.28,1
435,4750,4750,36 months,14.61,163.76,RENT,14000.0,Fully Paid,debt_consolidation,CA,10.71,11,13,5895.210575,0
436,8000,8000,36 months,6.62,245.63,MORTGAGE,70000.0,Fully Paid,home_improvement,NY,7.77,8,20,8770.372204,0
437,1000,1000,36 months,14.74,34.54,RENT,62000.0,Does not meet the credit policy. Status:Charged Off,other,NV,1.49,4,5,898.31,1
439,1800,1800,36 months,5.42,54.29,OWN,27996.0,Fully Paid,debt_consolidation,MN,1.97,6,22,1941.175821,0
440,10500,10500,36 months,9.99,338.76,MORTGAGE,63400.0,Fully Paid,other,WI,10.15,9,24,11786.0573,0
441,7000,7000,60 months,15.21,167.31,MORTGAGE,27000.0,Fully Paid,car,MA,0.89,4,13,9704.557407,0
442,12000,12000,60 months,16.69,296.24,MORTGAGE,60000.0,Fully Paid,moving,KS,20.94,7,25,17773.87471,0
443,1400,1400,36 months,5.42,42.23,MORTGAGE,54000.0,Fully Paid,major_purchase,CA,12.07,9,25,1477.483412,0
444,9600,9600,36 months,7.51,298.67,MORTGAGE,48000.0,Fully Paid,other,CA,11.5,7,18,10750.07724,0
446,12000,12000,36 months,13.11,404.94,RENT,33504.0,Fully Paid,debt_consolidation,FL,20.02,2,13,13069.03329,0
447,10000,10000,36 months,9.91,322.25,MORTGAGE,30000.0,Fully Paid,wedding,MN,22.88,10,22,11546.30187,0
448,7000,7000,36 months,11.26,230.05,MORTGAGE,59147.0,Fully Paid,debt_consolidation,FL,18.2,14,40,8268.758147,0
449,6000,6000,36 months,9.63,192.57,RENT,31200.0,Fully Paid,credit_card,CA,22.46,13,22,6932.337563,0
450,3600,3600,36 months,6.62,110.54,MORTGAGE,88824.0,Fully Paid,other,KY,11.75,8,28,3979.17,0
451,5000,5000,36 months,6.62,153.52,RENT,50793.6,Fully Paid,debt_consolidation,NV,26.79,7,20,5526.66,0
452,15000,15000,36 months,13.11,506.21,MORTGAGE,67619.72,Fully Paid,credit_card,NY,12.39,8,16,18169.48848,0
453,6000,5150,36 months,6.17,157.07,RENT,70000.0,Fully Paid,debt_consolidation,NY,22.73,20,33,5655.285688,0
454,16000,16000,60 months,11.71,353.58,RENT,48000.0,Fully Paid,credit_card,WI,14.3,4,17,19282.52028,0
455,7000,7000,36 months,6.17,213.5,RENT,50400.0,Fully Paid,credit_card,CA,15.45,10,17,7573.768119,0
456,6500,6500,36 months,12.53,217.54,RENT,24000.0,Fully Paid,other,IL,14.2,8,13,7634.844934,0
457,4000,4000,36 months,14.22,137.14,RENT,12000.0,Fully Paid,major_purchase,MD,2.4,2,5,4973.674628,0
458,2400,2400,36 months,8.9,76.21,RENT,82500.0,Fully Paid,other,CA,13.56,8,12,2631.278911,0
459,4000,4000,36 months,9.99,129.05,RENT,40000.0,Fully Paid,debt_consolidation,MA,19.41,9,22,4646.382384,0
460,6000,6000,36 months,17.66,215.9,RENT,75000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NJ,28.56,23,52,7772.041759,0
461,18000,18000,60 months,16.49,442.43,MORTGAGE,65000.0,Charged Off,debt_consolidation,NY,13.2,13,26,3093.58,1
462,12800,12800,36 months,18.67,467.08,RENT,80000.0,Fully Paid,debt_consolidation,TX,8.38,5,8,16816.19477,0
463,10000,10000,36 months,11.14,328.04,RENT,32580.0,Fully Paid,debt_consolidation,FL,19.93,13,18,11809.8481,0
