id,name,state_code,latitude,longitude,year_founded,age_first_funding_year,age_last_funding_year,relationships,funding_rounds,funding_total_usd,milestones,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
c:23588,Topsy Labs,CA,37.775196,-122.419204,2007,0.9616,5.7151,18,6,35200000,3,other,1,0,1,1,1,0,2.3333,1,acquired
c:38273,Digit Wireless,MA,42.504817,-71.195611,2000,5.2027,8.1178,2,2,10000000,1,other,1,0,0,0,1,0,2.5,1,closed
c:15018,Silver Tail Systems,CA,37.428087700000006,-122.143368,2008,0.7178,3.7068,11,3,22100000,4,other,1,0,1,1,0,0,2.6667,1,acquired
c:37335,Tatara Systems,MA,42.485093,-71.43284,2001,3.0521,9.4767,4,5,33000000,1,mobile,1,0,0,1,1,1,2,1,acquired
c:31559,Reliant Technologies,CA,37.400115,-122.052208,2001,6.2986,6.2986,9,1,15000000,1,biotech,0,0,0,0,0,0,3,1,acquired
c:9665,Atrua Technologies,CA,37.2624049,-121.9577052,2000,6.937,9.1589,6,3,13000000,1,mobile,0,0,0,0,0,1,3,1,acquired
c:18163,Casabi,CA,37.293687,-121.934573,2004,1.9671,3.1945,5,2,12800000,1,mobile,0,0,1,1,0,0,2.5,1,acquired
c:14345,Peek & Co,NY,40.73901,-73.997259,2007,0.1671,3.7808,6,2,626096,3,mobile,1,0,1,0,0,0,1,1,closed
c:40147,C2 Microsystems,CA,37.404788,-121.940842,2004,5.7836,5.7836,1,1,10000000,1,other,1,0,0,0,0,0,3,1,closed
c:62269,GoPollGo,CA,37.4210225,-122.1377411,2011,0.5671,0.5671,5,1,425000,3,web,0,1,0,0,0,0,2,1,acquired
c:16273,Multigig,CA,35.966068,-115.118671,2003,5.3644,7.9781,5,3,37891054,1,other,1,0,0,1,1,0,3,1,acquired
c:38196,Ortiva Wireless,CA,32.833501,-117.26162,2004,1.0877,7.7616,9,5,40000000,1,mobile,1,0,1,1,1,0,4,1,acquired
c:5411,Sometrics,CA,34.048857,-118.251343,2007,0.7014,2.126,10,3,5550000,4,games_video,0,0,1,1,0,0,3,1,acquired
c:54465,Kima Labs,CA,37.78699829999999,-122.400893,2010,0.5808,0.5808,3,1,770000,3,mobile,0,1,0,0,0,0,6,1,acquired
c:34267,Chronicity,TX,32.960431,-96.83026,2006,0.1068,4.7342,0,4,19550000,0,consulting,1,0,1,0,0,0,1,1,closed
c:1042,Whiskey Media,CA,40.730646,-73.986614,2007,1.4795,2.2521,6,2,4000000,1,web,1,0,0,0,0,0,1,0,acquired
c:1756,Jobfox,Other,38.92719,-77.216969,2004,1.0849,5.8192,14,4,42000000,4,web,0,0,1,1,1,0,2.3333,1,acquired
c:31452,Natural Cleaners Colorado,Other,39.6350086,-106.5213459,2005,3.6548,3.6548,0,1,1900000,0,other,0,0,1,0,0,0,1,1,closed
c:39101,Gaikai,CA,33.570171,-117.710676,2008,1.1781,2.7151,21,3,45039999,3,games_video,0,0,1,1,1,0,3.6667,1,acquired
c:60186,Blue Buzz Network,CA,37.779281,-122.419236,2006,4.5315,4.5315,1,1,1310000,1,other,1,0,0,0,0,0,4,1,closed
c:74341,Max-Viz,Other,45.520247,-122.674195,2001,7.0027,7.0027,3,1,3000000,1,other,0,0,1,0,0,0,3,0,acquired
c:3950,Cotendo,CA,37.504764,-122.259568,2008,0,3.4548,9,4,36000000,3,software,0,0,1,1,1,1,3,1,acquired
c:60457,Particle Code,CA,37.445586,-122.161929,2010,0.1644,0.1644,3,1,3000000,1,software,1,0,0,0,0,0,1,0,acquired
c:7748,Flowgram,CA,37.7710177,-122.4025976,2007,0.6685,0.6685,1,1,1300000,3,web,0,1,0,0,0,0,8,1,closed
c:35903,JavaJobs,Other,34.748528,-92.287158,1997,9.7534,9.7534,1,1,50000,1,software,1,0,0,0,0,0,1,0,closed
c:714,Behance,NY,40.74406,-74.004592,2006,6.2849,6.2849,15,1,6500000,3,web,0,0,1,0,0,0,8,1,acquired
c:90087,Locu,MA,42.3751,-71.105616,2011,0.6822,1.3096,5,2,4600000,2,advertising,0,1,1,0,0,0,9,1,acquired
c:9373,dynaTrace software,MA,42.391389,-71.270987,2005,2.1233,6.0192,5,3,21900000,2,software,1,0,1,1,0,0,1.6667,1,acquired
c:16343,Socialbomb,NY,40.730646,-73.986614,2008,0.4904,0.4904,6,1,240000,1,games_video,0,1,0,0,0,0,2,1,acquired
c:13734,Imagine Communications,CA,32.9388917,-117.2398594,2005,0,5.3014,17,4,34700000,1,software,1,0,1,1,0,0,2.25,1,acquired
c:4060,Univa UD,Other,41.808458,-88.073008,2004,1.2274,5.8712,4,4,33000000,2,software,1,0,1,1,1,0,5.3333,1,acquired
c:58420,Tutorspree,NY,40.7908157,-73.9722939,2010,1.3014,2.4685,3,2,1800000,2,other,1,1,0,0,0,0,5,1,closed
c:815,OneRiot,Other,40.01621,-105.28131,2006,0,3.6548,14,3,27300000,4,advertising,0,0,1,1,1,0,3,1,acquired
c:42112,Moonshoot,CA,37.440682,-122.123103,2007,3.1342,5.2521,6,2,6760000,2,web,1,0,0,0,0,0,1.5,1,closed
c:16178,ArcSight,CA,37.31679000000001,-122.05079,2000,0,6.4986,24,3,26914000,3,software,0,0,1,1,1,0,6,1,acquired
c:27021,AGEIA Technologies,CA,37.354469,-121.990433,2002,3.7562,3.7562,1,1,27500000,0,other,0,0,0,0,1,0,7,1,acquired
c:43133,U.S. Fiduciary,TX,29.758938,-95.367697,2003,4.2795,4.2795,4,1,9000000,0,other,0,0,0,0,0,1,2,1,closed
c:17884,Xelerated,CA,59.3352318,18.0571206,2000,5.3041,8.6247,4,3,53000000,0,other,0,0,0,0,1,1,4.6667,1,acquired
c:208,Oodle,CA,37.563585,-122.324621,2004,2.3315,6.6767,17,4,23100000,3,other,1,0,1,1,1,0,2,1,acquired
c:1078,The Climate Corporation,CA,37.782809,-122.394354,2006,1,6.4548,28,4,108900000,2,other,0,0,1,1,1,0,7.5,1,acquired
c:1600,Kosmix,CA,37.3867729,-122.0752224,2005,0.8329,3.937,26,4,55000000,5,web,0,0,1,1,1,1,2.75,1,acquired
c:12071,Xtify Inc.,NY,40.729839,-73.991781,2009,1.0822,2.8548,9,2,5686383,3,mobile,0,0,1,0,0,0,2,0,acquired
c:24681,Limerick BioPharma,CA,37.658713,-122.399382,2004,4.4466,8.0849,4,6,49008830,1,biotech,1,0,1,0,1,0,3,1,closed
c:96,iSkoot,CA,37.780134,-122.396744,2005,1.6055,3.5479,10,3,32200000,0,mobile,0,0,1,1,1,0,4,1,acquired
c:15509,Rudder,TX,29.739322,-95.444747,2006,1.2904,1.2904,3,1,2000000,1,web,0,0,1,0,0,0,1,0,closed
c:52378,Panvidea,NY,40.750519,-73.993494,2007,3.2137,3.2137,5,1,2700000,2,games_video,0,0,1,0,0,0,2,1,acquired
c:167,Sway,Other,43.090756,-89.522805,2004,5.1315,5.1315,6,1,2000000,2,advertising,0,0,1,0,0,0,2,0,closed
c:17758,TRAFFIQ,NY,40.7429533,-73.9844611,2006,0,3.9288,16,3,18000000,3,advertising,1,0,1,1,0,0,2.3333,1,acquired
c:8339,Dexterra,Other,47.802184,-122.196307,2000,5.6301,8.7589,9,5,122500000,2,mobile,1,0,0,0,1,1,5.6,1,acquired
c:21343,CoTweet,CA,37.7405936,-122.3764714,2009,0.5178,0.5178,9,1,1100000,2,advertising,0,0,1,0,0,0,6,1,acquired
c:41747,Reef Point Systems,MA,42.504817,-71.195611,1998,7.2521,9.2274,1,3,52000000,1,other,1,0,0,1,0,0,2.6667,1,closed
c:31549,Paracor Medical,CA,37.408261,-122.01592,1999,8.4959,8.4959,5,1,44000000,1,biotech,0,0,0,0,0,1,8,1,closed
c:33198,Causata,CA,37.556732,-122.288378,2009,0.7589,2.8329,12,2,15500000,2,software,0,0,1,1,0,0,1,1,acquired
c:26702,Asempra Technologies,CA,37.386778,-121.966277,2003,3.1205,3.1205,4,1,20000000,1,other,0,0,0,1,0,0,3,1,acquired
