,Airline,Source,Destination,Total_Stops,Price,Year,Total_duration,Dep_time_of_day,Arrival_time_of_day
374,IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Evening,Evening
375,Multiple carriers,Delhi,Cochin,1,9315,2019,690,Morning,Evening
376,Multiple carriers,Delhi,Cochin,1,11667,2019,530,Morning,Evening
377,Jet Airways,Kolkata,Banglore,1,6224,2019,1215,Morning,Night
378,Air India,Kolkata,Banglore,2,13349,2019,1210,Morning,Night
379,Jet Airways,Banglore,New Delhi,1,11087,2019,965,Afternoon,Morning
380,Multiple carriers,Delhi,Cochin,1,15603,2019,755,Afternoon,Night
381,Jet Airways,Delhi,Cochin,2,15129,2019,1025,Evening,Afternoon
382,IndiGo,Banglore,Delhi,0,4823,2019,180,Afternoon,Evening
383,Vistara,Kolkata,Banglore,1,8452,2019,930,Morning,Night
384,Multiple carriers,Delhi,Cochin,1,12524,2019,690,Morning,Evening
385,SpiceJet,Chennai,Kolkata,0,3384,2019,140,Evening,Evening
386,Jet Airways,Delhi,Cochin,1,10262,2019,1425,Evening,Evening
387,SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Afternoon,Afternoon
388,IndiGo,Kolkata,Banglore,0,4804,2019,155,Night,Night
389,Jet Airways,Delhi,Cochin,1,16079,2019,1485,Evening,Evening
390,Jet Airways,Delhi,Cochin,2,13292,2019,1295,Evening,Evening
391,Air Asia,Delhi,Cochin,1,6751,2019,330,Morning,Afternoon
392,Air India,Delhi,Cochin,1,8669,2019,735,Morning,Evening
393,IndiGo,Delhi,Cochin,1,14871,2019,485,Evening,Night
394,Jet Airways,Delhi,Cochin,1,12898,2019,300,Afternoon,Evening
395,SpiceJet,Banglore,Delhi,0,3919,2019,170,Morning,Afternoon
397,IndiGo,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
398,Air India,Banglore,New Delhi,0,10741,2019,165,Evening,Evening
399,Air India,Kolkata,Banglore,2,11432,2019,765,Afternoon,Night
400,Jet Airways,Banglore,New Delhi,1,11087,2019,950,Evening,Morning
401,Jet Airways,Delhi,Cochin,2,13292,2019,1620,Morning,Afternoon
403,GoAir,Banglore,New Delhi,0,7631,2019,175,Morning,Morning
404,Air India,Delhi,Cochin,2,13381,2019,1490,Morning,Morning
405,Jet Airways,Kolkata,Banglore,1,13731,2019,520,Evening,Night
406,Air India,Delhi,Cochin,2,11911,2019,1545,Night,Morning
407,IndiGo,Banglore,Delhi,0,4591,2019,170,Night,Night
408,Multiple carriers,Delhi,Cochin,1,14848,2019,375,Afternoon,Evening
409,Multiple carriers,Delhi,Cochin,1,8266,2019,630,Morning,Evening
410,Air India,Delhi,Cochin,2,12392,2019,1560,Evening,Evening
411,Jet Airways,Kolkata,Banglore,1,13044,2019,1025,Evening,Afternoon
412,Jet Airways,Delhi,Cochin,1,12898,2019,1280,Morning,Night
413,Jet Airways,Delhi,Cochin,1,12242,2019,335,Night,Night
414,IndiGo,Banglore,Delhi,0,3943,2019,170,Morning,Afternoon
415,Vistara,Kolkata,Banglore,1,11105,2019,1550,Evening,Night
416,Jet Airways,Kolkata,Banglore,1,14388,2019,730,Evening,Morning
417,Jet Airways,Delhi,Cochin,2,13014,2019,1025,Evening,Afternoon
418,Multiple carriers,Delhi,Cochin,1,15411,2019,510,Morning,Evening
419,Jet Airways,Delhi,Cochin,1,16289,2019,1385,Evening,Evening
420,IndiGo,Delhi,Cochin,1,6442,2019,560,Morning,Afternoon
421,Jet Airways,Kolkata,Banglore,1,10844,2019,475,Morning,Afternoon
422,Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Morning,Morning
423,IndiGo,Banglore,Delhi,0,6906,2019,170,Night,Night
424,SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Afternoon
425,Jet Airways,Delhi,Cochin,1,14714,2019,600,Morning,Evening
426,Vistara Premium economy,Banglore,New Delhi,0,11793,2019,155,Afternoon,Evening
427,Multiple carriers,Delhi,Cochin,1,14323,2019,465,Morning,Evening
428,SpiceJet,Banglore,Delhi,0,3971,2019,175,Evening,Night
429,Vistara,Kolkata,Banglore,1,8452,2019,1580,Evening,Night
430,Vistara,Banglore,Delhi,0,5403,2019,160,Morning,Morning
431,Multiple carriers,Delhi,Cochin,1,13727,2019,660,Morning,Evening
432,Air India,Kolkata,Banglore,2,12639,2019,1165,Morning,Night
433,Jet Airways,Banglore,Delhi,0,5198,2019,175,Afternoon,Evening
434,Vistara,Banglore,Delhi,0,4878,2019,165,Evening,Night
435,Jet Airways,Delhi,Cochin,1,12373,2019,1395,Evening,Evening
436,Multiple carriers,Delhi,Cochin,1,8552,2019,540,Morning,Afternoon
437,Vistara,Delhi,Cochin,0,6741,2019,190,Afternoon,Evening
438,Multiple carriers,Delhi,Cochin,1,6481,2019,385,Afternoon,Evening
439,Multiple carriers,Delhi,Cochin,1,7354,2019,520,Morning,Evening
440,Air India,Banglore,Delhi,0,5228,2019,170,Evening,Night
441,Jet Airways,Kolkata,Banglore,1,10844,2019,740,Morning,Evening
442,IndiGo,Delhi,Cochin,1,6347,2019,320,Morning,Afternoon
443,Air India,Banglore,New Delhi,1,5013,2019,240,Morning,Afternoon
444,Jet Airways,Kolkata,Banglore,1,9663,2019,585,Evening,Night
445,IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
446,Air India,Delhi,Cochin,2,13381,2019,1580,Afternoon,Evening
447,SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Afternoon
448,Jet Airways,Kolkata,Banglore,1,9663,2019,585,Evening,Night
449,Jet Airways,Kolkata,Banglore,1,7064,2019,1495,Evening,Evening
450,Jet Airways,Delhi,Cochin,1,10262,2019,715,Morning,Evening
451,Air India,Delhi,Cochin,2,13013,2019,500,Morning,Evening
452,Jet Airways,Delhi,Cochin,2,15339,2019,1045,Evening,Afternoon
453,GoAir,Banglore,Delhi,0,4937,2019,170,Morning,Afternoon
454,IndiGo,Delhi,Cochin,1,6818,2019,425,Night,Afternoon
455,Air India,Delhi,Cochin,2,10441,2019,1275,Night,Evening
456,Jet Airways,Delhi,Cochin,1,5177,2019,300,Afternoon,Evening
457,IndiGo,Chennai,Kolkata,0,3858,2019,145,Morning,Afternoon
458,IndiGo,Kolkata,Banglore,1,6534,2019,315,Evening,Night
459,Multiple carriers,Delhi,Cochin,1,6795,2019,910,Morning,Night
460,Multiple carriers,Delhi,Cochin,1,9736,2019,705,Morning,Evening
461,Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Night
462,SpiceJet,Delhi,Cochin,1,4957,2019,295,Evening,Night
463,IndiGo,Banglore,New Delhi,0,7648,2019,165,Morning,Morning
464,SpiceJet,Kolkata,Banglore,0,3873,2019,150,Afternoon,Evening
465,Jet Airways,Kolkata,Banglore,1,14388,2019,585,Evening,Night
466,IndiGo,Kolkata,Banglore,0,5618,2019,160,Evening,Evening
467,Multiple carriers,Delhi,Cochin,1,7408,2019,390,Evening,Night
468,Air Asia,Delhi,Cochin,1,13774,2019,330,Afternoon,Night
469,Vistara,Banglore,Delhi,0,4668,2019,160,Morning,Morning
471,Air India,Delhi,Cochin,1,8669,2019,925,Night,Evening
472,IndiGo,Delhi,Cochin,1,6316,2019,570,Afternoon,Night
473,Jet Airways,Delhi,Cochin,1,12583,2019,365,Night,Night
474,Vistara,Banglore,New Delhi,0,7923,2019,160,Afternoon,Evening
475,GoAir,Delhi,Cochin,1,7378,2019,350,Morning,Afternoon
476,Vistara,Banglore,Delhi,0,4878,2019,165,Evening,Night
477,Jet Airways,Kolkata,Banglore,1,10844,2019,1640,Afternoon,Evening
478,Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
479,SpiceJet,Delhi,Cochin,1,6297,2019,315,Morning,Morning
480,Jet Airways,Kolkata,Banglore,1,8529,2019,960,Evening,Afternoon
481,Multiple carriers,Delhi,Cochin,1,13727,2019,420,Afternoon,Evening
482,SpiceJet,Kolkata,Banglore,1,6643,2019,520,Morning,Evening
483,Multiple carriers,Delhi,Cochin,1,10197,2019,540,Morning,Evening
484,SpiceJet,Kolkata,Banglore,0,4911,2019,140,Night,Night
485,IndiGo,Chennai,Kolkata,0,6482,2019,140,Night,Morning
487,IndiGo,Kolkata,Banglore,1,3717,2019,265,Evening,Night
488,IndiGo,Chennai,Kolkata,0,3597,2019,140,Afternoon,Afternoon
489,Air India,Banglore,New Delhi,2,10846,2019,665,Morning,Night
490,Air India,Banglore,New Delhi,1,14069,2019,1015,Night,Night
491,Jet Airways,Delhi,Cochin,1,5177,2019,825,Night,Afternoon
492,Air India,Delhi,Cochin,2,14641,2019,1545,Night,Morning
493,IndiGo,Delhi,Cochin,1,6442,2019,835,Morning,Night
494,Air India,Delhi,Cochin,1,5704,2019,315,Evening,Night
495,Jet Airways,Kolkata,Banglore,1,9663,2019,1155,Afternoon,Morning
496,Jet Airways,Delhi,Cochin,1,14714,2019,450,Evening,Night
497,Jet Airways,Delhi,Cochin,1,5406,2019,540,Morning,Evening
498,Vistara,Kolkata,Banglore,1,8610,2019,1440,Evening,Evening
499,Jet Airways,Delhi,Cochin,2,14237,2019,1090,Evening,Afternoon
500,IndiGo,Banglore,Delhi,0,4823,2019,175,Morning,Morning
501,IndiGo,Mumbai,Hyderabad,0,2227,2019,90,Evening,Evening
502,Jet Airways,Delhi,Cochin,1,12373,2019,1280,Morning,Night
503,Air India,Delhi,Cochin,1,8372,2019,375,Afternoon,Evening
504,Jet Airways,Delhi,Cochin,1,17024,2019,870,Afternoon,Night
505,Air India,Mumbai,Hyderabad,0,3100,2019,80,Evening,Night
506,Jet Airways,Delhi,Cochin,1,14053,2019,775,Morning,Evening
507,IndiGo,Chennai,Kolkata,0,3540,2019,145,Night,Morning
508,Vistara,Kolkata,Banglore,1,9345,2019,1350,Evening,Evening
509,Jet Airways,Delhi,Cochin,2,10368,2019,1375,Night,Night
511,SpiceJet,Mumbai,Hyderabad,0,5755,2019,85,Morning,Morning
512,Jet Airways,Banglore,New Delhi,1,7832,2019,435,Morning,Afternoon
513,Jet Airways,Kolkata,Banglore,1,14388,2019,740,Morning,Evening
514,Air India,Delhi,Cochin,2,8839,2019,1210,Afternoon,Morning
515,Air India,Delhi,Cochin,2,22096,2019,1275,Night,Evening
516,Vistara,Chennai,Kolkata,0,3687,2019,135,Morning,Morning
517,Multiple carriers,Delhi,Cochin,1,9627,2019,630,Morning,Evening
518,Multiple carriers,Delhi,Cochin,1,13542,2019,845,Morning,Night
519,IndiGo,Banglore,Delhi,0,4423,2019,170,Night,Morning
520,IndiGo,Delhi,Cochin,2,8899,2019,985,Night,Evening
521,SpiceJet,Delhi,Cochin,1,5583,2019,315,Morning,Morning
522,Air Asia,Delhi,Cochin,1,6752,2019,830,Afternoon,Morning
523,SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Morning
524,Jet Airways,Banglore,New Delhi,1,7832,2019,435,Morning,Afternoon
525,Air India,Kolkata,Banglore,2,10991,2019,1625,Night,Morning
526,Jet Airways,Delhi,Cochin,1,12898,2019,1655,Morning,Afternoon
527,Jet Airways,Delhi,Cochin,1,12898,2019,300,Afternoon,Evening
528,GoAir,Banglore,Delhi,0,3398,2019,170,Morning,Afternoon
529,Air India,Delhi,Cochin,0,5201,2019,170,Night,Morning
530,Air India,Kolkata,Banglore,2,13873,2019,920,Morning,Night
531,Air India,Delhi,Cochin,1,7384,2019,320,Evening,Night
532,Jet Airways,Delhi,Cochin,1,10262,2019,610,Evening,Night
533,Jet Airways,Kolkata,Banglore,1,10031,2019,1655,Morning,Afternoon
534,Jet Airways,Kolkata,Banglore,1,12384,2019,575,Morning,Evening
535,Jet Airways,Kolkata,Banglore,1,7757,2019,1690,Afternoon,Evening
536,Jet Airways,Banglore,New Delhi,1,17261,2019,840,Evening,Morning
537,SpiceJet,Chennai,Kolkata,0,7298,2019,155,Morning,Afternoon
538,Jet Airways,Banglore,Delhi,0,7229,2019,175,Afternoon,Evening
539,IndiGo,Kolkata,Banglore,0,4174,2019,155,Night,Morning
540,IndiGo,Kolkata,Banglore,1,5699,2019,280,Evening,Night
541,Air India,Kolkata,Banglore,0,4880,2019,150,Afternoon,Afternoon
542,Air India,Delhi,Cochin,1,15284,2019,675,Morning,Evening
543,Jet Airways,Kolkata,Banglore,1,13759,2019,475,Morning,Afternoon
544,Vistara,Kolkata,Banglore,1,16092,2019,530,Morning,Evening
545,IndiGo,Mumbai,Hyderabad,0,4392,2019,85,Morning,Morning
546,Jet Airways,Delhi,Cochin,1,10262,2019,940,Evening,Afternoon
547,SpiceJet,Kolkata,Banglore,0,3841,2019,155,Morning,Morning
548,GoAir,Banglore,Delhi,0,5048,2019,175,Morning,Morning
549,Air India,Kolkata,Banglore,1,11096,2019,805,Morning,Evening
550,IndiGo,Delhi,Cochin,1,5073,2019,275,Morning,Afternoon
551,Jet Airways,Delhi,Cochin,1,19828,2019,1110,Morning,Night
552,Vistara,Chennai,Kolkata,0,3739,2019,135,Morning,Morning
554,Jet Airways,Banglore,Delhi,0,7229,2019,185,Evening,Night
555,Vistara,Kolkata,Banglore,1,8610,2019,1550,Evening,Evening
556,Vistara,Delhi,Cochin,0,6216,2019,190,Afternoon,Evening
557,Air India,Banglore,Delhi,0,6961,2019,170,Afternoon,Afternoon
558,Jet Airways,Kolkata,Banglore,1,10703,2019,690,Morning,Evening
559,Jet Airways,Kolkata,Banglore,1,14151,2019,395,Evening,Night
560,Jet Airways,Kolkata,Banglore,1,8586,2019,1655,Morning,Morning
561,IndiGo,Kolkata,Banglore,0,4488,2019,155,Evening,Night
562,Multiple carriers,Delhi,Cochin,1,7408,2019,450,Evening,Night
563,Jet Airways,Delhi,Cochin,0,5443,2019,195,Morning,Afternoon
564,Jet Airways,Kolkata,Banglore,1,10539,2019,575,Morning,Evening
565,Multiple carriers,Delhi,Cochin,1,7723,2019,750,Afternoon,Night
566,Multiple carriers,Delhi,Cochin,1,15411,2019,680,Morning,Evening
567,Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
568,IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Night
569,Jet Airways,Mumbai,Hyderabad,0,4050,2019,90,Night,Night
570,Jet Airways,Kolkata,Banglore,1,14151,2019,1570,Evening,Evening
571,SpiceJet,Delhi,Cochin,1,4957,2019,295,Evening,Night
572,Air India,Banglore,New Delhi,0,7591,2019,165,Evening,Night
573,Jet Airways,Kolkata,Banglore,1,11134,2019,520,Afternoon,Night
574,IndiGo,Delhi,Cochin,1,6600,2019,425,Night,Afternoon
575,Air India,Banglore,New Delhi,0,4966,2019,165,Evening,Night
576,Air India,Delhi,Cochin,2,15481,2019,1490,Morning,Morning
577,SpiceJet,Kolkata,Banglore,0,5515,2019,140,Night,Night
578,Jet Airways,Delhi,Cochin,1,14714,2019,660,Morning,Evening
579,GoAir,Delhi,Cochin,1,4959,2019,540,Morning,Evening
580,Jet Airways,Banglore,Delhi,0,7229,2019,175,Morning,Afternoon
581,Air India,Delhi,Cochin,0,6094,2019,185,Evening,Evening
582,Air Asia,Kolkata,Banglore,0,4409,2019,155,Morning,Afternoon
583,Multiple carriers,Delhi,Cochin,1,9794,2019,780,Morning,Evening
584,Jet Airways,Mumbai,Hyderabad,0,5678,2019,85,Night,Night
585,IndiGo,Delhi,Cochin,1,6442,2019,455,Morning,Afternoon
586,Vistara,Banglore,Delhi,0,4878,2019,160,Morning,Morning
587,Jet Airways,Kolkata,Banglore,1,12446,2019,775,Evening,Morning
588,Jet Airways,Delhi,Cochin,2,16704,2019,1760,Night,Night
589,Jet Airways,Banglore,New Delhi,1,9134,2019,300,Night,Morning
590,Jet Airways,Kolkata,Banglore,1,8586,2019,520,Evening,Night
591,Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
592,Jet Airways,Banglore,Delhi,0,6144,2019,180,Morning,Morning
593,Air India,Banglore,Delhi,0,6961,2019,165,Morning,Afternoon
594,Jet Airways,Kolkata,Banglore,1,10844,2019,730,Afternoon,Night
595,IndiGo,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
596,SpiceJet,Banglore,New Delhi,1,7139,2019,475,Morning,Evening
598,Jet Airways,Delhi,Cochin,2,10368,2019,1615,Morning,Afternoon
599,Air India,Delhi,Cochin,1,5117,2019,765,Evening,Morning
600,Multiple carriers,Delhi,Cochin,1,9211,2019,455,Morning,Evening
601,SpiceJet,Kolkata,Banglore,0,4174,2019,150,Evening,Evening
602,Multiple carriers,Delhi,Cochin,1,10786,2019,705,Morning,Evening
603,Jet Airways,Banglore,New Delhi,1,9134,2019,1420,Morning,Morning
604,Jet Airways,Delhi,Cochin,2,13376,2019,830,Afternoon,Night
605,Air India,Banglore,New Delhi,1,6955,2019,770,Night,Morning
606,Jet Airways,Kolkata,Banglore,1,10844,2019,590,Morning,Evening
607,Air Asia,Kolkata,Banglore,0,3807,2019,150,Evening,Night
608,Jet Airways,Kolkata,Banglore,1,9663,2019,1315,Afternoon,Afternoon
609,Jet Airways,Delhi,Cochin,1,12373,2019,1570,Night,Night
610,SpiceJet,Banglore,Delhi,0,4991,2019,175,Evening,Night
611,Air India,Delhi,Cochin,1,6745,2019,1215,Night,Evening
612,Jet Airways,Delhi,Cochin,1,10262,2019,1210,Night,Evening
613,Jet Airways,Delhi,Cochin,1,6540,2019,655,Evening,Night
614,SpiceJet,Kolkata,Banglore,0,3873,2019,150,Evening,Evening
615,Jet Airways,Delhi,Cochin,1,15554,2019,1270,Evening,Evening
616,IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Night
617,Jet Airways,Delhi,Cochin,1,7438,2019,1240,Night,Evening
618,Air Asia,Banglore,Delhi,0,6181,2019,170,Night,Morning
619,Multiple carriers,Delhi,Cochin,1,9424,2019,390,Evening,Night
620,Air India,Banglore,New Delhi,2,12725,2019,1800,Evening,Night
621,Air India,Banglore,New Delhi,1,6046,2019,790,Morning,Evening
622,SpiceJet,Banglore,Delhi,0,3971,2019,175,Evening,Night
623,Jet Airways,Kolkata,Banglore,1,12692,2019,1080,Evening,Afternoon
624,IndiGo,Delhi,Cochin,1,7451,2019,480,Afternoon,Night
625,Jet Airways,Banglore,New Delhi,1,13817,2019,525,Night,Morning
626,Jet Airways,Kolkata,Banglore,1,10703,2019,750,Morning,Night
627,Jet Airways,Banglore,New Delhi,1,13817,2019,800,Evening,Morning
629,Jet Airways,Kolkata,Banglore,1,13941,2019,450,Evening,Night
630,Air India,Banglore,New Delhi,1,10246,2019,1155,Evening,Afternoon
631,IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Evening
632,Air Asia,Kolkata,Banglore,1,6810,2019,720,Night,Morning
633,Jet Airways,Banglore,Delhi,0,5198,2019,180,Morning,Morning
634,Vistara,Banglore,Delhi,0,5613,2019,170,Evening,Night
635,IndiGo,Mumbai,Hyderabad,0,4784,2019,85,Evening,Night
636,Jet Airways,Delhi,Cochin,1,5406,2019,1385,Evening,Evening
637,Air India,Banglore,Delhi,0,5228,2019,170,Afternoon,Afternoon
638,Jet Airways,Delhi,Cochin,1,12898,2019,1325,Evening,Evening
639,Air India,Chennai,Kolkata,0,4667,2019,135,Morning,Afternoon
640,Jet Airways,Kolkata,Banglore,1,14781,2019,345,Afternoon,Evening
641,Vistara,Banglore,Delhi,0,5403,2019,170,Morning,Afternoon
642,Jet Airways,Kolkata,Banglore,1,9899,2019,570,Afternoon,Night
643,Jet Airways,Delhi,Cochin,2,13029,2019,535,Evening,Night
644,Vistara,Kolkata,Banglore,1,9187,2019,1065,Evening,Morning
645,IndiGo,Banglore,Delhi,0,4823,2019,170,Evening,Night
646,Air India,Delhi,Cochin,2,8665,2019,1305,Evening,Evening
647,IndiGo,Delhi,Cochin,1,14871,2019,755,Morning,Evening
648,IndiGo,Mumbai,Hyderabad,0,4049,2019,90,Morning,Morning
649,Air India,Chennai,Kolkata,0,4667,2019,135,Morning,Afternoon
650,IndiGo,Kolkata,Banglore,1,4226,2019,235,Evening,Night
651,Air India,Banglore,New Delhi,0,7591,2019,165,Morning,Morning
652,Jet Airways,Banglore,New Delhi,1,19225,2019,450,Night,Afternoon
653,Jet Airways,Delhi,Cochin,1,12898,2019,1040,Evening,Afternoon
654,IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Afternoon,Afternoon
655,SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Afternoon,Afternoon
656,Air India,Kolkata,Banglore,2,12835,2019,1830,Afternoon,Night
658,Multiple carriers,Delhi,Cochin,1,14533,2019,675,Morning,Evening
659,Vistara,Banglore,Delhi,0,4668,2019,170,Morning,Afternoon
660,Jet Airways,Delhi,Cochin,1,11822,2019,1145,Evening,Afternoon
661,Jet Airways,Delhi,Cochin,1,6017,2019,395,Evening,Night
662,Jet Airways,Delhi,Cochin,1,14714,2019,450,Morning,Evening
663,SpiceJet,Chennai,Kolkata,0,3597,2019,135,Morning,Morning
664,Air Asia,Banglore,Delhi,0,3383,2019,165,Morning,Afternoon
665,Air India,Kolkata,Banglore,2,11642,2019,765,Afternoon,Night
666,Vistara,Banglore,Delhi,0,5403,2019,170,Evening,Night
667,Air India,Delhi,Cochin,2,14221,2019,1595,Afternoon,Evening
668,Jet Airways,Kolkata,Banglore,1,8586,2019,775,Evening,Morning
669,IndiGo,Mumbai,Hyderabad,0,4049,2019,90,Morning,Morning
670,Jet Airways,Delhi,Cochin,1,10262,2019,520,Evening,Night
671,Multiple carriers,Delhi,Cochin,1,7888,2019,840,Morning,Evening
672,Air India,Delhi,Cochin,2,8236,2019,1410,Evening,Evening
673,Air India,Delhi,Cochin,2,12961,2019,1795,Afternoon,Evening
674,Jet Airways,Kolkata,Banglore,1,8586,2019,1330,Morning,Night
675,IndiGo,Kolkata,Banglore,1,5279,2019,290,Morning,Afternoon
676,GoAir,Banglore,Delhi,0,3419,2019,165,Evening,Night
677,Jet Airways,Delhi,Cochin,2,13292,2019,810,Night,Evening
678,Jet Airways,Kolkata,Banglore,1,13067,2019,800,Evening,Morning
679,IndiGo,Chennai,Kolkata,0,3597,2019,140,Afternoon,Afternoon
680,Jet Airways,Delhi,Cochin,1,15554,2019,715,Morning,Evening
681,IndiGo,Delhi,Cochin,1,6027,2019,310,Evening,Night
682,Jet Airways,Kolkata,Banglore,1,14781,2019,705,Morning,Evening
684,IndiGo,Banglore,Delhi,0,3943,2019,180,Evening,Night
685,GoAir,Delhi,Cochin,1,5842,2019,370,Morning,Afternoon
686,IndiGo,Chennai,Kolkata,0,4326,2019,140,Night,Morning
687,Multiple carriers,Delhi,Cochin,1,8937,2019,645,Morning,Evening
688,Air India,Chennai,Kolkata,0,3670,2019,135,Morning,Afternoon
689,IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
690,Jet Airways,Mumbai,Hyderabad,0,2071,2019,90,Evening,Evening
691,Multiple carriers,Delhi,Cochin,1,6093,2019,455,Afternoon,Night
692,Vistara,Kolkata,Banglore,1,11682,2019,1595,Evening,Night
693,IndiGo,Banglore,New Delhi,1,7774,2019,285,Night,Morning
694,Jet Airways,Kolkata,Banglore,1,13067,2019,1285,Evening,Afternoon
695,IndiGo,Delhi,Cochin,1,7514,2019,515,Morning,Afternoon
696,Multiple carriers,Delhi,Cochin,1,6838,2019,510,Evening,Night
697,IndiGo,Chennai,Kolkata,0,3858,2019,135,Afternoon,Afternoon
698,Multiple carriers,Delhi,Cochin,1,6795,2019,760,Afternoon,Night
699,Jet Airways,Delhi,Cochin,2,16263,2019,505,Evening,Night
700,Air India,Kolkata,Banglore,1,8576,2019,1540,Afternoon,Evening
701,Air India,Banglore,Delhi,0,5228,2019,165,Morning,Afternoon
702,Jet Airways,Delhi,Cochin,2,16704,2019,1760,Night,Night
703,IndiGo,Kolkata,Banglore,0,8872,2019,160,Evening,Night
704,GoAir,Banglore,Delhi,0,3898,2019,170,Morning,Afternoon
705,SpiceJet,Chennai,Kolkata,0,3332,2019,140,Evening,Evening
706,Jet Airways,Kolkata,Banglore,1,5608,2019,435,Morning,Evening
707,Jet Airways,Kolkata,Banglore,1,13941,2019,1215,Morning,Night
708,Multiple carriers,Delhi,Cochin,1,9100,2019,705,Morning,Evening
709,Vistara,Banglore,Delhi,0,4878,2019,155,Evening,Evening
710,IndiGo,Delhi,Cochin,1,6416,2019,810,Morning,Evening
711,SpiceJet,Mumbai,Hyderabad,0,2017,2019,90,Night,Morning
712,Jet Airways,Delhi,Cochin,2,10976,2019,1475,Evening,Evening
713,Jet Airways,Kolkata,Banglore,1,10031,2019,1235,Evening,Afternoon
714,IndiGo,Kolkata,Banglore,0,4462,2019,170,Night,Morning
715,IndiGo,Delhi,Cochin,1,5073,2019,275,Morning,Afternoon
716,IndiGo,Chennai,Kolkata,0,4326,2019,140,Night,Morning
717,Multiple carriers Premium economy,Delhi,Cochin,1,10161,2019,705,Morning,Evening
718,IndiGo,Mumbai,Hyderabad,0,3175,2019,90,Afternoon,Evening
719,Vistara,Kolkata,Banglore,1,12312,2019,770,Evening,Morning
720,Jet Airways,Delhi,Cochin,2,12604,2019,1470,Evening,Evening
721,Multiple carriers,Delhi,Cochin,1,10877,2019,690,Morning,Evening
722,IndiGo,Kolkata,Banglore,1,4226,2019,240,Morning,Morning
723,Jet Airways,Delhi,Cochin,1,5406,2019,660,Morning,Evening
724,IndiGo,Delhi,Cochin,1,8618,2019,325,Night,Morning
725,IndiGo,Kolkata,Banglore,0,4174,2019,155,Evening,Evening
726,GoAir,Delhi,Cochin,1,10651,2019,310,Afternoon,Evening
727,Jet Airways,Delhi,Cochin,1,5963,2019,610,Evening,Night
728,Jet Airways,Delhi,Cochin,2,10368,2019,1615,Morning,Afternoon
729,IndiGo,Mumbai,Hyderabad,1,7681,2019,435,Afternoon,Night
730,Multiple carriers,Delhi,Cochin,1,7485,2019,490,Afternoon,Evening
731,Jet Airways,Banglore,Delhi,0,4544,2019,175,Afternoon,Evening
732,SpiceJet,Kolkata,Banglore,1,4649,2019,315,Afternoon,Evening
733,Vistara,Chennai,Kolkata,0,11982,2019,140,Evening,Evening
734,Jet Airways,Mumbai,Hyderabad,0,4995,2019,85,Morning,Morning
