Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,BsmtFin_SF_1,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,1st_Flr_SF,2nd_Flr_SF,Full_Bath,Half_Bath,TotRms_AbvGrd,Fireplaces,Garage_Yr_Blt,Garage_Cars,Garage_Area,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Yr_Sold,SalePrice
74.55102041,7424,5,5,1978,1978,1319,0,0,1319,1373,0,1,0,5,2,1978,2,591,0,0,0,0,0,2010,160250
86,11227,5,5,1968,1968,267,453,0,720,720,720,1,1,7,2,1968,2,480,192,38,0,0,0,2010,163000
74.55102041,11616,6,5,1978,1978,438,0,234,672,672,714,2,1,6,1,1978,2,440,335,0,0,0,0,2010,158900
80,14000,7,5,1996,1997,1201,0,105,1306,1306,954,2,1,7,0,1996,2,533,296,44,0,0,0,2010,328000
88.15,20062,7,7,1977,2001,1092,0,328,1420,1483,0,1,1,4,2,1977,2,690,496,0,0,0,0,2010,270000
94,9259,4,4,1927,1950,0,0,660,660,756,0,1,0,4,0,1945,2,440,80,0,0,0,0,2010,85000
60,9600,4,7,1950,1995,442,0,625,1067,1067,0,2,0,4,0,1996,2,436,290,0,0,0,0,2010,128000
88.15,23595,7,6,1979,1979,1258,0,74,1332,1332,192,0,1,4,1,1979,2,586,268,0,0,0,0,2010,260000
88.15,17082,6,5,1978,1992,964,0,153,1117,1117,864,2,1,8,1,1978,2,522,336,104,0,0,0,2010,230000
124,18600,3,4,1938,1990,288,684,0,972,1052,558,2,0,8,1,1938,1,480,0,0,60,0,0,2010,124000
85,10625,5,5,1920,1950,108,0,350,458,835,0,1,0,5,0,1920,1,366,0,0,77,0,0,2010,83000
65,11479,6,7,1950,1987,104,387,172,663,1074,0,1,0,6,1,1987,1,467,0,52,52,0,0,2010,144500
68,9571,5,6,1956,1956,739,0,405,1144,1144,0,1,0,6,0,1956,1,596,44,0,0,0,0,2010,129000
50,9350,4,6,1947,1979,192,0,564,756,1169,0,1,0,8,1,1947,1,209,0,0,0,0,0,2010,127000
75,9525,5,7,1954,1998,954,0,218,1172,1172,0,1,0,5,0,1954,1,366,240,0,0,0,0,2010,128000
83,10420,6,5,2009,2009,36,0,1176,1212,1212,0,2,0,6,0,2009,2,460,100,22,0,0,0,2010,186000
44,17485,7,5,2009,2010,1346,0,162,1508,1508,0,1,0,5,2,2009,2,572,0,0,0,0,0,2010,308030
64.79428571,11200,5,3,1964,1964,0,0,1250,1250,1298,0,2,0,5,0,1964,2,504,0,144,0,0,0,2010,114000
60,11100,4,7,1946,2006,0,0,0,0,930,0,1,0,6,0,1946,1,308,0,0,0,0,0,2010,84900
77,9206,6,5,1985,1985,0,0,741,741,977,755,2,1,7,1,1985,2,476,192,46,0,0,0,2010,178000
83,11980,7,5,1987,1987,1433,0,0,1433,1433,0,1,1,4,2,1987,2,528,0,278,0,0,266,2010,270000
87,12361,6,7,1993,1993,860,0,86,946,964,838,2,1,8,1,2000,4,1017,450,92,0,0,0,2010,218000
80,9938,7,5,1993,1994,750,0,300,1050,1062,887,2,1,8,1,1993,2,574,156,90,0,0,0,2010,236000
73,9069,6,6,1992,1992,747,0,189,936,996,0,1,0,5,0,1992,2,564,120,0,0,0,0,2010,147000
64,10475,8,5,2008,2008,0,0,1694,1694,1694,0,2,0,7,0,2008,3,776,160,33,0,0,0,2010,245350
64,6762,7,5,2006,2006,686,0,501,1187,1208,0,2,0,6,0,2006,2,632,105,61,0,0,0,2010,206000
94,10402,7,5,2009,2009,0,0,1226,1226,1226,0,2,0,6,0,2009,3,740,0,36,0,0,0,2010,198900
64,7360,7,5,2010,2010,24,0,1198,1222,1222,0,2,0,6,0,2009,2,615,0,54,0,0,0,2010,187000
90,12376,7,5,1990,1990,1470,0,203,1673,1699,1523,3,0,11,2,1990,3,594,367,0,0,0,0,2010,320000
82,14235,6,8,1900,1993,0,0,676,676,831,614,2,0,6,0,1957,2,484,0,59,0,0,0,2010,138500
80,8816,6,7,1971,1971,504,0,506,1010,1052,0,1,0,6,0,1971,2,440,0,0,0,0,0,2010,155000
82,11105,5,5,1996,1996,870,0,0,870,965,0,1,0,4,0,1998,2,580,71,0,0,0,0,2010,159000
71.33636364,9337,7,5,1997,1998,353,0,525,878,892,800,2,1,8,1,1997,2,513,0,39,0,0,0,2010,191000
70,8750,6,5,1998,1998,505,0,299,804,804,878,2,1,7,0,1998,2,523,0,77,0,0,0,2010,200500
38,15240,5,8,1977,2004,198,688,140,1026,1026,0,1,1,5,0,1977,1,308,316,85,0,0,0,2010,150000
71.33636364,10900,6,7,1977,1977,378,0,311,689,689,703,1,1,6,0,1977,1,299,0,36,0,0,0,2010,161750
75,10650,5,6,1976,1976,182,712,0,894,894,0,1,0,5,0,1976,1,308,365,0,0,0,0,2010,128200
68,7480,5,6,1972,1972,480,0,396,876,876,0,1,0,5,0,1977,2,484,0,0,0,0,0,2010,127000
80,10389,8,5,2003,2003,1682,0,296,1978,1978,0,2,1,8,1,2003,3,850,188,25,0,0,0,2010,318000
71.33636364,11423,8,5,2001,2002,1358,0,223,1581,1601,0,2,0,6,1,2001,2,670,180,0,0,0,0,2010,272000
44,9548,7,6,2003,2003,483,0,458,941,941,888,2,1,7,1,2003,2,613,192,39,0,0,0,2010,237000
75,9375,7,5,1997,1997,0,0,1040,1040,1044,1054,2,1,9,1,1997,2,621,331,38,0,0,0,2010,240000
48,12137,7,5,1998,1998,0,0,1649,1649,1661,0,2,0,6,0,1998,2,598,0,34,0,0,0,2010,224900
71.33636364,4435,6,5,2003,2003,672,0,176,848,848,0,1,0,4,0,2003,2,420,140,0,0,0,0,2010,143750
71.33636364,4426,6,5,2004,2004,662,0,186,848,848,0,1,0,3,0,2004,2,420,160,0,0,0,0,2010,143000
48,10635,8,5,2003,2003,370,972,315,1657,1668,0,2,0,8,1,2003,2,502,0,262,0,0,0,2010,232000
70,8400,7,5,2004,2005,712,0,761,1473,1484,0,2,0,7,0,2004,2,606,0,35,0,144,0,2010,213000
65,8773,7,5,2004,2004,24,0,1390,1414,1414,0,2,0,6,0,2004,2,494,132,105,0,0,0,2010,185500
67,8777,3,6,1945,2007,0,0,0,0,640,0,1,0,5,0,1945,1,240,0,0,0,0,0,2010,84900
68,8842,5,6,1954,1954,0,0,381,381,992,0,1,0,6,0,1954,1,319,60,0,56,0,0,2010,155891
75,9825,5,5,1965,1965,0,0,0,0,1664,0,2,0,8,0,0,0,0,0,0,0,0,0,2010,100000
60,10044,5,6,1968,1968,1070,0,126,1196,1196,0,1,0,6,0,1968,1,336,257,0,168,0,0,2010,144000
89,11792,4,5,1948,1950,0,0,744,744,792,328,1,0,5,0,1956,2,480,0,0,0,0,160,2010,64000
65,6305,6,6,1975,1975,528,0,480,1008,1096,0,1,0,5,1,1975,1,352,0,0,0,0,0,2010,125200
94,7819,6,5,1976,1976,422,127,480,1029,1117,0,1,0,6,1,1976,2,672,144,0,0,0,0,2010,107000
64,6410,4,5,1958,1958,0,0,960,960,960,0,1,0,5,0,0,0,0,0,0,0,0,0,2010,90000
80,8546,4,5,2003,2004,0,0,1121,1121,1121,0,2,0,5,0,2003,2,440,132,64,0,0,0,2010,140000
52,8741,6,4,1945,1950,94,0,641,735,798,689,1,1,7,1,1949,1,220,0,140,0,0,0,2010,113000
60,12180,4,4,1941,1950,348,0,324,672,672,252,1,0,5,0,1941,1,280,0,0,0,0,0,2010,80000
68,8562,5,6,1957,2002,383,0,833,1216,1526,0,1,0,7,1,1957,1,364,116,78,0,0,0,2010,144500
67,4853,5,6,1924,1999,133,0,974,1107,1296,0,2,0,5,1,1979,1,260,0,0,36,0,0,2010,104000
66,6858,6,4,1915,1950,0,0,806,806,841,806,1,1,6,0,1920,1,216,0,66,136,0,0,2010,128000
45,8212,3,3,1914,1950,203,0,661,864,864,0,1,0,5,0,1938,1,200,0,0,96,0,0,2010,58500
50,5000,5,6,1924,1950,218,0,808,1026,1026,665,2,0,6,1,1924,1,308,0,0,242,0,0,2010,127000
59.06818182,7890,6,6,1939,1950,238,0,618,856,856,0,1,0,4,1,1939,2,399,0,0,0,0,166,2010,126000
60,7200,4,6,1967,1967,0,0,0,0,862,1788,3,0,10,0,0,0,0,0,0,0,0,0,2010,160000
51,9839,5,2,1931,1950,0,0,894,894,894,772,1,0,7,1,0,0,0,0,156,0,0,0,2010,100000
50,9638,6,7,1919,1990,0,0,804,804,1699,748,2,0,10,1,1969,1,336,272,0,42,0,116,2010,169000
78,10452,7,6,1941,1985,426,252,850,1528,1225,908,1,1,8,2,1941,1,312,0,0,86,0,0,2010,257500
78,15600,5,6,1950,1991,375,0,657,1032,1102,1075,2,1,11,0,1950,2,484,0,0,0,0,0,2010,215000
66,9042,7,9,1941,2006,275,0,877,1152,1188,1152,2,0,9,2,1941,1,252,0,60,0,0,0,2010,266500
100,17500,7,8,1959,2002,1406,0,496,1902,1902,0,2,0,7,2,1959,2,567,0,207,162,0,0,2010,335000
85,19645,7,6,1994,2007,343,0,80,423,896,756,2,1,6,0,1994,2,473,0,0,0,0,0,2010,203135
35,3907,8,6,1989,1989,747,0,235,982,1034,0,1,0,4,1,1989,2,598,141,36,0,0,0,2010,185000
35,3907,8,5,1989,1989,76,0,1115,1191,1191,0,2,0,5,1,1989,2,531,112,81,0,0,0,2010,162500
100,15602,7,8,1959,1997,1247,0,254,1501,1801,0,2,0,6,2,1959,2,484,0,54,0,0,161,2010,289000
40,5436,4,8,1922,2007,735,0,61,796,796,358,1,0,7,0,1922,1,240,0,96,0,0,0,2010,125500
58,8154,2,5,1941,1950,480,0,0,480,540,0,1,0,4,0,1951,1,200,0,0,0,0,0,2010,82000
50,9140,6,5,1921,1975,308,0,321,629,727,380,1,0,5,0,1950,1,625,0,56,0,0,200,2010,110000
60,7500,4,4,1920,1950,0,0,698,698,698,430,1,0,6,0,1980,2,528,30,0,164,0,0,2010,68400
66,8712,4,7,1900,1950,0,0,859,859,859,319,1,0,7,0,1964,1,384,68,0,98,0,0,2010,102776
66,8712,5,5,1952,1952,0,0,540,540,1044,0,1,0,4,0,1952,2,504,0,0,0,0,0,2010,55993
66,8712,4,7,1896,1950,0,0,756,756,952,0,1,0,5,0,1896,1,330,0,0,265,0,0,2010,50138
44,3811,8,5,2004,2005,1373,0,221,1594,1646,0,2,0,5,1,2004,2,525,128,53,0,0,155,2010,246000
85,11050,8,5,1998,1999,615,0,434,1049,1036,880,2,1,8,1,1998,3,741,0,70,0,0,0,2010,254900
74,9620,6,7,1977,1977,679,0,564,1243,1285,0,2,0,6,1,1977,2,473,375,26,0,0,0,2010,190000
129,9196,7,5,2003,2003,0,0,1560,1560,1560,0,2,0,7,0,2003,2,573,100,150,0,0,0,2010,201000
75.14444444,12328,6,5,1976,1976,539,0,473,1012,1034,0,1,0,6,0,1976,3,888,0,0,0,0,0,2010,169900
75.14444444,12760,6,5,1976,1976,0,0,1958,1958,2048,0,3,0,9,0,1976,2,776,0,0,0,0,0,2010,170000
81.30357143,57200,5,5,1948,1950,353,334,60,747,1687,0,1,0,7,2,1966,2,572,0,0,50,0,0,2010,160000
88,11896,7,5,2008,2008,78,0,1258,1336,1346,0,2,0,6,1,2008,3,660,100,48,0,0,0,2010,220000
73,9803,7,5,2009,2010,0,0,1214,1214,1214,0,2,0,6,0,2010,2,520,0,25,0,0,0,2010,179781
73,9802,5,5,2006,2007,0,0,384,384,744,700,2,1,7,0,2007,2,400,100,0,0,0,0,2010,174000
92,12003,8,5,2009,2010,0,0,774,774,774,1194,2,1,8,1,2009,3,680,0,75,0,0,0,2010,269500
80,11316,7,5,2002,2003,624,0,193,817,824,1070,2,1,8,1,2002,2,510,0,40,0,0,0,2010,214900
85,14191,8,5,2002,2002,0,0,967,967,993,915,2,1,9,0,2002,2,431,135,0,0,0,0,2010,202900
89,13214,9,5,2008,2009,0,0,2002,2002,2018,0,2,0,10,1,2009,3,746,144,76,0,0,0,2010,378500
85,15300,5,5,1965,1977,42,0,1026,1068,1264,0,1,0,7,1,1965,2,528,0,0,0,0,0,2010,169000
93,10114,5,5,2004,2005,0,0,1430,1430,1430,0,2,0,7,0,2004,2,624,0,0,0,0,0,2010,173500
94,9400,6,5,1971,1971,0,0,912,912,912,912,2,2,8,0,0,0,0,128,0,0,0,0,2010,139000
75.14444444,11875,5,5,1999,1999,0,0,1344,1344,1344,0,2,0,7,1,2001,2,686,328,0,0,0,0,2010,166500
25.60606061,1974,4,5,1973,1973,334,0,212,546,546,546,1,1,6,0,1973,1,286,120,96,0,0,0,2010,83500
31,2394,5,6,1973,1973,915,0,30,945,945,0,1,0,5,1,1973,1,253,174,0,56,0,108,2010,119500
36,2592,5,3,1976,1976,129,232,175,536,536,576,1,1,4,0,1976,1,336,182,0,0,0,0,2010,85000
21,1476,4,7,1970,1970,176,0,370,546,546,546,1,1,5,0,0,0,0,200,26,0,0,0,2010,76000
21,1491,4,6,1972,1972,150,480,0,630,630,0,1,0,3,0,0,0,0,96,24,0,0,0,2010,75500
21,1900,4,4,1970,1970,0,0,546,546,546,546,1,1,5,0,0,0,0,0,0,0,0,0,2010,88250
21,1890,4,6,1972,1972,294,0,252,546,546,546,1,1,5,0,1972,1,286,0,0,64,0,0,2010,85500
50,6953,5,7,1971,2004,469,0,395,864,874,0,1,0,5,0,1971,1,352,0,0,0,0,0,2010,130000
75.14444444,26142,5,7,1962,1962,593,0,595,1188,1188,0,1,0,6,0,1962,1,312,261,39,0,0,0,2010,157900
76,12887,5,7,1984,1984,207,590,36,833,833,0,1,0,5,0,1984,2,495,431,0,0,0,0,2010,149900
70,7700,5,2,1985,1986,0,0,1216,1216,1216,1216,4,2,10,0,1985,2,616,200,0,0,0,0,2010,159000
63,10475,5,5,1991,1991,458,0,166,624,624,650,1,1,6,0,1993,2,576,22,0,0,0,0,2010,136000
68,10544,5,5,1969,1969,476,0,388,864,864,615,2,0,8,0,1969,1,275,287,0,280,0,0,2010,161000
76,9892,8,5,1994,1995,1341,284,54,1679,1803,0,2,1,6,2,1994,2,482,129,64,222,0,0,2010,285000
74,12961,6,5,1993,1994,944,0,208,1152,1152,645,2,1,7,1,1993,2,616,162,312,0,0,0,2010,231000
74,13008,6,5,1956,1956,564,0,318,882,882,0,1,0,5,0,1956,1,502,0,0,0,0,0,2009,124500
85,10200,6,5,1974,1974,844,0,590,1434,1434,0,2,0,7,1,1974,2,528,80,21,0,0,0,2009,157000
75,13860,8,7,1972,1995,1410,0,542,1952,2000,704,2,1,9,3,1972,2,538,269,111,0,0,0,2009,345000
88,10179,6,5,1997,1997,847,0,98,945,945,663,2,1,7,1,1997,2,470,252,30,0,0,0,2009,189500
74.20720721,11792,8,5,2003,2003,850,0,158,1008,1008,1275,2,1,9,1,2003,3,632,120,46,0,0,0,2009,270000
60,8400,7,5,1996,1997,284,0,100,384,958,670,2,1,7,1,1996,2,390,48,72,0,0,0,2009,189000
42,14892,9,5,2006,2007,1320,0,426,1746,1746,0,2,0,7,2,2006,3,758,201,39,0,0,0,2009,377500
74.20720721,8530,7,5,1995,1996,0,0,384,384,804,670,2,1,7,1,1995,2,400,120,72,0,0,0,2009,168500
28,7296,8,5,2004,2005,1965,0,243,2208,2522,0,2,0,8,1,2004,2,564,182,57,0,0,0,2009,375000
40,5664,8,5,2000,2000,1158,0,343,1501,1659,0,2,0,5,1,2000,2,499,212,59,0,0,0,2009,278000
61,7380,8,5,1998,1998,341,0,1077,1418,1478,0,2,0,5,0,1998,2,495,168,43,0,0,0,2009,240000
57,8013,8,5,1995,1996,741,0,846,1587,1734,0,2,0,6,0,1995,2,528,52,50,0,0,0,2009,239500
57,8923,7,5,1998,1998,189,0,195,384,751,631,2,1,7,1,1998,2,396,256,0,0,0,0,2009,177500
74,10141,7,5,1998,1998,0,0,832,832,885,833,2,1,7,1,1998,2,427,0,94,0,0,291,2009,185000
60,7500,6,5,1998,1999,476,0,476,952,952,684,2,1,7,1,1998,2,440,0,84,0,0,0,2009,191000
59,7837,6,7,1993,1994,0,0,799,799,799,772,2,1,7,1,1993,2,380,0,40,0,0,0,2009,178000
74.20720721,9765,6,8,1993,1993,310,0,370,680,680,790,2,1,6,1,1993,2,420,232,63,0,0,0,2009,185000
74.20720721,8803,6,5,1994,1995,600,0,107,707,707,809,2,1,7,1,1994,2,409,0,46,0,0,0,2009,181316
58,7250,6,5,1993,1993,0,0,1181,1181,1190,0,2,0,6,1,1993,2,430,0,21,0,0,0,2009,166000
74.20720721,9636,6,5,1992,1993,0,0,808,808,808,785,2,1,7,1,1993,2,389,342,40,0,0,0,2009,178000
65,8125,6,5,1994,1995,0,0,702,702,702,779,2,1,6,1,1994,2,343,0,36,0,0,0,2009,174000
74.20720721,9248,6,6,1992,1992,560,0,598,1158,1167,0,2,0,6,0,1992,2,400,120,26,0,0,0,2009,173000
74.20720721,10762,7,5,1999,1999,694,0,284,978,1005,978,2,1,9,1,1999,2,490,0,0,0,0,0,2009,225000
99,11851,7,5,1990,1990,0,0,1424,1424,1442,0,2,0,5,0,1990,2,500,0,34,0,508,0,2009,180500
62.17391304,5814,8,5,1984,1984,1036,0,184,1220,1360,0,1,0,4,1,1984,2,565,63,0,0,0,0,2009,187500
63,17423,9,5,2008,2009,1904,0,312,2216,2234,0,2,0,9,1,2009,3,1166,0,60,0,0,0,2009,501837
80,11844,8,5,2008,2008,0,0,2046,2046,2046,0,2,1,7,1,2008,3,834,322,82,0,0,0,2009,372500
124,16158,7,5,2005,2005,1274,0,256,1530,1530,0,2,0,7,1,2005,2,430,168,36,0,0,0,2009,260000
85,11900,5,6,1977,1977,400,0,722,1122,946,988,2,1,6,1,1977,2,567,0,176,0,0,200,2009,185000
94,13005,7,7,1980,1980,692,0,153,845,1153,1200,2,1,10,1,1983,2,484,288,195,0,0,0,2009,260000
48,17043,6,5,1979,1998,0,0,1362,1362,1586,0,2,0,7,1,1979,2,435,192,0,0,0,0,2009,181000
85,11900,7,5,1977,1977,822,0,564,1386,1411,0,2,0,6,1,1977,2,544,192,0,0,0,0,2009,82500
81.51764706,16635,6,7,1977,2000,1246,0,356,1602,1602,0,2,0,8,1,1977,2,529,240,0,0,0,0,2009,215000
81.51764706,13250,7,6,1978,1978,0,0,832,832,1154,896,2,1,8,1,1978,2,529,192,192,0,0,0,2009,154000
80,10928,6,6,1978,1986,363,0,1064,1427,1671,0,2,0,7,1,1978,2,484,252,55,0,0,0,2009,200000
81.51764706,12388,7,7,1980,1991,602,0,441,1043,1539,1134,2,1,9,1,1980,2,441,178,84,0,0,0,2009,249000
81.51764706,14115,7,5,1980,1980,1036,0,336,1372,1472,0,2,0,6,2,1980,2,588,233,48,0,0,0,2009,187500
80,11088,6,5,1978,1998,832,0,308,1140,1707,0,2,0,7,1,1978,2,479,0,0,0,0,0,2009,184000
80,9600,8,5,1981,1981,1104,0,1420,2524,2524,0,2,1,9,1,1981,2,542,474,120,0,0,0,2009,278000
82,11880,7,5,1978,1978,704,0,567,1271,1601,0,2,0,7,1,1978,2,478,0,0,0,0,0,2009,157000
80,10400,7,5,1976,1976,0,0,1090,1090,1370,0,2,0,6,1,1976,2,479,0,0,0,0,0,2009,152000
81.51764706,10304,5,7,1976,1976,381,0,399,780,1088,780,2,1,9,1,1976,2,484,448,96,0,0,0,2009,197500
70,7000,7,5,2003,2003,622,0,304,926,1016,868,2,1,7,1,2003,2,581,0,35,0,0,0,2009,240900
75,8004,8,5,2009,2009,544,0,288,832,832,1103,2,1,8,0,2009,2,552,0,150,0,0,0,2009,263435
64.54938272,7500,8,5,2000,2001,0,0,1058,1058,1058,816,2,1,7,1,2000,2,588,0,134,0,0,0,2009,220000
64.54938272,8470,8,5,2002,2002,225,276,471,972,972,839,2,1,7,1,2002,2,565,225,48,0,0,0,2009,235000
81.51764706,9373,5,7,1975,1975,1333,168,120,1621,1621,0,2,0,7,2,1975,2,478,0,0,0,0,490,2009,213000
78,10140,6,6,1974,1974,888,0,228,1116,1116,0,2,0,6,1,1974,2,528,0,0,0,0,0,2009,167900
85,11050,7,5,1975,1975,636,0,540,1176,1193,0,2,0,5,1,1975,2,506,40,0,0,0,0,2009,158000
78,10140,6,5,1974,1974,0,0,1064,1064,1350,0,2,0,7,1,1974,2,478,0,0,0,0,0,2009,165000
81.51764706,10448,6,6,1972,1972,0,0,689,689,1378,741,2,1,7,1,1972,2,583,0,104,0,0,0,2009,158000
60,9000,5,5,1974,1974,0,0,896,896,896,896,2,2,8,0,0,0,0,32,45,0,0,0,2009,136000
75.21066667,8750,5,6,1970,1970,828,0,174,1002,1002,0,1,0,5,0,1973,2,902,0,0,0,0,0,2009,148500
61,7930,6,8,1969,2005,439,472,115,1026,1026,0,1,0,5,0,1969,2,440,171,48,0,0,0,2009,156000
75.21066667,7830,5,5,1970,1970,0,0,1180,1180,1180,0,1,1,6,0,1970,2,477,0,45,0,0,0,2009,128000
75.21066667,8510,5,7,1971,1971,500,0,543,1043,1050,0,1,1,6,0,1971,1,336,0,0,0,0,0,2009,143000
60,7038,4,6,1970,1970,726,0,138,864,864,0,1,0,5,0,2001,2,576,210,0,0,0,0,2009,76500
60,6960,4,6,1970,1970,375,239,250,864,864,0,1,0,5,0,1989,2,660,96,0,0,0,0,2009,120500
70,8120,4,7,1970,1970,191,0,673,864,864,0,1,0,5,0,1994,2,463,0,0,0,0,0,2009,124500
70,10500,4,6,1971,1971,524,180,160,864,864,0,1,0,4,0,1989,2,576,216,0,0,0,0,2009,97000
60,9000,4,7,1971,2006,240,0,624,864,864,0,1,0,5,0,1986,2,576,200,0,0,0,0,2009,130000
21,1680,6,5,1973,1973,254,0,229,483,483,504,1,1,5,0,1973,1,264,0,0,0,0,0,2009,111000
24,2368,5,6,1970,1970,765,0,0,765,765,600,1,1,7,0,1970,2,440,0,36,0,0,0,2009,125000
21,1680,5,5,1971,1971,0,0,630,630,630,672,2,1,6,0,1991,1,280,0,0,0,0,0,2009,112000
21,1680,6,6,1972,1972,110,294,79,483,483,504,1,1,5,0,1972,1,288,0,0,0,0,0,2009,97000
21,1680,6,8,1972,2007,162,0,321,483,483,504,1,1,5,0,1972,1,264,250,0,0,0,0,2009,118000
21,1680,5,7,1972,1972,231,0,399,630,630,672,2,1,6,0,1972,1,264,185,0,0,0,0,2009,119500
28.14285714,4928,6,6,1976,1976,958,0,0,958,958,0,2,0,5,0,1976,2,440,0,60,0,0,0,2009,143750
24,2308,6,5,1976,1976,306,0,498,804,804,744,2,1,7,1,1976,2,440,108,0,0,0,0,2009,146000
24,2280,6,6,1976,1976,566,0,289,855,855,601,2,1,7,1,1976,2,440,87,0,0,0,0,2009,148500
24,2280,7,5,1975,1975,435,622,0,1057,1055,0,2,0,4,1,1975,2,440,0,27,0,0,0,2009,123000
24,2308,6,5,1974,1974,257,495,103,855,855,467,2,1,6,1,1974,2,440,260,0,0,0,0,2009,147000
24,2349,6,5,1977,1977,389,0,466,855,855,601,2,1,6,1,1977,2,440,0,28,0,0,0,2009,137900
24,2364,6,5,1978,1978,320,0,484,804,804,744,2,1,7,1,1978,2,440,108,0,0,0,0,2009,147000
24,2289,6,6,1978,1978,311,0,544,855,855,586,2,1,7,1,1978,2,440,28,0,0,0,0,2009,148500
24,2364,6,5,1978,1978,279,0,576,855,855,601,2,1,6,1,1978,2,440,147,0,0,0,0,2009,138000
24,2104,7,6,1976,1976,536,0,300,836,836,0,1,0,5,0,1976,1,345,150,20,0,0,0,2009,128500
65,7150,5,5,1967,1967,432,0,460,892,892,0,1,0,5,0,1967,1,288,0,0,0,0,0,2009,100000
75.21066667,10710,5,7,1966,2004,644,0,220,864,1120,0,1,0,5,1,1966,2,656,0,162,0,0,0,2009,148800
96,12456,10,5,2006,2007,1172,0,528,1700,1718,0,2,0,7,1,2008,3,786,216,48,0,0,0,2009,337500
110,14257,9,5,2007,2007,1360,0,416,1776,1794,978,3,1,10,3,2007,3,754,135,64,0,0,0,2009,462000
104,13518,9,5,2008,2009,0,0,1926,1926,1966,1174,3,1,11,2,2009,3,820,144,78,0,0,0,2009,485000
105,15431,10,5,2008,2008,1767,539,788,3094,2402,0,2,0,10,2,2008,3,672,0,72,0,0,170,2009,555000
108,13173,9,5,2006,2007,1572,0,80,1652,1652,0,2,0,6,2,2006,2,840,404,102,0,0,0,2009,325000
110,14230,8,5,2007,2007,0,0,1566,1566,1600,0,2,0,7,1,2007,3,890,0,56,0,0,0,2009,256300
98,12704,8,5,2008,2009,0,0,2042,2042,2042,0,2,1,8,1,2009,3,1390,0,90,0,0,0,2009,253293
95,12350,9,5,2009,2009,986,0,379,1365,1365,1325,2,1,8,1,2009,3,864,0,197,0,0,0,2009,398800
96,11308,9,5,2008,2008,936,0,168,1104,1130,1054,2,1,10,1,2008,3,836,0,102,0,0,0,2009,335000
95,12350,9,5,2008,2008,1232,0,788,2020,2020,0,2,0,7,1,2008,3,896,192,98,0,0,0,2009,404000
94,12220,10,5,2009,2009,1436,0,570,2006,2020,0,2,1,9,1,2009,3,900,156,54,0,0,0,2009,402861
97,13478,10,5,2008,2008,1338,0,384,1722,1728,568,2,1,10,1,2008,3,842,382,274,0,0,0,2009,451950
105,13693,10,5,2007,2007,2288,0,342,2630,2674,0,2,1,8,2,2007,3,762,360,50,0,0,0,2009,610000
107,13891,9,5,2008,2009,0,0,1734,1734,1734,1088,3,1,12,1,2009,3,1020,52,170,0,0,192,2009,582933
95,11578,9,5,2008,2008,0,0,1736,1736,1736,0,2,0,7,1,2008,3,834,319,90,0,0,0,2009,360000
129,16870,8,5,2004,2005,1531,0,251,1782,1782,0,2,0,7,2,2004,3,932,99,82,0,0,0,2009,296000
59,23303,8,5,2007,2007,1230,0,278,1508,1508,1012,2,1,10,1,2007,3,640,192,273,0,0,0,2009,409900
87,11146,8,5,2006,2006,0,0,1709,1709,1717,0,2,0,7,1,2006,3,908,169,39,0,0,0,2009,255500
87,10367,9,5,2008,2008,1015,0,724,1739,1743,0,2,0,8,1,2008,3,927,168,45,0,0,0,2009,335000
76,9591,8,5,2004,2005,1088,0,625,1713,1713,0,2,0,7,1,2004,3,856,0,26,0,0,170,2009,274900
77,10872,9,5,2006,2006,1037,0,467,1504,1531,0,2,0,6,1,2006,3,700,184,52,0,0,0,2009,300000
102,13514,9,5,2008,2008,1142,0,632,1774,1808,0,2,0,7,1,2008,3,850,200,26,0,0,0,2009,324000
74,8834,9,5,2004,2005,1170,0,292,1462,1462,762,2,1,10,1,2004,3,738,184,0,0,0,0,2009,350000
107,11362,8,5,2004,2005,1039,0,797,1836,1836,0,2,0,7,1,2004,3,862,125,185,0,0,0,2009,280000
85,10655,8,5,2003,2004,1124,479,1603,3206,1629,0,2,0,7,1,2003,3,880,0,0,0,0,0,2009,284000
90,12878,7,5,2003,2004,1262,0,498,1760,1760,0,2,0,8,1,2003,2,583,165,190,0,0,0,2009,269500
79,9541,7,5,2009,2009,0,0,1502,1502,1502,0,2,0,7,0,2009,2,644,0,114,0,0,0,2009,233170
103,13472,10,5,2003,2003,56,0,2336,2392,2392,0,2,0,8,1,2003,3,968,248,105,0,0,0,2009,386250
110,15274,9,5,2003,2003,1972,0,480,2452,2452,0,2,0,10,1,2003,3,886,0,116,0,0,0,2009,445000
96,13262,8,5,2003,2004,0,0,1082,1082,1105,1295,3,1,10,1,2003,3,730,114,40,0,0,0,2009,290000
70,9658,8,5,2006,2006,0,0,1598,1598,1606,0,2,0,6,1,2006,3,871,230,60,0,0,0,2009,255900
47,6904,6,5,2005,2005,836,0,522,1358,1358,0,2,0,6,1,2005,2,484,192,36,0,0,0,2009,213000
34,5381,6,5,2005,2005,900,0,406,1306,1306,0,2,0,5,1,2005,2,624,170,63,0,0,0,2009,196000
