Gone,JoinDate,Age,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PerformanceRating
Yes,7/23/2020,31,Travel_Frequently,3,4,Female,3,1,Research Scientist,3,Single,4084,1,3
No,6/24/2021,50,Travel_Frequently,22,3,Male,1,4,Research Director,4,Single,14411,1,3
No,6/23/2019,34,Travel_Rarely,7,2,Male,3,1,Sales Representative,3,Married,2308,0,4
No,8/24/2019,42,Travel_Rarely,2,3,Male,2,1,Laboratory Technician,2,Married,4841,4,3
No,1/26/2021,37,Travel_Rarely,13,1,Male,3,2,Research Scientist,4,Married,4285,1,3
No,10/14/2021,29,Travel_Rarely,8,3,Female,1,2,Healthcare Representative,1,Married,9715,3,3
No,12/29/2020,33,Travel_Rarely,25,4,Male,2,2,Manufacturing Director,2,Single,4320,1,3
No,1/31/2019,45,Travel_Rarely,28,4,Male,3,1,Research Scientist,4,Married,2132,4,4
No,2/8/2021,42,Travel_Frequently,2,4,Male,3,3,Healthcare Representative,4,Married,10124,2,3
No,3/25/2019,40,Travel_Rarely,9,1,Male,3,2,Sales Executive,1,Married,5473,0,3
No,9/1/2019,33,Travel_Rarely,28,2,Male,3,2,Laboratory Technician,3,Married,5207,1,3
No,2/6/2021,40,Travel_Rarely,6,3,Male,3,4,Manager,4,Single,16437,1,4
No,4/5/2020,24,Travel_Rarely,21,3,Male,2,1,Laboratory Technician,1,Divorced,2296,0,3
No,11/30/2019,40,Non-Travel,8,4,Male,3,2,Healthcare Representative,4,Divorced,4069,3,3
No,1/22/2021,45,Travel_Rarely,1,1,Male,3,3,Healthcare Representative,2,Divorced,7441,1,3
No,11/23/2020,35,Travel_Rarely,28,2,Female,2,1,Sales Representative,3,Married,2430,0,4
No,8/15/2021,32,Travel_Rarely,5,4,Female,2,2,Research Scientist,2,Married,5878,3,3
No,7/14/2019,36,Travel_Rarely,2,3,Male,3,1,Sales Representative,4,Single,2644,3,4
No,9/22/2019,48,Travel_Rarely,16,3,Female,3,2,Sales Executive,3,Divorced,6439,8,3
No,7/14/2020,29,Travel_Rarely,9,3,Male,4,1,Research Scientist,3,Married,2451,6,3
No,2/24/2021,33,Travel_Rarely,8,1,Male,3,2,Sales Executive,1,Married,6392,2,3
Yes,1/6/2020,30,Travel_Rarely,1,2,Male,2,2,Sales Executive,1,Married,9714,1,3
No,12/11/2019,38,Travel_Frequently,10,3,Male,3,2,Human Resources,3,Married,6077,3,3
No,11/10/2020,35,Travel_Rarely,1,4,Male,2,1,Laboratory Technician,1,Single,2450,1,3
No,7/27/2020,30,Travel_Rarely,29,3,Male,3,3,Sales Executive,2,Married,9250,3,3
Yes,5/13/2021,35,Travel_Rarely,2,1,Female,3,1,Laboratory Technician,1,Divorced,2074,1,3
Yes,1/10/2021,53,Travel_Rarely,2,3,Female,2,3,Manufacturing Director,4,Married,10169,0,3
Yes,12/22/2021,38,Travel_Rarely,2,3,Male,3,2,Manufacturing Director,2,Married,4855,4,3
No,9/12/2021,32,Non-Travel,1,4,Male,3,2,Research Scientist,1,Married,4087,4,3
No,5/12/2019,48,Travel_Rarely,15,3,Female,3,1,Research Scientist,1,Married,2367,8,3
No,1/11/2020,34,Travel_Rarely,7,1,Male,3,1,Research Scientist,4,Single,2972,1,3
No,7/20/2020,55,Travel_Rarely,26,3,Male,2,5,Manager,4,Married,19586,1,4
No,12/16/2020,34,Travel_Rarely,1,2,Male,3,2,Research Scientist,4,Married,5484,9,3
No,4/12/2019,26,Travel_Rarely,3,1,Female,3,1,Research Scientist,4,Married,2061,1,4
No,8/30/2021,38,Travel_Rarely,14,3,Male,3,2,Sales Executive,2,Married,9924,0,3
No,11/29/2020,38,Travel_Rarely,16,2,Female,3,2,Sales Executive,2,Single,4198,2,3
No,8/3/2019,36,Travel_Rarely,1,2,Female,3,2,Sales Executive,3,Single,6815,6,3
No,6/28/2019,29,Travel_Rarely,3,2,Male,3,1,Laboratory Technician,1,Single,4723,1,3
No,11/16/2021,35,Travel_Rarely,10,1,Female,3,2,Healthcare Representative,3,Single,6142,3,3
No,2/16/2019,39,Travel_Rarely,6,4,Male,4,3,Sales Executive,3,Married,8237,2,3
No,11/7/2020,29,Travel_Frequently,2,1,Male,3,2,Healthcare Representative,4,Divorced,8853,1,3
No,1/19/2020,50,Travel_Rarely,9,3,Male,3,5,Manager,3,Married,19331,4,3
No,6/27/2020,23,Travel_Rarely,10,4,Male,4,1,Research Scientist,3,Married,2073,2,3
No,12/8/2020,36,Travel_Frequently,6,1,Male,4,2,Laboratory Technician,1,Married,5562,3,3
No,12/21/2021,42,Travel_Rarely,9,4,Male,2,5,Manager,4,Single,19613,8,4
No,6/17/2020,35,Travel_Rarely,28,2,Male,4,2,Laboratory Technician,3,Married,3407,1,3
No,7/10/2019,34,Travel_Frequently,10,4,Male,2,2,Healthcare Representative,3,Married,5063,1,3
No,4/4/2020,40,Travel_Rarely,14,4,Female,3,2,Sales Executive,1,Married,4639,1,3
No,6/21/2019,43,Travel_Rarely,27,4,Male,4,1,Laboratory Technician,2,Divorced,4876,5,3
No,4/12/2020,35,Travel_Rarely,7,3,Male,2,1,Laboratory Technician,4,Married,2690,1,3
No,6/9/2021,46,Travel_Rarely,1,4,Male,4,4,Manager,1,Single,17567,1,3
Yes,2/20/2020,28,Travel_Rarely,24,3,Male,3,1,Laboratory Technician,2,Married,2408,1,3
No,1/15/2019,22,Non-Travel,26,2,Female,2,1,Research Scientist,3,Married,2814,1,3
No,9/16/2021,50,Travel_Frequently,20,2,Male,3,4,Healthcare Representative,3,Married,11245,2,3
No,12/1/2020,32,Travel_Rarely,5,2,Female,4,1,Research Scientist,4,Married,3312,3,3
No,4/15/2019,44,Travel_Rarely,7,2,Female,3,5,Research Director,4,Divorced,19049,0,3
No,4/4/2019,30,Travel_Rarely,7,2,Male,2,1,Research Scientist,2,Married,2141,1,3
No,10/19/2020,45,Travel_Rarely,5,3,Female,1,2,Laboratory Technician,1,Single,5769,1,3
No,3/13/2020,45,Non-Travel,26,1,Male,2,2,Sales Executive,1,Married,4385,1,3
No,1/12/2021,31,Travel_Frequently,2,4,Male,3,2,Sales Executive,1,Single,5332,7,3
No,10/27/2020,36,Travel_Rarely,12,3,Female,3,2,Manufacturing Director,3,Married,4663,9,3
No,10/15/2020,34,Travel_Frequently,10,3,Male,4,2,Manufacturing Director,4,Divorced,4724,1,3
No,1/24/2019,49,Travel_Rarely,25,3,Female,3,1,Laboratory Technician,1,Married,3211,1,3
No,3/13/2019,39,Travel_Rarely,10,2,Male,3,2,Manufacturing Director,1,Married,5377,2,3
No,6/12/2020,27,Travel_Rarely,19,4,Male,2,1,Laboratory Technician,1,Divorced,4066,1,3
No,2/2/2021,35,Travel_Rarely,18,2,Male,4,2,Research Scientist,1,Married,5208,1,3
No,6/11/2020,28,Travel_Rarely,27,2,Female,1,2,Manufacturing Director,1,Divorced,4877,0,4
No,8/2/2021,21,Travel_Rarely,5,3,Male,3,1,Research Scientist,4,Single,3117,1,3
Yes,5/7/2020,18,Travel_Frequently,3,2,Female,3,1,Sales Representative,4,Single,1569,1,3
No,11/16/2020,47,Travel_Rarely,26,4,Female,3,5,Manager,3,Married,19658,3,3
No,2/27/2019,39,Travel_Rarely,3,3,Male,2,2,Laboratory Technician,3,Divorced,3069,0,3
No,6/18/2021,40,Travel_Rarely,15,1,Female,2,3,Manufacturing Director,3,Married,10435,1,3
No,5/5/2019,35,Non-Travel,8,3,Female,3,2,Healthcare Representative,3,Married,4148,1,3
No,5/17/2021,37,Travel_Rarely,19,3,Male,3,2,Manufacturing Director,3,Married,5768,3,3
No,5/25/2020,39,Travel_Frequently,4,1,Female,3,2,Manufacturing Director,3,Single,5042,0,3
No,12/21/2020,45,Travel_Rarely,2,4,Female,2,2,Manufacturing Director,4,Divorced,5770,1,3
No,11/1/2020,38,Travel_Rarely,2,4,Female,2,3,Manufacturing Director,3,Married,7756,3,3
Yes,12/22/2020,35,Travel_Rarely,10,4,Male,2,3,Sales Executive,1,Married,10306,9,3
No,4/16/2019,37,Travel_Rarely,10,2,Female,3,1,Research Scientist,2,Married,3936,1,3
No,2/24/2019,40,Travel_Rarely,16,3,Female,3,3,Manufacturing Director,4,Single,7945,6,3
No,2/27/2020,44,Travel_Frequently,1,1,Male,3,2,Human Resources,4,Married,5743,4,3
No,7/28/2021,48,Travel_Frequently,4,3,Male,2,4,Manager,4,Married,15202,2,4
Yes,1/5/2020,35,Travel_Rarely,15,1,Male,1,2,Sales Executive,4,Divorced,5440,6,3
No,12/22/2020,24,Travel_Frequently,2,1,Female,3,1,Research Scientist,4,Single,3760,1,3
No,4/20/2021,27,Travel_Rarely,8,2,Female,4,1,Research Scientist,3,Married,3517,7,3
No,10/29/2020,27,Travel_Frequently,2,4,Male,3,1,Research Scientist,4,Single,2580,2,3
Yes,11/29/2021,40,Travel_Rarely,7,1,Male,3,1,Laboratory Technician,1,Single,2166,3,3
No,1/6/2021,29,Travel_Rarely,10,3,Male,2,2,Sales Executive,3,Single,5869,9,3
No,3/29/2021,36,Travel_Rarely,5,2,Female,3,3,Healthcare Representative,1,Married,8008,4,3
No,10/31/2020,25,Travel_Frequently,2,4,Male,4,2,Manufacturing Director,3,Divorced,5206,1,3
No,6/9/2021,39,Travel_Rarely,12,4,Male,3,2,Manufacturing Director,2,Married,5295,4,4
No,1/8/2021,49,Travel_Rarely,22,1,Female,3,4,Research Director,2,Married,16413,3,3
No,7/15/2019,50,Travel_Rarely,17,4,Female,2,3,Research Director,1,Divorced,13269,5,3
No,3/21/2019,20,Travel_Rarely,2,3,Female,3,1,Sales Representative,3,Single,2783,1,3
No,5/21/2021,34,Travel_Rarely,3,4,Female,3,2,Research Scientist,2,Divorced,5433,1,3
No,8/5/2021,36,Travel_Rarely,7,1,Male,3,1,Laboratory Technician,2,Single,2013,2,3
No,6/8/2021,49,Travel_Rarely,6,3,Female,2,4,Healthcare Representative,3,Married,13966,2,3
No,1/21/2020,36,Non-Travel,1,4,Female,2,2,Manufacturing Director,3,Married,4374,0,3
No,10/18/2021,36,Travel_Rarely,3,4,Male,4,2,Healthcare Representative,1,Divorced,6842,6,4
No,8/25/2019,54,Travel_Rarely,22,2,Female,3,4,Manager,3,Married,17426,3,4
No,7/19/2021,43,Travel_Rarely,15,3,Male,2,4,Research Director,3,Married,17603,1,4
Yes,12/12/2019,35,Travel_Frequently,12,4,Male,3,2,Sales Executive,4,Single,4581,3,4
No,5/10/2021,38,Travel_Frequently,1,4,Male,3,2,Research Scientist,4,Married,4735,7,3
No,12/31/2020,29,Travel_Rarely,5,1,Male,2,2,Sales Executive,2,Divorced,4187,1,3
No,11/27/2020,33,Travel_Rarely,2,4,Male,3,2,Sales Executive,4,Divorced,5505,1,3
No,2/22/2020,32,Travel_Rarely,2,4,Male,3,2,Research Scientist,2,Divorced,5470,0,3
No,5/6/2020,31,Travel_Rarely,5,1,Female,3,2,Sales Executive,4,Married,5476,1,3
No,1/5/2020,49,Travel_Rarely,16,4,Female,3,1,Laboratory Technician,1,Divorced,2587,4,3
No,3/12/2019,38,Travel_Frequently,2,4,Female,2,1,Laboratory Technician,2,Single,2440,1,4
No,3/19/2019,47,Travel_Rarely,2,2,Female,4,4,Manager,2,Divorced,15972,6,3
No,7/29/2019,49,Travel_Rarely,1,3,Male,3,4,Manager,3,Single,15379,4,3
No,1/30/2021,41,Travel_Rarely,23,4,Male,3,3,Sales Executive,3,Single,7082,3,3
No,9/26/2021,20,Travel_Rarely,9,4,Male,3,1,Sales Representative,1,Single,2728,1,3
No,7/30/2019,33,Non-Travel,16,3,Female,3,2,Sales Executive,4,Divorced,5368,1,4
No,9/15/2019,36,Travel_Rarely,26,1,Male,3,2,Healthcare Representative,3,Married,5347,6,3
No,6/9/2021,44,Travel_Rarely,1,3,Female,3,1,Human Resources,4,Divorced,3195,4,3
Yes,9/3/2021,23,Travel_Rarely,8,4,Male,2,1,Laboratory Technician,3,Single,3989,1,3
No,10/9/2019,38,Travel_Rarely,4,4,Female,3,1,Laboratory Technician,3,Married,3306,7,3
No,9/14/2019,53,Travel_Rarely,24,2,Male,4,3,Healthcare Representative,4,Married,7005,3,3
Yes,9/11/2019,48,Travel_Frequently,7,4,Female,3,1,Sales Representative,3,Married,2655,2,3
Yes,7/30/2019,32,Travel_Rarely,2,4,Male,3,1,Laboratory Technician,2,Single,1393,1,3
No,10/8/2019,26,Non-Travel,7,4,Male,3,1,Laboratory Technician,4,Single,2570,1,4
No,5/24/2019,55,Travel_Rarely,22,1,Male,2,1,Research Scientist,2,Divorced,3537,5,3
No,1/20/2019,34,Travel_Rarely,5,2,Male,2,2,Laboratory Technician,4,Married,3986,1,3
No,2/15/2021,60,Travel_Rarely,1,3,Male,1,3,Healthcare Representative,4,Divorced,10883,3,4
No,4/29/2019,33,Travel_Rarely,21,2,Male,4,1,Laboratory Technician,2,Married,2028,1,3
No,3/6/2021,37,Travel_Frequently,1,3,Male,1,2,Sales Executive,4,Divorced,9525,1,3
No,8/14/2021,34,Travel_Rarely,19,2,Female,2,1,Research Scientist,4,Married,2929,1,3
Yes,5/10/2019,23,Travel_Rarely,7,3,Male,3,1,Sales Representative,4,Divorced,2275,1,4
No,2/16/2019,44,Travel_Rarely,2,3,Female,4,3,Healthcare Representative,4,Married,7879,1,3
No,1/12/2020,35,Travel_Frequently,2,1,Male,2,1,Research Scientist,4,Single,4930,0,3
No,4/6/2020,43,Travel_Rarely,2,4,Male,3,2,Sales Executive,4,Married,7847,1,3
No,10/7/2020,24,Travel_Rarely,9,3,Male,4,1,Research Scientist,3,Married,4401,1,3
No,1/6/2021,41,Travel_Rarely,6,4,Male,3,3,Sales Executive,3,Single,9241,1,3
No,2/18/2021,29,Travel_Rarely,9,4,Female,3,1,Laboratory Technician,3,Married,2974,9,3
No,12/30/2020,36,Travel_Rarely,2,3,Female,3,2,Sales Representative,4,Single,4502,3,3
No,8/14/2019,45,Non-Travel,1,3,Male,2,3,Healthcare Representative,3,Married,10748,3,4
Yes,3/20/2019,24,Travel_Rarely,22,4,Male,1,1,Human Resources,3,Married,1555,1,3
Yes,2/1/2020,47,Travel_Frequently,9,3,Male,1,4,Sales Executive,3,Married,12936,7,3
No,5/21/2020,26,Travel_Rarely,17,4,Male,1,1,Laboratory Technician,3,Married,2305,1,3
No,2/17/2021,45,Travel_Rarely,28,4,Female,2,4,Research Director,2,Single,16704,1,3
No,8/11/2020,32,Travel_Frequently,10,1,Male,3,1,Research Scientist,3,Married,3433,6,3
No,6/18/2019,31,Travel_Rarely,2,2,Male,3,1,Laboratory Technician,3,Married,3477,1,3
No,10/23/2019,41,Non-Travel,4,3,Male,1,2,Human Resources,2,Married,6430,6,3
No,3/24/2019,40,Travel_Rarely,8,2,Female,3,2,Manufacturing Director,1,Married,6516,2,3
No,7/15/2020,24,Travel_Rarely,29,2,Male,3,1,Laboratory Technician,1,Divorced,3907,1,3
No,1/27/2020,46,Travel_Rarely,13,3,Male,3,2,Healthcare Representative,2,Single,5562,6,3
No,4/15/2019,35,Travel_Rarely,27,4,Male,3,2,Manufacturing Director,3,Married,6883,2,3
No,10/12/2021,30,Travel_Rarely,16,2,Male,3,1,Research Scientist,4,Married,2862,1,3
No,6/13/2019,47,Non-Travel,2,3,Male,3,2,Sales Executive,2,Married,4978,7,3
No,4/11/2019,46,Travel_Rarely,2,3,Male,3,3,Sales Executive,4,Divorced,10368,4,3
Yes,8/21/2019,36,Travel_Rarely,13,2,Male,2,2,Sales Executive,1,Divorced,6134,5,3
Yes,12/24/2020,32,Travel_Rarely,1,1,Male,1,2,Sales Executive,2,Single,6735,6,3
No,12/10/2019,23,Travel_Rarely,4,3,Female,3,1,Laboratory Technician,2,Single,3295,1,3
No,11/7/2021,31,Travel_Frequently,24,4,Female,3,2,Manufacturing Director,4,Single,5238,2,4
No,2/5/2019,39,Non-Travel,1,4,Male,3,2,Laboratory Technician,4,Married,6472,1,3
No,2/15/2021,32,Travel_Rarely,19,4,Male,1,3,Sales Executive,3,Married,9610,3,3
No,2/22/2021,40,Travel_Rarely,7,2,Male,3,5,Manager,2,Single,19833,1,3
No,5/7/2021,45,Travel_Rarely,4,3,Female,1,3,Human Resources,3,Married,9756,4,4
No,3/5/2021,30,Travel_Frequently,2,4,Female,2,1,Research Scientist,1,Single,4968,0,3
No,3/2/2021,24,Travel_Frequently,10,1,Male,3,1,Human Resources,4,Married,2145,0,3
Yes,5/12/2020,30,Travel_Frequently,8,3,Female,2,1,Human Resources,4,Divorced,2180,6,3
No,4/29/2019,31,Travel_Rarely,5,1,Male,3,2,Sales Executive,3,Married,8346,1,3
No,1/21/2021,27,Travel_Rarely,8,3,Female,3,1,Research Scientist,4,Single,3445,1,3
Yes,5/29/2020,29,Travel_Rarely,9,2,Female,1,1,Sales Representative,2,Single,2760,1,3
No,10/11/2021,29,Travel_Frequently,1,4,Male,4,2,Healthcare Representative,3,Single,6294,8,3
No,10/31/2021,30,Travel_Rarely,15,3,Male,2,3,Sales Executive,1,Divorced,7140,2,3
No,2/22/2021,34,Travel_Rarely,2,4,Male,4,1,Research Scientist,4,Married,2932,0,3
No,5/2/2021,33,Non-Travel,2,4,Female,3,2,Sales Executive,2,Single,5147,8,3
No,6/5/2020,49,Travel_Rarely,11,4,Female,3,2,Sales Executive,4,Single,4507,3,3
Yes,1/11/2019,33,Travel_Rarely,16,1,Female,3,3,Sales Executive,1,Single,8564,2,4
No,12/9/2019,38,Travel_Frequently,2,3,Female,2,1,Laboratory Technician,2,Married,2468,4,3
Yes,2/5/2019,31,Travel_Rarely,16,1,Male,3,3,Sales Executive,3,Married,8161,2,3
No,7/26/2021,29,Travel_Rarely,4,4,Female,2,1,Research Scientist,1,Divorced,2109,1,3
No,1/27/2021,30,Travel_Rarely,16,3,Male,4,2,Healthcare Representative,3,Married,5294,3,3
No,3/14/2021,32,Non-Travel,5,2,Male,3,1,Research Scientist,2,Single,2718,2,3
No,1/4/2020,38,Travel_Rarely,18,2,Male,1,2,Healthcare Representative,4,Married,5811,3,3
Yes,3/24/2021,43,Travel_Frequently,17,3,Male,2,1,Research Scientist,3,Married,2437,9,3
No,6/24/2021,42,Travel_Rarely,12,2,Male,3,1,Laboratory Technician,2,Divorced,2766,8,4
No,12/16/2021,55,Travel_Rarely,2,3,Male,2,5,Research Director,1,Married,19038,8,3
No,11/11/2021,33,Non-Travel,4,4,Male,3,2,Research Scientist,2,Divorced,3055,5,3
No,3/14/2019,41,Travel_Rarely,9,3,Male,3,1,Laboratory Technician,1,Divorced,2289,1,4
No,7/29/2019,34,Non-Travel,10,4,Male,3,2,Sales Executive,3,Divorced,4001,1,3
No,1/10/2021,53,Non-Travel,1,1,Female,2,4,Manufacturing Director,3,Married,12965,4,4
No,2/17/2020,43,Travel_Rarely,2,2,Male,3,1,Human Resources,4,Single,3539,0,3
No,10/12/2020,34,Travel_Rarely,3,4,Female,1,2,Sales Executive,4,Single,6029,5,3
Yes,4/9/2019,21,Travel_Rarely,7,2,Male,3,1,Sales Representative,2,Single,2679,1,3
No,7/9/2019,38,Travel_Rarely,6,4,Female,2,1,Laboratory Technician,3,Married,3702,1,3
Yes,10/27/2020,22,Travel_Rarely,8,3,Female,3,1,Laboratory Technician,1,Married,2398,1,3
No,1/21/2019,31,Travel_Rarely,29,1,Female,2,2,Sales Executive,4,Married,5468,1,3
No,10/11/2019,51,Travel_Rarely,3,1,Female,3,3,Manager,3,Married,13116,2,3
No,12/25/2019,37,Travel_Rarely,9,2,Male,2,2,Sales Executive,2,Married,4189,1,3
No,10/9/2021,46,Travel_Rarely,2,3,Male,3,5,Research Director,4,Divorced,19328,7,3
No,7/26/2021,36,Travel_Rarely,10,4,Male,3,3,Healthcare Representative,1,Married,8321,7,3
Yes,6/1/2021,44,Travel_Frequently,1,3,Male,3,1,Research Scientist,2,Divorced,2342,1,3
No,7/13/2019,37,Travel_Rarely,8,3,Male,3,2,Human Resources,2,Divorced,4071,2,3
Yes,4/7/2020,35,Travel_Rarely,27,3,Male,3,2,Sales Executive,4,Single,5813,1,3
No,12/22/2019,33,Travel_Rarely,8,4,Male,4,1,Research Scientist,1,Married,3143,6,3
No,9/11/2021,28,Travel_Rarely,1,3,Male,3,1,Research Scientist,4,Married,2044,1,3
No,12/5/2020,39,Travel_Rarely,10,3,Male,3,3,Research Director,3,Single,13464,7,4
No,11/26/2020,46,Non-Travel,26,2,Male,2,2,Sales Executive,2,Single,7991,8,3
No,5/31/2021,40,Travel_Rarely,2,3,Female,3,1,Laboratory Technician,1,Married,3377,4,3
No,11/19/2019,42,Travel_Rarely,13,2,Male,4,2,Healthcare Representative,1,Married,5538,5,3
No,1/2/2021,35,Non-Travel,2,2,Male,3,2,Manufacturing Director,4,Divorced,5762,2,3
No,3/1/2020,38,Non-Travel,2,1,Male,3,1,Human Resources,2,Divorced,2592,5,3
Yes,1/25/2021,34,Travel_Frequently,9,4,Male,3,2,Laboratory Technician,1,Married,5346,4,3
Yes,12/24/2019,37,Travel_Rarely,10,4,Male,3,2,Manufacturing Director,1,Single,4213,1,3
No,9/28/2021,39,Travel_Frequently,20,3,Male,3,2,Sales Executive,4,Divorced,4127,2,3
No,7/13/2019,43,Non-Travel,9,1,Male,3,1,Research Scientist,3,Single,2438,4,3
No,8/23/2019,41,Travel_Rarely,5,2,Male,4,2,Healthcare Representative,2,Single,6870,3,3
No,9/4/2019,41,Travel_Rarely,4,3,Female,3,3,Sales Executive,3,Divorced,10447,0,3
No,6/2/2021,30,Travel_Rarely,10,1,Female,3,3,Manufacturing Director,3,Single,9667,9,3
Yes,9/26/2021,26,Travel_Rarely,20,4,Female,3,1,Human Resources,2,Married,2148,0,3
Yes,9/19/2020,46,Travel_Rarely,21,4,Female,3,2,Healthcare Representative,2,Married,8926,4,4
No,11/28/2020,40,Travel_Rarely,1,3,Female,3,2,Healthcare Representative,4,Divorced,6513,4,3
No,6/15/2019,34,Travel_Rarely,8,2,Male,4,2,Sales Executive,3,Married,6799,1,4
No,1/7/2021,58,Non-Travel,2,2,Male,3,4,Manager,2,Divorced,16291,4,4
No,2/26/2019,35,Travel_Rarely,23,2,Male,1,1,Laboratory Technician,3,Married,2705,0,3
No,11/17/2021,47,Travel_Rarely,4,3,Female,2,3,Manufacturing Director,2,Divorced,10333,8,3
No,11/15/2019,40,Travel_Rarely,12,2,Female,3,2,Healthcare Representative,1,Divorced,4448,2,3
No,10/7/2019,54,Travel_Rarely,7,4,Female,3,2,Research Scientist,4,Married,6854,4,3
No,4/30/2019,31,Travel_Frequently,7,1,Female,3,3,Sales Executive,1,Married,9637,2,3
No,6/26/2021,28,Travel_Rarely,1,3,Female,3,1,Research Scientist,1,Married,3591,1,4
No,9/26/2021,38,Travel_Rarely,2,2,Female,1,2,Sales Representative,4,Married,5405,2,4
No,2/17/2019,26,Travel_Rarely,10,3,Male,3,2,Sales Executive,4,Single,4684,1,3
No,9/19/2021,58,Travel_Frequently,15,1,Male,3,4,Research Director,3,Married,15787,2,3
No,10/7/2021,18,Non-Travel,14,2,Female,3,1,Research Scientist,3,Single,1514,1,3
Yes,11/19/2020,31,Travel_Rarely,18,4,Male,4,1,Human Resources,1,Married,2956,0,3
Yes,3/28/2020,29,Travel_Rarely,13,1,Male,2,1,Human Resources,1,Divorced,2335,4,3
No,5/21/2020,45,Non-Travel,2,3,Female,3,2,Sales Executive,3,Married,5154,4,4
No,11/26/2021,36,Travel_Rarely,2,4,Female,3,2,Research Scientist,2,Married,6962,4,4
No,11/3/2021,43,Travel_Frequently,2,1,Male,3,2,Sales Executive,4,Married,5675,1,4
No,12/17/2020,27,Travel_Frequently,5,4,Female,3,1,Laboratory Technician,4,Single,2379,0,3
No,3/16/2019,29,Travel_Frequently,20,4,Male,3,1,Laboratory Technician,4,Married,3812,1,3
No,6/7/2020,32,Travel_Frequently,10,4,Male,3,2,Sales Executive,4,Single,4648,8,3
No,4/23/2020,42,Non-Travel,10,3,Male,3,1,Research Scientist,3,Married,2936,3,4
No,8/14/2019,47,Travel_Rarely,9,2,Female,3,1,Laboratory Technician,3,Single,2105,4,3
No,12/12/2019,46,Travel_Rarely,2,4,Male,3,3,Manufacturing Director,4,Divorced,8578,3,3
No,5/3/2021,28,Non-Travel,1,3,Male,3,1,Human Resources,4,Divorced,2706,1,3
No,12/11/2019,29,Travel_Rarely,29,4,Male,1,2,Healthcare Representative,3,Divorced,6384,8,3
No,9/9/2019,42,Travel_Rarely,8,4,Male,3,1,Laboratory Technician,3,Single,3968,4,3
Yes,2/11/2019,32,Travel_Rarely,2,3,Male,2,2,Sales Executive,2,Single,9907,7,3
No,4/22/2021,46,Travel_Rarely,3,1,Female,4,4,Sales Executive,1,Divorced,13225,2,3
No,9/3/2020,27,Travel_Rarely,23,2,Female,2,2,Sales Representative,3,Married,3540,1,4
No,5/24/2020,29,Travel_Rarely,6,4,Male,2,1,Human Resources,2,Married,2804,1,3
No,1/12/2021,43,Travel_Rarely,6,1,Female,2,5,Manager,3,Married,19392,7,3
No,10/4/2019,48,Travel_Rarely,10,4,Male,2,5,Research Director,2,Married,19665,4,3
Yes,3/5/2020,29,Travel_Frequently,24,4,Male,2,1,Research Scientist,4,Single,2439,1,4
Yes,10/1/2021,46,Travel_Rarely,10,3,Female,3,3,Sales Executive,2,Married,7314,5,4
No,4/12/2020,27,Travel_Frequently,15,4,Female,2,1,Research Scientist,1,Married,4774,0,3
No,2/22/2021,39,Travel_Rarely,19,4,Male,3,2,Research Scientist,4,Divorced,3902,8,3
No,9/17/2019,55,Travel_Rarely,2,2,Male,2,1,Research Scientist,4,Married,2662,8,4
No,12/11/2019,28,Travel_Rarely,3,2,Female,3,1,Sales Representative,2,Married,2856,1,3
Yes,7/4/2021,30,Travel_Rarely,9,2,Male,3,1,Sales Representative,4,Single,1081,1,3
Yes,10/2/2019,22,Travel_Rarely,7,4,Male,3,1,Research Scientist,2,Single,2472,1,4
No,6/9/2020,36,Travel_Rarely,10,2,Female,2,2,Sales Executive,3,Married,5673,1,3
No,5/30/2019,31,Travel_Rarely,20,2,Male,3,2,Laboratory Technician,3,Divorced,4197,1,3
No,4/3/2020,34,Travel_Rarely,4,3,Male,3,3,Sales Executive,4,Married,9713,2,3
No,1/9/2020,29,Travel_Rarely,7,4,Male,3,1,Laboratory Technician,1,Single,2062,3,3
No,4/18/2020,37,Travel_Rarely,7,4,Male,3,2,Research Scientist,1,Married,4284,5,4
No,5/1/2020,35,Travel_Rarely,16,4,Female,2,2,Manufacturing Director,2,Married,4788,0,3
No,5/14/2020,45,Travel_Rarely,25,2,Female,2,2,Manufacturing Director,4,Married,5906,0,3
No,1/6/2019,36,Travel_Frequently,2,2,Male,2,2,Human Resources,4,Single,3886,1,4
No,6/13/2019,40,Travel_Rarely,1,1,Male,3,4,Manager,1,Divorced,16823,2,3
No,3/18/2019,26,Travel_Rarely,1,2,Female,2,1,Research Scientist,3,Married,2933,1,3
No,7/15/2020,27,Travel_Rarely,2,1,Female,4,2,Sales Executive,3,Single,6500,0,3
No,9/4/2020,48,Travel_Frequently,22,4,Female,3,4,Manager,4,Divorced,17174,3,3
No,10/26/2019,44,Travel_Rarely,1,2,Male,4,2,Healthcare Representative,1,Married,5033,2,3
Yes,1/22/2019,34,Non-Travel,16,4,Male,1,1,Research Scientist,1,Married,2307,1,4
Yes,6/11/2019,56,Travel_Rarely,24,1,Male,3,1,Laboratory Technician,4,Single,2587,1,3
No,1/13/2020,36,Travel_Rarely,17,3,Male,2,2,Sales Executive,2,Married,5507,2,3
No,6/18/2020,41,Travel_Rarely,8,3,Female,3,2,Sales Executive,2,Married,4393,5,4
